,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1865,2309,2092,1881,1586,1574,1218,1987,1269,1036
1,Short-Term Investments,56.77,165.02,1.59,613.25,2.86,1.62,2.28,133.08,347.85,487.51
2,Trading Asset Securities,-,-,-,-,-,5,-,-,167.53,89.6
3,Cash & Short-Term Investments,1921,2474,2094,2494,1589,1580,1221,2120,1785,1613
4,Cash Growth,-8.23%,-0.78%,31.77%,57.81%,30.18%,-25.46%,-31.60%,31.39%,52.37%,36.13%
5,Accounts Receivable,195.77,258.13,198.41,155.63,132.55,236.52,172.26,190.83,154.89,269.18
6,Other Receivables,38.86,41.28,28.1,26.66,35.5,46.35,42.82,33.3,52.6,49.09
7,Receivables,234.64,299.4,226.51,182.29,168.04,282.87,215.08,224.13,207.49,318.26
8,Inventory,343.21,372.59,264.16,394.87,478.3,485.86,415.71,459.67,317.66,387.69
9,Prepaid Expenses,16.06,14.21,10.93,12.86,13.88,20.89,16.93,10.57,21.69,15.63
10,Restricted Cash,5.02,5.01,5,5,-,-,-,-,-,-
11,Other Current Assets,20.01,21.84,21.34,22.69,22.19,25.1,17.74,15.66,8.8,18.9
12,Total Current Assets,2540,3187,2622,3111,2271,2395,1886,2830,2340,2354
13,"Property, Plant & Equipment",2099,2036,1944,1908,1742,1564,1155,997.6,717.68,634.83
14,Long-Term Investments,444.38,634.22,474.42,335.69,661.4,774.93,830.86,273.67,152.3,84.89
15,Other Intangible Assets,10.13,11.98,15.07,16.88,19.32,20.3,19.66,21.49,19.17,17.65
16,Long-Term Deferred Tax Assets,69.89,65.77,58.09,57.72,53.59,45.16,29.13,16.48,17.25,25.45
17,Other Long-Term Assets,126.63,119.23,140.98,121.49,160.77,205.37,323.19,148.05,214.39,194.95
