,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,14630,12709,12030,16279,27057,27743,35341,51124,112738,77887,44461
1,Market Cap Growth,-21.93%,-21.93%,-55.54%,-41.32%,-23.44%,-45.73%,-68.65%,-34.36%,153.56%,97.43%,139.56%
2,Enterprise Value,12890,10377,10142,13834,25553,26349,34323,48953,111000,76248,43237
3,Last Close Price,15.08,12.75,11.44,15.49,25.20,25.84,32.53,47.05,103.26,71.34,40.90
4,PE Ratio,16.96,14.73,12.81,18.01,32.26,34.80,37.58,50.90,107.24,83.80,55.31
5,Forward PE,16.44,12.25,11.97,17.05,30.22,28.36,28.05,35.86,76.50,69.65,44.73
6,PS Ratio,2.11,1.83,1.78,2.48,3.89,3.95,4.84,7.36,17.71,14.65,9.28
7,PB Ratio,3.10,2.58,2.15,3.30,5.28,5.90,7.01,11.62,27.02,23.90,14.57
8,P/TBV Ratio,2.70,2.70,2.27,3.50,5.56,6.20,7.61,12.59,29.00,25.51,15.31
9,P/FCF Ratio,20.19,17.54,16.55,18.46,27.89,57.38,145.81,-,108.77,86.91,57.32
10,P/OCF Ratio,12.49,12.49,11.39,13.04,18.82,25.33,34.71,42.96,79.19,68.08,41.78
11,PEG Ratio,3.06,1.67,1.45,1.70,16.44,4.23,1.35,1.51,2.23,0.92,0.92
12,EV/Sales Ratio,1.86,1.50,1.50,2.11,3.68,3.75,4.71,7.05,17.44,14.34,9.03
13,EV/EBITDA Ratio,9.15,7.56,6.98,9.76,18.89,20.63,23.56,29.94,66.38,54.42,35.27
14,EV/EBIT Ratio,10.68,8.60,7.85,10.86,20.95,22.73,25.31,31.58,69.38,56.75,36.58
15,EV/FCF Ratio,17.79,14.32,13.96,15.69,26.34,54.49,141.61,-,107.09,85.08,55.75
16,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.01
17,Debt / FCF Ratio,0.17,0.17,0.13,0.13,0.13,0.31,0.72,-,0.08,0.04,0.06
18,Return on Capital Employed (ROCE),23.67%,23.67%,22.39%,25.12%,22.99%,23.74%,25.86%,34.16%,37.61%,40.93%,38.35%
19,Earnings Yield,5.90%,6.79%,7.81%,5.55%,3.10%,2.87%,2.66%,1.96%,0.93%,1.19%,1.81%
20,FCF Yield,4.95%,5.70%,6.04%,5.42%,3.59%,1.74%,0.69%,1.01%,0.92%,1.15%,1.74%
21,Dividend Yield,4.02%,2.38%,-,-,-,-,-,-,-,-,-
22,Buyback Yield / Dilution,0.92%,0.80%,1.05%,0.24%,-0.06%,0.06%,0.22%,-,-1.22%,-0.47%,0.46%
23,Total Shareholder Return,4.95%,3.18%,1.05%,0.24%,-0.06%,0.06%,0.22%,-,-1.22%,-0.47%,0.46%
