,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,"Property, Plant & Equipment",2111.0,2296,2354,2404,2743,2645,3033,2994,2954,2973
1,Cash & Equivalents,554.54,513.01,473.17,314.48,253.27,249.69,168.9,182.5,228.52,272.4
2,Accounts Receivable,62.08,54.88,53.88,43.88,7.97,8.44,5.7,7.4,5.22,5.52
3,Other Receivables,8.42,8.37,22.28,20.1,60.43,96.91,38.87,83.54,32.16,25.56
4,Investment In Debt and Equity Securities,0.44,1.36,1.75,1.12,-,-,-,-,-,-
5,Other Intangible Assets,2.34,2.57,2.76,1.69,1.83,0.77,0.84,0.89,0.61,0.82
6,Restricted Cash,6.03,6.03,-,-,3.3,3.3,3.3,3.3,-,-
7,Other Current Assets,7.96,10.14,9.86,8.31,8.76,8.98,51.15,14.87,8.07,8.09
8,Deferred Long-Term Tax Assets,3.36,2.04,1.76,1.38,2.78,0.75,0.96,1.59,3.06,4.3
9,Other Long-Term Assets,26.36,40.16,51.05,36.34,-,146.47,-,-,-,-
10,Total Assets,2783.0,2934,2970,2831,3082,3160,3303,3288,3232,3290
11,Current Portion of Long-Term Debt,133.62,187.84,85.99,103.93,77.4,114.34,169.05,172.78,157.24,143.89
12,Current Portion of Leases,36.67,29.21,28.41,33.92,28.86,24.81,27.93,24.07,26.23,21.14
13,Long-Term Debt,726.31,691.59,827.06,629.38,677.49,632.07,435.19,454.62,424.38,466.22
14,Long-Term Leases,176.49,185.66,200.58,124.88,123.26,130.23,138.12,147.91,126.56,131.01
15,Accounts Payable,4.17,3.99,3.04,3.2,5.06,3.29,2.67,4.48,3.39,3.63
16,Accrued Expenses,18.6,16.75,15.87,14.67,15.85,13.84,14.66,16,13.55,16.28
17,Current Income Taxes Payable,30.6,27.88,20.82,22.12,18.38,21.62,18.5,27.11,25.89,40.09
18,Current Unearned Revenue,71.21,69.21,42.87,51.16,61.7,61.38,46.92,46.06,56.67,72.68
19,Other Current Liabilities,102.46,112.42,134.96,106.3,92.56,78.13,70.7,66.57,55.67,66.23
20,Long-Term Unearned Revenue,0.25,-,-,-,-,-,0.12,2.21,1.06,2.64
21,Long-Term Deferred Tax Liabilities,203.59,235.69,237.31,263.79,322.26,325.47,416.29,407.21,407.62,414.95
22,Other Long-Term Liabilities,34.62,37.31,35.22,57.02,60.14,32.69,20.62,22.11,26.25,29.45
23,Total Liabilities,1539.0,1599,1637,1415,1483,1438,1361,1394,1355,1408
24,Common Stock,13.35,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41
25,Additional Paid-In Capital,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,291.08,291.08
26,Retained Earnings,904.08,995.57,992.73,1076,1259,1244,1412,1422,1344,1389
27,Comprehensive Income & Other,56.7,57.04,57.04,56.89,56.89,190.97,248.34,190.94,232.42,190.94
28,Total Common Equity,1246.0,1338,1335,1418,1601,1720,1946,1898,1881,1884
29,Minority Interest,-1.86,-2.05,-1.87,-1.82,-2.34,1.82,-4.18,-3.34,-3.33,-2.29
30,Shareholders' Equity,1244.0,1336,1333,1416,1599,1722,1942,1894,1878,1882
31,Total Liabilities & Equity,2783.0,2934,2970,2831,3082,3160,3303,3288,3232,3290
32,Total Debt,1073.0,1095,1147,897.14,907.01,901.45,770.28,802.38,764.45,762.26
33,Net Cash / Debt,-518.54,-582.29,-673.9,-582.66,-653.74,-651.76,-601.38,-619.89,-535.93,-489.86
34,Net Cash Per Share,-0.35,-0.39,-0.45,-0.39,-0.44,-0.43,-0.40,-0.41,-0.36,-0.38
35,Filing Date Shares Outstanding,1493.0,1500,1500,1500,1500,1500,1500,1500,1500,1500
36,Total Common Shares Outstanding,1493.0,1500,1500,1500,1500,1500,1500,1500,1500,1500
37,Book Value Per Share,0.83,0.89,0.89,0.95,1.07,1.15,1.30,1.27,1.25,1.26
38,Tangible Book Value,1244.0,1335,1332,1416,1599,1720,1945,1897,1880,1883
39,Tangible Book Value Per Share,0.83,0.89,0.89,0.94,1.07,1.15,1.30,1.26,1.25,1.26
