,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,718,988,1017,1289,1301,1802,1307,1450,1477,1178,1900,Upgrade
1,Market Cap Growth,-23.39%,-23.39%,-21.85%,-28.47%,-0.48%,24.26%,-11.52%,23.11%,-22.26%,-66.38%,-67.20%,Upgrade
2,Enterprise Value,932,1182,1109,1481,1501,1954,1547,1748,1672,1421,2171,Upgrade
3,Last Close Price,0.74,0.96,0.94,1.15,1.10,1.48,1.00,1.07,1.08,0.83,1.18,Upgrade
4,PE Ratio,58.12,77.61,-,6.12,4.75,6.90,4.71,13.56,8.59,4.29,3.28,Upgrade
5,Forward PE,-,3.41,3.41,3.41,3.51,6.45,6.05,2.91,2.91,2.93,4.99,Upgrade
6,PS Ratio,0.33,0.44,0.45,0.54,0.54,0.79,0.60,0.93,0.98,0.73,0.93,Upgrade
7,PB Ratio,0.36,0.45,0.45,0.57,0.55,0.80,0.56,0.68,0.74,0.62,0.96,Upgrade
8,P/TBV Ratio,0.49,0.49,0.49,0.62,0.57,0.82,0.57,0.69,0.75,0.62,0.97,Upgrade
9,P/FCF Ratio,-,-,-35.15,-,12.49,9.19,6.21,9.87,6.27,4.62,4.13,Upgrade
10,P/OCF Ratio,19.69,19.69,19.98,3.98,3.10,5.58,4.52,9.20,5.67,3.07,3.01,Upgrade
11,EV/Sales Ratio,0.42,0.53,0.49,0.62,0.63,0.85,0.71,1.12,1.10,0.88,1.07,Upgrade
12,EV/EBITDA Ratio,3.46,4.47,4.02,3.13,2.73,3.67,2.88,6.01,4.42,2.52,2.21,Upgrade
13,EV/EBIT Ratio,10.24,13.01,10.47,4.33,3.46,4.78,3.73,10.13,6.24,2.97,2.40,Upgrade
14,EV/FCF Ratio,-57.56,-,-38.33,-,14.42,9.96,7.36,11.90,7.09,5.58,4.72,Upgrade
15,Debt / Equity Ratio,0.12,0.12,0.15,0.17,0.14,0.15,0.17,0.19,0.21,0.17,0.18,Upgrade
16,Debt / FCF Ratio,-,-,-12.11,-,3.26,1.73,1.85,2.73,1.78,1.28,0.78,Upgrade
17,Return on Capital Employed (ROCE),3.70%,3.70%,4.15%,13.07%,17.77%,17.91%,17.51%,7.85%,12.92%,24.30%,44.00%,Upgrade
18,Earnings Yield,1.77%,1.29%,3.15%,16.35%,21.03%,14.50%,21.24%,7.38%,11.65%,23.31%,30.49%,Upgrade
19,FCF Yield,-2.25%,-1.64%,-2.85%,0.88%,8.01%,10.89%,16.09%,10.13%,15.95%,21.63%,24.22%,Upgrade
20,Dividend Yield,6.49%,4.79%,7.83%,8.27%,9.72%,8.25%,13.11%,4.39%,-,6.35%,-,Upgrade
21,Buyback Yield / Dilution,1.67%,2.14%,1.20%,0.55%,0.67%,1.05%,0.85%,0.61%,0.56%,0.17%,0.50%,Upgrade
22,Total Shareholder Return,8.16%,6.93%,9.04%,8.82%,10.39%,9.30%,13.96%,5.00%,0.56%,6.51%,0.50%,Upgrade
