,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,28060,26429,32953,23194,27705,27141,33878,35812,33499,35715,31982,33615,31331,41606,42656,43249,45407,-,-,-,-,Upgrade
1,Market Cap Growth,-2.62%,-2.62%,-2.73%,-35.23%,-17.30%,-24.01%,5.93%,6.54%,6.92%,-14.16%,-25.02%,-22.27%,-31.00%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,20466,18835,26030,14742,20526,19525,26671,28710,25439,28640,25906,27278,21770,34620,36802,37399,41319,-,-,-,-,Upgrade
3,Last Close Price,28.90,27.22,33.90,23.86,27.79,27.23,33.99,35.93,33.04,35.23,31.55,33.16,30.38,40.35,41.36,41.94,43.39,-,-,-,-,Upgrade
4,PE Ratio,17.95,16.89,16.02,9.64,12.65,11.78,15.44,15.93,16.05,18.72,18.50,23.19,22.45,30.38,22.69,20.00,18.93,-,-,-,-,Upgrade
5,Forward PE,9.75,9.54,12.09,8.18,9.95,10.25,12.60,14.27,13.95,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,0.62,0.58,0.72,0.49,0.60,0.57,0.72,0.77,0.76,0.85,0.76,0.85,0.78,1.07,1.16,1.19,1.23,-,-,-,-,Upgrade
7,PB Ratio,1.77,1.63,2.03,1.45,1.72,1.74,2.24,2.46,2.28,2.54,2.36,2.61,2.38,3.27,3.42,3.59,3.70,-,-,-,-,Upgrade
8,P/TBV Ratio,1.78,1.78,2.22,1.59,1.86,1.89,2.46,2.73,2.53,2.84,2.65,2.96,2.67,3.68,3.84,3.98,4.05,-,-,-,-,Upgrade
