,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,164.78,210.61,188.4,236.96,446.18,818.52,1060,794.89,451.12,771.09
1,Short-Term Investments,202.45,23.8,201.35,32.39,416.84,374.71,699.18,112.42,253.22,265.47
2,Cash & Short-Term Investments,367.23,234.41,389.75,269.35,863.01,1193,1759,907.31,704.34,1037
3,Cash Growth,-5.78%,-12.97%,-54.84%,-77.43%,-50.94%,31.51%,149.74%,-12.47%,232.03%,438.44%
4,Accounts Receivable,1139,1187,1158,1073,1112,1054,1291,888.11,924.14,808.11
5,Other Receivables,7.85,69.11,10.24,84.99,9.85,9.85,9.85,7.85,3.02,1.8
6,Receivables,1147,1256,1168,1158,1122,1064,1301,895.96,927.16,809.91
7,Other Current Assets,554.51,724.93,637.58,803.37,871,1068,450.51,1207,1179,734.29
8,Total Current Assets,2069,2216,2196,2231,2856,3325,3510,3010,2811,2581
9,"Property, Plant & Equipment",39.62,39.08,45.9,58.78,49.3,32.93,36.28,33.58,28.94,38.95
10,Long-Term Investments,1517,1612,1684,1715,1798,2049,1817,1626,1158,836.94
11,Goodwill,1042,1059,1125,1125,1137,1108,1108,1108,1119,1119
12,Other Intangible Assets,721.86,534.26,553.95,538.77,512.28,536.51,133.09,105.03,128.4,105.45
13,Long-Term Deferred Tax Assets,65.59,73.87,65.1,58.42,67.28,58.18,53.37,49.26,13.49,8.18
14,Long-Term Deferred Charges,-,76.41,-,-,-,-,-,49.53,-,49.53
15,Other Long-Term Assets,833.32,910.29,818.78,881.22,797.66,647.97,451.23,330.77,326.3,453.97
16,Total Assets,6848,7089,7065,7154,7748,7842,7129,6331,5590,5208
17,Accounts Payable,243.88,263.05,266.34,315.01,246.81,382.7,365.7,275.38,251.55,180.77
18,Accrued Expenses,-,137.39,-,146.03,-,147.74,-,156.43,-,124.07
19,Short-Term Debt,469.56,495,390.22,444.17,799.72,764.6,454.27,451.35,574.99,442.04
20,Current Portion of Leases,14.93,11.08,12.34,15.44,20.52,16.63,15.84,14.72,12.62,16.63
21,Current Income Taxes Payable,109.69,114.72,134.29,133.06,138.71,135.3,156.16,137.63,130.44,116.95
22,Current Unearned Revenue,-,154.33,-,128.84,-,113.33,-,131.73,-,72.04
23,Other Current Liabilities,403.36,119.83,207.21,176.8,602.66,227.9,230.62,296.6,407.9,331.11
24,Total Current Liabilities,1241,1295,1010,1359,1808,1788,1223,1464,1377,1284
25,Long-Term Leases,14.06,15.83,19.15,27.06,21.07,8.44,13.76,12.89,11.03,17.06
26,Long-Term Deferred Tax Liabilities,98.8,83.12,64.71,75.47,66.15,72.97,53.56,53.01,35.15,32.42
27,Other Long-Term Liabilities,-,-,172,-,-,178.24,175.03,-,175.58,163.41
28,Total Liabilities,1354,1394,1266,1462,1896,2048,1465,1530,1599,1497
29,Common Stock,1.92,1.92,1.92,1.93,1.93,1.93,1.93,1.76,1.64,1.64
30,Retained Earnings,1262,1498,1575,1518,1701,1723,1505,1111,697.58,409.83
31,Treasury Stock,-0.97,-,-,-19.32,-,-,-,-,-,-
32,Comprehensive Income & Other,4237,4196,4211,4174,4124,4069,4076,3592,3196,3193
33,Total Common Equity,5499,5696,5787,5675,5827,5794,5583,4704,3895,3604
34,Minority Interest,-5.72,-0.89,11.24,17.07,25.3,-,81.14,96.42,95.85,107.54
35,Shareholders' Equity,5493,5695,5798,5692,5852,5794,5664,4801,3991,3712
36,Total Liabilities & Equity,6848,7089,7065,7154,7748,7842,7129,6331,5590,5208
37,Total Debt,498.55,521.91,421.71,486.66,841.31,789.68,483.87,478.96,598.63,475.73
38,Net Cash (Debt),-131.32,-287.49,-31.96,-217.31,21.71,403.55,1275,428.35,105.71,560.83
39,Net Cash Growth,-,-,-,-,-98.30%,-5.79%,1106.30%,-23.62%,12380.05%,367.38%
40,Net Cash Per Share,-0.05,-0.10,-0.01,-0.08,0.01,0.15,0.49,0.18,0.05,0.28
41,Filing Date Shares Outstanding,2752,2753,2753,2753,2768,2768,2768,2510,2330,2330
42,Total Common Shares Outstanding,2752,2753,2753,2753,2768,2768,2768,2510,2330,2330
43,Working Capital,827.09,920.19,1185,871.69,1047,1537,2288,1546,1433,1297
44,Book Value Per Share,2.00,2.07,2.10,2.06,2.10,2.09,2.02,1.87,1.67,1.55
45,Tangible Book Value,3735,4102,4108,4011,4177,4149,4342,3491,2648,2380
46,Tangible Book Value Per Share,1.36,1.49,1.49,1.46,1.51,1.50,1.57,1.39,1.14,1.02
47,Buildings,-,6.4,-,6.4,-,-,-,-,-,-
48,Machinery,-,19.34,-,19.18,-,13.57,-,9.99,-,7.3
49,Leasehold Improvements,-,13.36,-,18.96,-,17.32,-,16.17,-,16.17
