,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1233,1070,1535,1481,1233,1776,2180,2106,1714,1507
1,Revenue Growth (YoY),-19.68%,-27.73%,24.55%,-16.62%,-43.45%,-15.66%,27.19%,39.75%,12.09%,63.17%
2,Cost of Revenue,860.57,643.53,1019,870.4,731.8,1143,1341,1414,1183,952.44
3,Gross Profit,372.76,426.91,516.2,610.73,500.96,633.86,839.63,691.81,531.46,554.74
4,"Selling, General & Admin",340.98,360.39,472.06,541.52,427.16,534.24,409.14,475.82,269.27,556.01
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-3.61
6,Operating Expenses,370.11,410.77,524.91,597.17,436.33,544.86,427.88,511.43,285.95,567.03
7,Operating Income,2.66,16.14,-8.72,13.56,64.64,89,411.75,180.38,245.51,-12.29
8,Interest Expense,-11.11,-9.78,-9.86,-18.94,-16.34,-13.02,-11.27,-14.58,-20.65,-9.64
9,Interest & Investment Income,1.05,3.61,8.53,2.03,3.53,5.22,6.93,29.21,3.05,9.41
10,Earnings From Equity Investments,2.78,-5.96,9.51,-9.96,-6.73,-4.29,-2.31,-17.96,5.38,12.8
11,Currency Exchange Gain (Loss),-,-12.99,7.09,-0.44,1.92,1.73,1.41,-,-,-0.17
12,Other Non Operating Income (Expenses),-272.49,-2.53,-15.59,-120.5,-16.53,-16.04,8.67,-0.24,5.78,6.34
13,EBT Excluding Unusual Items,-277.11,-11.52,-9.03,-134.26,30.49,62.61,415.17,176.81,239.07,6.47
14,Impairment of Goodwill,-16.84,-65.48,-,-12.29,-,-,-,-10.68,-,-
15,Gain (Loss) on Sale of Investments,59.1,-61.07,55.54,-14.43,-43.66,168.55,10.79,252.11,77.34,46.45
16,Asset Writedown,24.25,0.84,-3.93,-0.49,-10.15,-,-6.02,0.01,-0.44,0
17,Other Unusual Items,-,68.93,-,5.36,3.95,-2.67,2.67,-2.92,-14.51,-2.23
18,Pretax Income,-210.61,-68.3,42.57,-156.1,-19.37,228.49,422.62,415.34,301.46,50.69
19,Income Tax Expense,30.44,20.74,-8.42,35.37,6.04,12.8,44.37,1.2,25.4,57.36
20,Earnings From Continuing Operations,-241.05,-89.04,51,-191.47,-25.41,215.69,378.25,414.14,276.06,-6.67
21,Minority Interest in Earnings,4.83,12.13,5.83,8.34,3.51,2.55,15.28,-0.57,11.69,-5.37
22,Net Income,-236.22,-76.9,56.82,-183.13,-21.9,218.24,393.53,413.57,287.75,-12.04
23,Net Income to Common,-236.22,-76.9,56.82,-183.13,-21.9,218.24,393.53,413.57,287.75,-12.04
24,Net Income Growth,-,-,-,-,-,-47.23%,36.76%,-,10.51%,-
25,Shares Outstanding (Basic),2752,2753,2753,2761,2768,2770,2584,2358,2330,1979
26,Shares Outstanding (Diluted),2752,2753,2753,2761,2768,2773,2584,2358,2330,1979
27,Shares Change (YoY),-0.02%,-0.31%,-0.56%,-0.41%,7.11%,17.60%,10.90%,19.16%,29.45%,9.92%
28,EPS (Basic),-0.09,-0.03,0.02,-0.07,-0.01,0.08,0.15,0.18,0.12,-0.01
29,EPS (Diluted),-0.09,-0.03,0.02,-0.07,-0.01,0.08,0.15,0.18,0.12,-0.01
30,EPS Growth,-,-,-,-,-,-55.13%,23.32%,-,-14.64%,-
31,Free Cash Flow,10.64,-79.32,122.48,233.63,-249.58,307.88,40.41,436.08,170.55,137.43
32,Free Cash Flow Per Share,0.00,-0.03,0.04,0.08,-0.09,0.11,0.02,0.18,0.07,0.07
33,Operating Margin,0.22%,1.51%,-0.57%,0.92%,5.24%,5.01%,18.89%,8.56%,14.32%,-0.82%
34,Profit Margin,-19.15%,-7.18%,3.70%,-12.36%,-1.78%,12.29%,18.05%,19.64%,16.79%,-0.80%
35,Free Cash Flow Margin,0.86%,-7.41%,7.98%,15.77%,-20.25%,17.33%,1.85%,20.70%,9.95%,9.12%
36,EBITDA,92.59,69.59,50.15,48.12,99.44,127.58,452.51,225.66,281.87,13.73
37,D&A For EBITDA,89.94,53.45,58.86,34.56,34.8,38.58,40.76,45.28,36.37,26.02
38,EBIT,2.66,16.14,-8.72,13.56,64.64,89,411.75,180.38,245.51,-12.29
39,Advertising Expenses,136.03,-,100.99,-,91.22,-,194.12,-,85.06,-
