,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,664.58,532.15,449.58,450.67,1734,1506,1926,938.15,1469,1149,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,2.45,2.25,2.26,Upgrade
2,Cash & Short-Term Investments,664.58,532.15,449.58,450.67,1734,1506,1926,940.61,1471,1152,Upgrade
3,Cash Growth,47.82%,18.08%,-74.07%,-70.07%,-9.95%,60.06%,30.86%,-18.33%,23.69%,22.22%,Upgrade
4,Accounts Receivable,3780,2305,2714,2277,2747,3441,3797,2796,2866,2146,Upgrade
5,Other Receivables,198.05,224.98,256.15,274.49,359.35,362.5,358.71,366.52,367.67,398.35,Upgrade
6,Receivables,3979,2530,2986,2568,3125,3826,4228,3259,3351,2659,Upgrade
7,Other Current Assets,-,-,-,3.86,-,-,-,-,-,-,Upgrade
8,Total Current Assets,4643,3062,3436,3023,4860,5332,6153,4199,4822,3811,Upgrade
9,"Property, Plant & Equipment",310.6,383.33,464.26,650.78,865.77,888.4,687.09,703.09,711.73,835.27,Upgrade
10,Long-Term Investments,16.93,12.34,32.65,15.32,38.15,43.2,33.04,39.52,395.79,418.96,Upgrade
11,Other Intangible Assets,10.11,10.11,-,10.11,-,-,-,-,-,-,Upgrade
12,Long-Term Deferred Tax Assets,41.96,69.75,64.02,72.85,36.84,11.73,12.04,12.06,19.79,21.23,Upgrade
13,Other Long-Term Assets,28.2,30.28,36.32,50.72,72.39,75.34,74.57,73.7,74.64,77.69,Upgrade
14,Total Assets,5052,3569,4035,3825,5875,6353,6963,5029,6026,5167,Upgrade
15,Accounts Payable,3574,2401,2687,2317,292.91,327.71,405.02,415.42,620.66,456.99,Upgrade
16,Accrued Expenses,-,-,-,-,2610,3267,3413,2616,2534,2128,Upgrade
17,Short-Term Debt,301,-,-,-,-,-,-,-,-,-,Upgrade
18,Current Portion of Long-Term Debt,60,169.89,200.93,54.6,1169,687,1180,228,924.7,489,Upgrade
19,Current Portion of Leases,185.88,221.95,273.14,395.36,541.07,533.32,431.17,459.91,459.5,517.08,Upgrade
20,Current Income Taxes Payable,7.17,4.25,4.55,2.8,32.93,29.31,35.51,1.71,4.35,3.78,Upgrade
21,Total Current Liabilities,4128,2797,3166,2770,4646,4844,5465,3721,4543,3595,Upgrade
22,Long-Term Debt,-,-,-,173.64,-,-,-,-,-,-,Upgrade
23,Long-Term Leases,38.13,65,86.13,144.67,262.04,313.42,223.8,209.96,173.7,241.59,Upgrade
24,Long-Term Deferred Tax Liabilities,8.26,8.24,8.48,9.2,9.34,8.95,8.52,7.81,6.94,6.02,Upgrade
25,Other Long-Term Liabilities,38.47,41.97,41.3,44.09,-,-,-,-,-,-,Upgrade
26,Total Liabilities,4213,2912,3301,3141,4917,5167,5698,3939,4724,3842,Upgrade
27,Common Stock,71.71,71.71,71.71,71.71,71.71,71.71,71.81,71.81,71.81,71.81,Upgrade
28,Additional Paid-In Capital,222.24,222.24,222.24,222.24,222.24,222.24,223.51,223.51,223.51,223.51,Upgrade
29,Retained Earnings,-,299.12,-,339.63,-,838.36,-,731.98,-,965.05,Upgrade
30,Comprehensive Income & Other,545.38,64.13,439.84,50.68,663.68,53.89,969.87,62.11,1006,64.27,Upgrade
31,Total Common Equity,839.32,657.19,733.79,684.25,957.62,1186,1265,1089,1302,1325,Upgrade
32,Shareholders' Equity,839.32,657.19,733.79,684.25,957.62,1186,1265,1089,1302,1325,Upgrade
33,Total Liabilities & Equity,5052,3569,4035,3825,5875,6353,6963,5029,6026,5167,Upgrade
34,Total Debt,585.01,456.84,560.2,768.26,1972,1534,1835,897.87,1558,1248,Upgrade
35,Net Cash (Debt),79.58,75.31,-110.62,-317.6,-238.26,-28.21,90.37,42.74,-86.42,-95.98,Upgrade
36,Net Cash Per Share,0.11,0.11,-0.15,-0.44,-0.33,-0.04,0.13,0.06,-0.12,-0.13,Upgrade
37,Filing Date Shares Outstanding,717.09,717.09,717.09,717.09,717.09,717.09,718.05,718.05,718.05,718.05,Upgrade
38,Total Common Shares Outstanding,717.09,717.09,717.09,717.09,717.09,717.09,718.05,718.05,718.05,718.05,Upgrade
39,Working Capital,515.66,265.6,270.09,253.11,213.84,487.51,688.26,477.92,278.73,216.4,Upgrade
40,Book Value Per Share,1.17,0.92,1.02,0.95,1.34,1.65,1.76,1.52,1.81,1.84,Upgrade
41,Tangible Book Value,829.21,647.08,733.79,674.14,957.62,1186,1265,1089,1302,1325,Upgrade
42,Tangible Book Value Per Share,1.16,0.90,1.02,0.94,1.34,1.65,1.76,1.52,1.81,1.84,Upgrade
43,Land,-,128.74,-,141.99,-,156.76,-,156.74,-,156.69,Upgrade
44,Machinery,-,301.94,-,322.26,-,380.9,-,356.49,-,326.84,Upgrade
45,Leasehold Improvements,-,139.93,-,169.05,-,261.75,-,255.63,-,270.88,Upgrade
