,Fiscal Quarter,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Cash & Equivalents,36.7,1306,1375,4040,4681,9599,9443,10264,10304,6081,Upgrade
1,Short-Term Investments,-,-,1049,-,3242,-,2198,-,1575,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,0.24,12.07,301.97,357.34,152.28,Upgrade
3,Cash & Short-Term Investments,36.7,1306,2424,4040,7923,9600,11652,10566,12235,6233,Upgrade
4,Cash Growth,-98.49%,-67.67%,-69.40%,-57.92%,-32.01%,-9.14%,-4.77%,69.50%,1.72%,16.38%,Upgrade
5,Accounts Receivable,503.78,724.83,1052,1649,2398,3267,824.72,653.54,722.74,694.06,Upgrade
6,Other Receivables,137.69,136.94,814.01,-,945.64,-,-,-,-,-,Upgrade
7,Receivables,641.47,861.78,1866,1649,3343,3267,1011,653.54,994.35,694.06,Upgrade
8,Inventory,38482,41143,45661,43821,46745,45226,42315,39097,40174,41681,Upgrade
9,Prepaid Expenses,1687,1889,835.48,5193,1028,4554,767.66,3533,690.2,2725,Upgrade
10,Restricted Cash,859.27,-,1150,-,-,-,-,-,-,3199,Upgrade
11,Other Current Assets,144.61,121.06,323.33,121.29,393.4,134.22,468.18,266.14,259.43,272.31,Upgrade
12,Total Current Assets,41851,45321,52260,54824,59432,62780,56214,54115,54354,54804,Upgrade
13,"Property, Plant & Equipment",793.76,886.74,1215,1182,1361,1586,1943,2636,2876,2618,Upgrade
14,Long-Term Investments,3979,3895,1477,2.33,3.33,9.35,9.21,8.86,8.52,12.55,Upgrade
15,Goodwill,-,-,-,-,-,-,-,-,34.13,49.11,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,456.49,-,-,-,-,-,Upgrade
17,Long-Term Deferred Tax Assets,4861,3398,3490,3354,3684,3490,3359,3459,3550,3609,Upgrade
18,Other Long-Term Assets,45613,49868,55513,53082,59450,58104,58460,54717,52247,49587,Upgrade
19,Total Assets,97099,103368,114224,112445,124387,125969,120543,114936,113434,110681,Upgrade
20,Accounts Payable,46.77,47.11,893.18,2285,2378,1695,1629,1464,1656,2486,Upgrade
21,Accrued Expenses,3680,2924,3518,4082,3707,4219,2888,2869,2877,5071,Upgrade
22,Short-Term Debt,4083,4387,3448,5409,3119,2879,2923,2342,3795,4838,Upgrade
23,Current Portion of Long-Term Debt,12807,9930,9535,7768,17646,11650,13449,13701,11094,9677,Upgrade
24,Current Portion of Leases,0.87,10.84,10.94,7.19,9.86,39.68,52.83,27.84,48.92,45.32,Upgrade
25,Current Income Taxes Payable,3653,3134,3899,4121,4649,4534,3921,4340,4241,4049,Upgrade
26,Current Unearned Revenue,9565,11005,14443,13249,17850,20682,19160,19635,21153,17321,Upgrade
27,Other Current Liabilities,6636,4770,5012,4232,3648,5303,3763,3786,5435,6472,Upgrade
28,Total Current Liabilities,40473,36208,40760,41154,53006,51001,47786,48166,50299,49959,Upgrade
29,Long-Term Debt,15242,17607,20046,18989,15225,22089,20993,19472,18864,17985,Upgrade
30,Long-Term Leases,-,9.83,15.83,17.53,15.41,12.31,36.04,55.69,122.73,49.43,Upgrade
31,Long-Term Deferred Tax Liabilities,9471,10269,10718,9869,11051,10589,10431,9749,9265,8868,Upgrade
32,Total Liabilities,65186,64095,71539,70030,79297,83692,79246,77442,78552,76862,Upgrade
33,Common Stock,9132,9132,9132,9132,7222,7222,7222,7222,7222,7222,Upgrade
34,Retained Earnings,26473,34477,35310,34864,34590,34471,34052,32271,31856,29861,Upgrade
35,Comprehensive Income & Other,-3706,-4350,-1771,-1595,3262,566.05,4.62,-2013,-4246,-3335,Upgrade
36,Total Common Equity,31899,39259,42670,42401,45074,42259,41279,37481,34833,33748,Upgrade
37,Minority Interest,14.43,14.32,14.96,14.36,16.23,17.69,17.67,13.22,49.79,71.33,Upgrade
38,Shareholders' Equity,31913,39273,42685,42415,45090,42277,41297,37494,34883,33819,Upgrade
39,Total Liabilities & Equity,97099,103368,114224,112445,124387,125969,120543,114936,113434,110681,Upgrade
40,Total Debt,32133,31945,33056,32191,36015,36670,37453,35598,33925,32595,Upgrade
41,Net Cash (Debt),-32097,-30638,-30632,-28151,-28092,-27070,-25801,-25033,-21690,-26361,Upgrade
42,Net Cash Per Share,-2.81,-2.68,-2.68,-2.65,-,-3.35,-3.19,-3.09,-2.67,-3.25,Upgrade
43,Filing Date Shares Outstanding,11442,11442,11442,11442,11442,8092,8092,8092,8092,8107,Upgrade
44,Total Common Shares Outstanding,11442,11442,11442,11442,8092,8092,8092,8092,8092,8107,Upgrade
45,Working Capital,1379,9112,11500,13671,6427,11779,8428,5949,4055,4845,Upgrade
46,Book Value Per Share,2.79,3.43,3.73,3.71,5.57,5.22,5.10,4.63,4.30,4.16,Upgrade
47,Tangible Book Value,31899,39259,42670,42401,45074,42259,41279,37481,34799,33698,Upgrade
48,Tangible Book Value Per Share,2.79,3.43,3.73,3.71,5.57,5.22,5.10,4.63,4.30,4.16,Upgrade
49,Buildings,-,-,1416,-,1527,-,1634,-,2036,-,Upgrade
50,Machinery,-,-,473.93,-,433.11,-,363.06,-,308.24,-,Upgrade
