,Fiscal Quarter,Current,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,2265,2117,5206,5950,4634,5583,5341,6959,5745,6069,7540,Upgrade
1,Market Cap Growth,-25.93%,-64.42%,12.35%,6.56%,-13.23%,-19.77%,-7.04%,14.67%,-23.80%,-40.66%,-26.46%,Upgrade
2,Enterprise Value,34377,33883,34702,34115,32761,32671,31159,32005,27213,32502,33361,Upgrade
3,Last Close Price,0.20,0.18,0.46,0.50,0.39,0.66,0.63,0.79,0.65,0.66,0.82,Upgrade
4,PE Ratio,-,-,-,8.50,18.04,-,2.21,2.88,2.16,2.30,2.49,Upgrade
5,Forward PE,-,9.94,9.94,10.88,2.83,2.56,2.28,2.90,2.35,0.86,3.32,Upgrade
6,PS Ratio,0.48,0.57,1.41,1.47,1.61,-,0.52,0.62,0.51,0.61,0.69,Upgrade
7,PB Ratio,0.06,0.07,0.13,0.14,0.11,0.12,0.13,0.17,0.15,0.17,0.22,Upgrade
8,P/TBV Ratio,0.09,0.07,0.13,0.14,0.11,0.12,0.13,0.17,0.15,0.17,0.22,Upgrade
9,P/FCF Ratio,-,0.70,2.20,4.57,8.76,-,0.83,2.47,11.79,-,1.34,Upgrade
10,P/OCF Ratio,-,0.70,2.14,4.29,8.41,-,0.81,2.31,9.76,-,1.32,Upgrade
11,PEG Ratio,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,Upgrade
12,EV/Sales Ratio,7.35,9.08,9.40,8.42,11.38,-,3.01,2.83,2.44,3.29,3.06,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,101.13,-,10.12,9.71,7.66,10.73,12.08,Upgrade
14,EV/EBIT Ratio,-,-,-,-,122.00,-,10.66,10.19,8.02,11.30,12.68,Upgrade
15,EV/FCF Ratio,-99.30,11.22,14.68,26.18,61.90,-,4.87,11.36,55.84,-,5.93,Upgrade
16,Debt / Equity Ratio,0.90,1.01,0.81,0.77,0.76,0.80,0.87,0.91,0.95,0.97,0.96,Upgrade
17,Debt / FCF Ratio,-,10.64,13.51,25.37,60.82,-,5.73,13.29,73.04,-,5.80,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,0.38%,-,3.90%,4.32%,5.08%,4.56%,4.33%,Upgrade
19,Earnings Yield,-254.10%,-233.02%,-3.42%,11.76%,5.54%,-,45.29%,34.71%,46.27%,43.39%,40.20%,Upgrade
20,FCF Yield,-15.28%,142.64%,45.41%,21.90%,11.42%,-,119.77%,40.49%,8.48%,51.59%,74.57%,Upgrade
21,Buyback Yield / Dilution,-22.31%,-0.02%,-7.76%,-,-31.22%,-,-,0.24%,0.19%,0.00%,-1.22%,Upgrade
22,Total Shareholder Return,-22.31%,-0.02%,-7.76%,-,-31.22%,-,-,0.24%,0.19%,0.00%,-1.22%,Upgrade
