,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1353,1711,1377,1572,1177,1544,1187,1447,981.24,1420
1,Revenue Growth (YoY),-1.73%,8.83%,17.06%,1.84%,-0.86%,6.70%,20.95%,1.90%,7.50%,484.96%
2,Cost of Revenue,1029,1341,1076,1231,910.13,1218,946.9,1165,787.06,1131
3,Gross Profit,324.69,370.16,301.54,341.72,266.42,326.38,239.89,281.99,194.18,288.97
4,"Selling, General & Admin",136.26,163.79,132.5,147.04,123.41,180.95,125.47,124.05,125.72,145.77
5,Operating Expenses,136.83,162.93,132.41,149.13,124.01,180.48,126.74,120.26,128.84,146.54
6,Operating Income,187.87,207.24,169.13,192.59,142.41,145.9,113.15,161.72,65.34,142.43
7,Interest Expense,-11.63,-10.3,-10.74,-18.67,-11.91,-11.5,-8.93,-11.33,-12.42,-4.51
8,Interest & Investment Income,1.77,1.16,1.75,1.08,0.89,1.05,0.71,0.69,1.42,2.56
9,Earnings From Equity Investments,-3.92,-9.87,-12.79,2.45,0.35,8.05,0.28,0.39,0.19,-2.74
10,Currency Exchange Gain (Loss),-1.35,-3.53,12.73,-8.1,-2.23,4.16,-0.51,-3.48,1.48,5.82
11,Other Non Operating Income (Expenses),7.72,12.5,4.38,16.11,0.35,4.14,14.04,19.31,5.01,-92.37
12,EBT Excluding Unusual Items,180.46,197.2,164.46,185.45,129.86,151.8,118.75,167.29,61.02,51.2
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-60.32
14,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-6.64
15,Gain (Loss) on Sale of Investments,-0.01,-18.98,-1.65,-4.47,-6.98,11.68,0.17,4.16,0.39,-
16,Gain (Loss) on Sale of Assets,0.04,-1.79,0.09,-,-0.01,0.06,0.03,0.16,-1.05,-0.03
17,Asset Writedown,-,-,-,-0.92,-19.52,-14.56,-,-,-,-26.8
18,Other Unusual Items,-,-0,0.01,0.23,0.14,-,0.01,-,-,-
19,Pretax Income,180.49,176.42,162.91,180.29,103.5,148.98,118.96,171.6,60.35,-42.58
20,Income Tax Expense,52.93,43.3,58.91,54.47,33.79,64.59,41.6,53.08,24.26,-1.74
21,Earnings From Continuing Operations,127.57,133.12,104,125.83,69.7,84.39,77.36,118.53,36.09,-40.85
22,Minority Interest in Earnings,-2.28,2.03,-0.99,3.02,11.45,11.27,1.53,1.91,2.19,17.35
23,Net Income,125.29,135.15,103.01,128.85,81.15,95.65,78.89,120.44,38.28,-23.5
24,Net Income to Common,125.29,135.15,103.01,128.85,81.15,95.65,78.89,120.44,38.28,-23.5
25,Net Income Growth,21.63%,4.89%,26.94%,34.70%,2.87%,-20.58%,106.07%,-,-87.18%,-
26,Shares Outstanding (Basic),1352,1352,1352,1352,1338,1323,1323,1327,1333,1319
27,Shares Outstanding (Diluted),1352,1352,1352,1354,1356,1356,1343,1338,1339,1331
28,Shares Change (YoY),0.00%,-0.15%,-0.31%,-0.16%,1.01%,1.34%,0.26%,0.53%,41.10%,115.48%
29,EPS (Basic),0.09,0.10,0.08,0.10,0.06,0.07,0.06,0.09,0.03,-0.02
30,EPS (Diluted),0.09,0.10,0.08,0.10,0.06,0.07,0.06,0.09,0.03,-0.04
31,EPS Growth,21.63%,4.98%,27.42%,35.00%,1.70%,-21.64%,105.59%,-,-90.91%,-
32,Free Cash Flow,-10.52,137.97,113.95,323.95,-108.56,129.95,7.93,386.44,-241.57,301.16
33,Free Cash Flow Per Share,-0.01,0.10,0.08,0.24,-0.08,0.10,0.01,0.29,-0.18,0.23
34,Dividend Per Share,-,0.056,0.027,0.050,0.023,0.043,0.022,0.029,0.015,-
35,Dividend Growth,-,11.69%,17.98%,17.34%,5.34%,45.84%,45.12%,-,-,-
36,Operating Margin,13.88%,12.11%,12.28%,12.25%,12.10%,9.45%,9.53%,11.18%,6.66%,10.03%
37,Profit Margin,9.26%,7.90%,7.48%,8.20%,6.90%,6.20%,6.65%,8.32%,3.90%,-1.66%
38,Free Cash Flow Margin,-0.78%,8.06%,8.27%,20.60%,-9.23%,8.42%,0.67%,26.71%,-24.62%,21.21%
39,EBITDA,199.88,219.52,180.81,202.17,155.37,160.62,125.56,172.91,77.14,169.65
40,D&A For EBITDA,12.01,12.29,11.68,9.59,12.96,14.72,12.4,11.19,11.79,27.21
41,EBIT,187.87,207.24,169.13,192.59,142.41,145.9,113.15,161.72,65.34,142.43
