,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Market Capitalization,89106,83537,86719,79559,75581,73592,68023,72796,59669,71603,89504,83139,85526,81945,95470,85680,71604,50796,43146,45594,33660,Upgrade
1,Market Cap Growth,13.51%,13.51%,27.49%,9.29%,26.67%,2.78%,-24.00%,-12.44%,-30.23%,-12.62%,-6.25%,-2.97%,19.44%,61.32%,121.27%,87.92%,112.73%,5.06%,-4.08%,-9.70%,-27.15%,Upgrade
2,Enterprise Value,13322,32640,43057,29839,23537,47707,47514,42435,30337,54654,68558,55801,59478,55898,63794,38260,15060,21105,5342,7790,-17824,Upgrade
3,Last Close Price,22400.00,21000.00,21800.00,20000.00,19000.00,17172.25,15872.73,16986.60,13923.44,15189.21,18986.52,17636.36,18142.67,16413.63,19122.67,17161.37,13592.42,9642.49,8190.31,8655.00,6389.60,Upgrade
4,PE Ratio,6.33,5.90,6.12,5.56,5.35,5.24,4.28,5.14,4.88,5.98,8.27,8.64,8.72,7.98,9.27,6.68,5.71,4.10,4.22,4.31,3.07,Upgrade
5,PS Ratio,0.22,0.20,0.21,0.19,0.17,0.17,0.16,0.17,0.15,0.18,0.24,0.27,0.30,0.27,0.29,0.22,0.18,0.13,0.12,0.13,0.09,Upgrade
6,PB Ratio,1.07,1.00,1.11,1.07,0.95,0.94,0.93,1.06,-,1.00,-,1.30,1.25,1.34,1.56,1.43,1.14,0.80,0.74,-,0.59,Upgrade
7,P/TBV Ratio,1.02,1.02,1.12,1.08,0.96,0.96,0.95,1.08,-,1.02,-,1.33,1.28,1.35,1.58,1.45,1.15,0.80,0.74,-,0.59,Upgrade
8,P/FCF Ratio,3.22,-,2.96,-,-,2.32,11.53,-,-58.77,-,-,-9.36,-,-,-,-,-,32.30,-,-,-,Upgrade
9,P/OCF Ratio,2.89,-,2.86,-,-,2.27,10.48,-,-61.19,-,-,-9.62,-,-,-,-,-,10.33,-,-,-,Upgrade
10,EV/Sales Ratio,0.03,0.08,0.10,0.07,0.05,0.11,0.11,0.10,0.07,0.14,0.18,0.18,0.21,0.19,0.20,0.10,0.04,0.06,0.02,0.02,-,Upgrade
11,EV/EBITDA Ratio,0.74,1.82,2.36,1.61,1.25,2.50,3.75,4.02,3.92,-,4.69,4.37,4.61,4.23,4.89,2.38,0.98,1.43,0.45,1.09,-,Upgrade
12,EV/EBIT Ratio,0.84,2.03,2.64,1.83,1.41,2.82,2.36,2.32,1.98,3.65,5.41,5.12,5.36,4.85,5.57,2.63,1.07,1.58,0.51,0.71,-,Upgrade
13,EV/FCF Ratio,0.48,-,1.47,-,-,1.50,8.05,-,-29.88,-,-,-6.28,-,-,-,-,-,13.42,-,-,-,Upgrade
14,Asset Turnover,2.35,2.90,2.35,1.98,2.79,3.25,-,-,-,-,2.57,-,-,2.22,2.06,2.15,3.17,-,-,2.00,Upgrade,
