,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,2348,2463,2477,2349,2295,2333,2375,2543,2516,1809,1256,Upgrade
1,Market Cap Growth,4.88%,4.88%,7.91%,0.69%,-3.37%,-8.27%,-5.60%,40.59%,100.42%,55.96%,-21.85%,Upgrade
2,Enterprise Value,3338,2874,2654,2456,2611,2527,2353,2543,2559,1985,1541,Upgrade
3,Last Close Price,4.09,4.06,4.31,3.83,3.62,3.44,3.39,3.48,3.36,2.26,1.52,Upgrade
4,PE Ratio,10.23,11.33,9.40,8.31,7.84,6.74,8.65,10.15,8.03,6.13,5.62,Upgrade
5,PS Ratio,0.49,0.54,0.61,0.58,0.57,0.56,0.65,0.76,0.77,0.59,0.42,Upgrade
6,PB Ratio,1.17,1.23,1.52,1.34,1.36,1.33,1.38,1.51,1.62,1.16,0.95,Upgrade
7,P/TBV Ratio,1.38,1.38,1.69,1.47,1.51,1.46,1.52,1.66,1.80,1.27,1.06,Upgrade
8,P/FCF Ratio,-,-,-,5.15,5.11,165.92,-,6.73,6.28,4.92,3.65,Upgrade
9,P/OCF Ratio,-,-,10.80,4.18,4.13,16.87,-,6.54,6.11,4.26,3.13,Upgrade
10,EV/Sales Ratio,0.74,0.63,0.65,0.61,0.64,0.60,0.64,0.76,0.79,0.65,0.51,Upgrade
11,EV/EBITDA Ratio,6.56,5.89,5.16,4.75,4.95,4.36,5.26,6.21,5.33,4.57,4.40,Upgrade
12,EV/EBIT Ratio,8.97,7.73,6.43,5.85,6.12,5.29,6.75,8.13,6.61,5.74,5.91,Upgrade
13,EV/FCF Ratio,-11.46,-,-,5.39,5.81,179.71,-,6.73,6.39,5.40,4.48,Upgrade
14,Debt / Equity Ratio,0.70,0.70,0.56,0.44,0.38,0.41,0.39,0.24,0.28,0.25,0.41,Upgrade
15,Debt / FCF Ratio,-,-,-,1.68,1.41,51.08,-,1.05,1.09,1.04,1.58,Upgrade
16,Return on Capital Employed (ROCE),16.16%,16.16%,21.06%,20.27%,23.29%,26.18%,19.40%,17.74%,23.96%,21.20%,18.84%,Upgrade
17,Earnings Yield,9.26%,8.83%,10.64%,12.04%,12.75%,14.84%,11.56%,9.85%,12.46%,16.32%,17.80%,Upgrade
18,FCF Yield,-12.40%,-11.82%,3.94%,19.41%,19.59%,0.60%,2.17%,14.86%,15.93%,20.32%,27.41%,Upgrade
19,Dividend Yield,9.29%,7.39%,8.81%,9.92%,10.48%,12.80%,10.63%,9.78%,12.50%,17.27%,19.08%,Upgrade
20,Buyback Yield / Dilution,-1.76%,-3.51%,-,-,-0.13%,-0.34%,-0.21%,-,-,-,-3.93%,Upgrade
21,Total Shareholder Return,7.53%,3.88%,8.81%,9.92%,10.36%,12.46%,10.42%,9.78%,12.50%,17.27%,15.15%,Upgrade
