,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,486.45,490.06,646.82,515.39,452.1,455.84,464.21,442.4,371.33,341.16,Upgrade
1,Short-Term Investments,-,70.53,-,64.84,-,68.69,-,33.09,-,50.42,Upgrade
2,Cash & Short-Term Investments,486.45,560.59,646.82,580.23,452.1,524.53,464.21,475.49,371.33,391.57,Upgrade
3,Cash Growth,-24.79%,-3.39%,43.07%,10.62%,-2.61%,10.31%,25.01%,21.43%,48.16%,57.21%,Upgrade
4,Accounts Receivable,1082,324.57,698.85,345.11,855.16,393.84,489.98,348.05,641.4,243.94,Upgrade
5,Other Receivables,2.57,3.2,-,-,-,3.1,1.4,1.73,2,2.48,Upgrade
6,Receivables,1084,327.77,698.85,345.11,855.16,405.78,491.39,349.78,643.4,246.42,Upgrade
7,Inventory,646.04,704.87,489.36,677.18,476.34,728.96,551.57,572.71,343.15,570.11,Upgrade
8,Prepaid Expenses,220.98,57.96,92.07,58.53,118.31,61.23,65.08,49.94,66.21,27.11,Upgrade
9,Restricted Cash,1.22,1.08,1.07,1.14,0.55,0.62,0.6,0.59,0.57,0.55,Upgrade
10,Total Current Assets,2439,1652,1928,1662,1902,1721,1573,1449,1425,1236,Upgrade
11,"Property, Plant & Equipment",1732,1370,1238,1262,1219,1244,1002,998.44,1006,1011,Upgrade
12,Goodwill,157.05,104.08,104.08,104.08,104.08,104.08,100.33,100.33,100.33,100.33,Upgrade
13,Other Intangible Assets,0.71,2.12,3.53,4.94,6.35,7.76,9.17,10.58,11.99,13.4,Upgrade
14,Other Long-Term Assets,-,41.92,20.1,41.61,16.67,48.24,62.34,14.78,11.89,13.77,Upgrade
15,Total Assets,4329,3170,3294,3075,3249,3125,2746,2573,2555,2374,Upgrade
16,Accounts Payable,428.17,306.7,344.35,375.74,322.89,299.63,292.85,273.65,237.75,236.86,Upgrade
17,Accrued Expenses,269.61,122.8,212.97,127.14,260.02,134.82,203.8,122.43,207.54,107.4,Upgrade
18,Short-Term Debt,1188,-,509.64,-,701.62,648.56,371.81,428.44,372.85,530.8,Upgrade
19,Current Portion of Long-Term Debt,-,651.07,-,544.32,-,-,-,-,-,-,Upgrade
