,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+13 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Revenue,78.92,78.92,65.94,65.94,45.82,38.86,32.36,54.17,27.95,33.25,41.21,72.42,47.96,60.78,95.28,90.17,53.86,60.32,59.28,84.01,Upgrade
1,Revenue Growth (YoY),72.24%,103.10%,103.77%,21.73%,63.93%,16.87%,-21.48%,-25.20%,-41.73%,-45.30%,-56.75%,-19.68%,-10.94%,0.76%,60.73%,7.33%,-17.76%,-14.60%,-48.48%,-0.17%,Upgrade
2,Cost of Revenue,63.85,63.85,39.51,39.51,33.46,27.32,16.11,33.72,16.72,21.46,19.3,52.27,38.65,45.59,72.56,63.43,42.37,49.2,48.96,65.73,Upgrade
3,Gross Profit,15.07,15.07,26.43,26.43,12.36,11.54,16.25,20.46,11.23,11.79,21.91,20.16,9.31,15.18,22.73,26.74,11.49,11.12,10.32,18.28,Upgrade
4,"Selling, General & Admin",6.38,6.38,6.67,6.67,6.82,7.15,8.31,8,8.51,9.35,10.96,9.5,9.16,10.83,12.29,8.87,7.51,7.05,9.65,8.26,Upgrade
5,Operating Expenses,6.38,6.38,6.66,6.66,6.82,7.15,7.66,8,8.51,9.35,11.43,9.5,9.16,10.83,11.92,8.87,7.51,7.05,10.19,8.26,Upgrade
6,Operating Income,8.69,8.69,19.77,19.77,5.55,4.39,8.6,12.46,2.72,2.43,10.48,10.66,0.16,4.35,10.8,17.87,3.98,4.07,0.13,10.02,Upgrade
7,Interest Expense,-2.34,-2.34,-2.46,-2.46,-2.16,-2.21,-1.9,-1.72,-1.38,-0.79,-0.84,-0.45,-0.82,-0.59,-1.5,-1.3,-1.15,-1.75,-1.93,-2.33,Upgrade
8,Interest & Investment Income,0,0,0,0,0,0,0,-,-,0,0,0,-,0,-,0,-,-,0.03,0.11,Upgrade
9,Currency Exchange Gain (Loss),0.48,0.48,-0.42,-0.42,-0.15,-0.04,0.14,-,0.13,0.16,-0.13,0.48,-,-0.92,3.19,-2.04,-1.52,0.08,1.32,-0.05,Upgrade
10,Other Non Operating Income (Expenses),0.19,0.19,0.05,0.05,0.02,0.01,0.09,-0.15,0.11,0.02,-0.1,0.1,3.61,0.04,-2.21,0.8,1.19,0.59,0.06,0.14,Upgrade
11,EBT Excluding Unusual Items,7.02,7.02,16.94,16.94,3.25,2.15,6.93,10.59,1.59,1.82,9.43,10.79,2.95,2.88,10.28,15.32,2.49,2.98,-0.4,7.9,Upgrade
12,Gain (Loss) on Sale of Assets,-0.03,-0.03,0.07,0.07,-,0.17,-,-,-0,-0,-,-,-,-,-0.17,-,-,-,-,-,Upgrade
13,Asset Writedown,-,-,-0.01,-0.01,-0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Unusual Items,-,-,-,-,-,-,0.2,-,-,0.25,0.2,-,-,-,3.17,-,-,-,-,-,Upgrade
15,Pretax Income,6.99,6.99,16.99,16.99,3.05,2.32,7.12,10.59,1.59,2.07,9.63,10.79,2.95,2.88,13.28,15.32,2.49,2.98,-0.4,7.9,Upgrade
16,Income Tax Expense,1.49,1.49,3.27,3.27,1.01,0.65,1.45,2.27,0.72,0.6,1.14,1.91,1.75,0.86,2.98,2.88,0.57,0.42,0.15,1.39,Upgrade
17,Earnings From Continuing Operations,5.5,5.5,13.72,13.72,2.05,1.66,5.67,8.33,0.87,1.47,8.49,8.88,1.2,2.01,10.3,12.44,1.92,2.56,-0.55,6.51,Upgrade
18,Minority Interest in Earnings,0,0,0,0,0.02,0.01,0.03,0.06,0.08,0.09,0.17,0.17,0.1,0.23,0.19,0.15,0.05,-,0.01,-,Upgrade
19,Net Income,5.5,5.5,13.73,13.73,2.07,1.68,5.7,8.39,0.94,1.57,8.66,9.05,1.29,2.24,10.49,12.6,1.97,2.56,-0.53,6.51,Upgrade
20,Net Income to Common,5.5,5.5,13.73,13.73,2.07,1.68,5.7,8.39,0.94,1.57,8.66,9.05,1.29,2.24,10.49,12.6,1.97,2.56,-0.53,6.51,Upgrade
21,Net Income Growth,166.23%,228.34%,140.82%,63.65%,119.19%,7.02%,-34.14%,-7.34%,-27.13%,-30.09%,-17.46%,-28.12%,-34.18%,-12.36%,-,93.61%,-32.67%,-16.17%,-,-3.59%,Upgrade
22,Shares Outstanding (Basic),400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,Upgrade
23,Shares Outstanding (Diluted),400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,Upgrade
24,EPS (Basic),0.01,0.01,0.03,0.03,0.01,0.00,0.01,0.02,0.00,0.00,0.02,0.02,0.00,0.01,0.03,0.03,0.00,0.01,-0.00,0.02,Upgrade
25,EPS (Diluted),0.01,0.01,0.03,0.03,0.01,0.00,0.01,0.02,0.00,0.00,0.02,0.02,0.00,0.01,0.03,0.03,0.00,0.01,-0.00,0.02,Upgrade
26,EPS Growth,166.25%,228.33%,140.82%,63.66%,119.22%,7.02%,-34.14%,-7.35%,-27.14%,-30.09%,-17.46%,-28.12%,-34.18%,-12.36%,-,93.61%,-32.67%,-16.16%,-,-3.59%,Upgrade
27,Free Cash Flow,1.12,1.12,3.06,3.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Free Cash Flow Per Share,0.00,0.00,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Gross Margin,19.09%,19.09%,40.08%,40.08%,26.98%,29.69%,50.23%,37.76%,40.19%,35.45%,53.16%,27.83%,19.42%,24.98%,23.85%,29.66%,21.33%,18.43%,17.40%,21.76%,Upgrade
30,Operating Margin,11.01%,11.01%,29.98%,29.98%,12.11%,11.30%,26.56%,23.00%,9.74%,7.32%,25.43%,14.72%,0.33%,7.16%,11.34%,19.82%,7.38%,6.75%,0.21%,11.93%,Upgrade
31,Profit Margin,6.97%,6.97%,20.82%,20.82%,4.51%,4.31%,17.62%,15.49%,3.37%,4.71%,21.00%,12.50%,2.70%,3.69%,11.01%,13.97%,3.65%,4.24%,-0.90%,7.74%,Upgrade
32,Free Cash Flow Margin,1.42%,1.42%,4.64%,4.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,EBITDA,10.4,10.4,21.48,21.48,7.12,6.17,10.37,13.39,4.48,3.36,11.41,11.11,0.57,4.8,11.25,18.58,4.44,4.78,0.84,10.85,Upgrade
34,EBITDA Margin,13.17%,13.17%,32.58%,32.58%,15.53%,15.88%,32.06%,24.71%,16.04%,10.11%,27.68%,15.34%,1.19%,7.90%,11.81%,20.61%,8.25%,7.93%,1.42%,12.92%,Upgrade
35,D&A For EBITDA,1.71,1.71,1.71,1.71,1.57,1.78,1.78,0.93,1.76,0.93,0.93,0.45,0.42,0.45,0.45,0.72,0.46,0.72,0.72,0.83,Upgrade
36,EBIT,8.69,8.69,19.77,19.77,5.55,4.39,8.6,12.46,2.72,2.43,10.48,10.66,0.16,4.35,10.8,17.87,3.98,4.07,0.13,10.02,Upgrade
37,EBIT Margin,11.01%,11.01%,29.98%,29.98%,12.11%,11.30%,26.56%,23.00%,9.74%,7.32%,25.43%,14.72%,0.33%,7.16%,11.34%,19.82%,7.38%,6.75%,0.21%,11.93%,Upgrade
38,Effective Tax Rate,21.30%,21.30%,19.24%,19.24%,33.01%,28.15%,20.41%,21.39%,45.40%,28.84%,11.86%,17.72%,59.41%,29.97%,22.45%,18.77%,22.92%,14.14%,-,17.59%,Upgrade
