,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,7367,7367,7151,819.79,6036,600.09,1516,115.62,906.42,298.43,2519,311.99,3524,416.98,3125,67.07,175.6,489,8905,1072,Upgrade
1,Revenue Growth (YoY),22.05%,1127.66%,371.75%,609.06%,565.92%,101.09%,-39.82%,-62.94%,-74.28%,-28.43%,-19.39%,365.17%,1907.10%,-14.73%,-64.91%,-93.75%,-98.10%,-60.90%,-12.11%,-18.15%,Upgrade
2,Cost of Revenue,4274,4274,4231,478.03,3747,370.82,1742,153.27,1460,248.06,2248,243.91,2727,317.74,2550,131.38,1468,381.67,5599,664.4,Upgrade
3,Gross Profit,3094,3094,2920,341.76,2289,229.27,-225.62,-37.66,-553.8,50.37,270.66,68.07,797.21,99.23,574.71,-64.31,-1292,107.33,3306,408.05,Upgrade
4,"Selling, General & Admin",176.97,176.97,288.36,-,208.52,-,113.56,-,105.77,-,209.84,-,154.65,-,76.17,-,81.09,-,227.53,-,Upgrade
5,Other Operating Expenses,862.8,862.8,472.41,138.52,531.47,105.75,233.79,48.6,213.98,75.81,363.84,78.7,320.15,81.12,179.25,54.16,220.52,120.68,618.14,156.92,Upgrade
6,Operating Expenses,1638,1638,1358,214.05,1333,181.96,943.56,123.59,888.35,147.97,1147,161.75,1169,172.23,966.43,148.26,1036,216.12,1599,250.38,Upgrade
7,Operating Income,1456,1456,1563,127.71,955.98,47.3,-1169,-161.25,-1442,-97.6,-876.79,-93.67,-371.43,-72.99,-391.72,-212.57,-2328,-108.79,1708,157.67,Upgrade
8,Interest Expense,-829.01,-829.01,-864.66,-109.93,-846,-98.22,-722.97,-82.86,-593.6,-76.4,-578.52,-74.5,-570.61,-75.75,-542.9,-65.82,-428.6,-59.9,-365.91,-47.73,Upgrade
9,Interest & Investment Income,162.12,162.12,178.85,21.35,146.48,10.17,41.74,3.12,9.36,0.79,5.68,0.44,5,0.74,8.24,1.37,22.76,5.57,16.05,2.91,Upgrade
10,Currency Exchange Gain (Loss),15.56,15.56,64.39,3.87,54.92,-30.64,247.12,-1.03,-80.76,-14.85,-48.71,-10.79,44.73,-11.27,-2.76,0.43,17.05,10.34,144.18,-8.71,Upgrade
11,Other Non Operating Income (Expenses),4.84,4.84,25.18,-,169.34,24.9,-0.3,-,-8.66,-,-11.97,-,-9.43,-,-2.22,-,-3.73,-,-13.68,-,Upgrade
12,EBT Excluding Unusual Items,809.25,809.25,966.41,43,480.72,-46.49,-1604,-242.02,-2116,-188.05,-1510,-178.52,-901.74,-159.28,-931.36,-276.6,-2721,-152.78,1488,104.14,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-103.71,-,-,-,-186.87,-,-,-,-42.39,-,-,-,-211.8,-,-,-,-71.47,-,Upgrade
14,Legal Settlements,-,-,-77.62,-,-,-,-81.84,-,-,-,-62.02,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Unusual Items,-,-,380.85,-48.76,-0.03,-2.9,-,-,-,-,1.52,-0.97,0.02,-1.54,25.62,-3.66,-0.02,-0.98,-,-,Upgrade
16,Pretax Income,809.25,809.25,1166,-5.76,480.7,-49.39,-1872,-242.02,-2116,-188.05,-1613,-179.48,-901.72,-160.82,-1118,-280.27,-2721,-153.76,1454,104.14,Upgrade
17,Income Tax Expense,13.19,13.19,33.41,0.4,3.11,0.4,6.39,-,2.97,0.4,3.09,0.4,3.1,0.4,3.1,0.4,3.11,0.4,3.16,0.4,Upgrade
18,Net Income,796.06,796.06,1133,-6.16,477.59,-49.78,-1879,-242.02,-2119,-188.45,-1616,-179.88,-904.82,-161.22,-1121,-280.67,-2724,-154.16,1451,103.74,Upgrade
19,Net Income to Common,796.06,796.06,1133,-6.16,477.59,-49.78,-1879,-242.02,-2119,-188.45,-1616,-179.88,-904.82,-161.22,-1121,-280.67,-2724,-154.16,1451,103.74,Upgrade
20,Net Income Growth,66.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.71%,-53.58%,Upgrade
