,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,6125,5758,6565,5303,7058,7906,9008,10239,11605,8357,9083,11512,13598,23722,20019,23970,19156,22801,12548,-,-,Upgrade
1,Market Cap Growth,-27.17%,-27.17%,-27.13%,-48.21%,-39.18%,-5.39%,-0.83%,-11.05%,-14.66%,-64.77%,-54.63%,-51.97%,-29.02%,4.04%,59.55%,-,-,-,-,-,-,Upgrade
2,Enterprise Value,6000,5634,6392,5052,6542,7382,8334,9403,11604,8117,8554,10889,12890,23029,19320,23146,18040,21684,12668,-,-,Upgrade
3,Last Close Price,24.80,20.55,27.70,22.25,23.39,23.96,25.36,29.68,30.71,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-852.41,-1278.88,-,-,Upgrade
5,PS Ratio,14.76,14.76,7.19,6.16,8.51,8.96,13.10,15.22,14.73,10.01,12.73,12.59,15.37,30.71,20.29,29.98,28.58,33.55,19.66,-,-,Upgrade
6,PB Ratio,1.75,1.75,1.91,1.52,1.97,2.11,2.45,2.66,2.81,2.69,2.93,3.45,3.87,6.68,6.44,8.40,6.73,7.93,4.63,-,-,Upgrade
7,P/TBV Ratio,2.14,2.14,2.34,1.87,2.43,2.58,2.95,3.20,3.37,3.46,3.73,4.30,4.83,8.18,7.05,9.27,7.37,8.71,5.05,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-159.31,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,15.24,14.44,7.00,5.87,7.89,8.37,12.12,13.98,14.73,9.73,11.99,11.91,14.57,29.81,19.58,28.95,26.91,31.90,19.84,-,-,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1005.35,-924.43,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-450.60,-,-,-,Upgrade
12,Debt / Equity Ratio,0.28,0.28,0.28,0.25,0.22,0.19,0.15,0.14,0.09,0.10,0.07,0.07,0.05,0.04,0.05,0.05,0.06,0.07,0.08,0.18,0.10,Upgrade
13,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93,21.36,-,-,Upgrade
14,Asset Turnover,-,0.13,0.11,0.01,0.42,0.12,0.09,0.05,0.37,0.13,0.19,0.11,0.29,0.32,0.14,0.01,0.60,0.18,-,-,Upgrade,
15,Inventory Turnover,-,-,2.08,1.83,0.34,5.61,0.68,0.98,0.38,3.21,0.46,1.83,0.82,2.72,2.33,1.06,0.17,5.15,1.23,-,-,Upgrade
16,Quick Ratio,-,-,1.90,2.02,2.08,2.30,2.45,2.67,3.02,2.26,2.57,2.99,3.43,3.53,2.96,3.75,4.48,4.34,5.10,1.77,-,Upgrade
17,Current Ratio,-,-,2.06,2.23,2.32,2.53,2.87,3.14,3.55,2.73,3.29,3.61,4.14,4.12,3.52,4.67,5.07,4.78,5.95,2.39,-,Upgrade
18,Return on Equity (ROE),-17.40%,-18.70%,-7.95%,-12.56%,-6.62%,-16.03%,-6.19%,-6.00%,-10.16%,-6.05%,-6.50%,-4.96%,-15.27%,-9.86%,-2.36%,-3.58%,7.21%,-0.73%,-12.67%,-13.00%,Upgrade,
19,Return on Assets (ROA),-,-4.51%,-4.18%,-5.14%,-1.78%,-5.68%,-4.83%,-3.97%,-7.95%,-0.85%,-3.44%,-2.18%,-10.98%,-4.65%,-1.42%,-2.23%,3.32%,-0.30%,-,-,Upgrade,
20,Return on Capital (ROIC),-15.70%,-5.59%,-5.13%,-6.30%,-2.14%,-6.76%,-5.75%,-4.85%,-9.85%,-1.03%,-4.12%,-2.60%,-13.40%,-5.70%,-1.68%,-2.63%,3.80%,-0.35%,-7.06%,-8.16%,Upgrade,
21,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.58%,-,-,-,Upgrade
22,Earnings Yield,-7.87%,-8.38%,-5.20%,-6.24%,-4.54%,-3.39%,-3.16%,-1.93%,-1.79%,-2.26%,-2.26%,-2.08%,-1.54%,-0.84%,-0.20%,0.12%,-0.04%,-0.12%,-0.08%,-,-,Upgrade
23,FCF Yield,-,-6.88%,-10.39%,-9.19%,-8.85%,-7.37%,-7.61%,-5.72%,-6.71%,-4.63%,-2.70%,-2.89%,-1.80%,-2.55%,-2.05%,-2.21%,-1.87%,-2.46%,-,-,Upgrade,
24,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.29%,92.25%,-,-,Upgrade
25,Buyback Yield / Dilution,-0.51%,2.56%,-1.47%,0.83%,-2.99%,-16.42%,-21.51%,-19.32%,-13.30%,-3.88%,6.57%,-3.82%,-2.42%,3.04%,-27.67%,-28.48%,-33.34%,-36.70%,-11.14%,-6.37%,-7.03%,Upgrade
26,Total Shareholder Return,-0.51%,2.56%,-1.47%,0.83%,-2.99%,-16.42%,-21.51%,-19.32%,-13.30%,-3.88%,6.57%,-3.82%,-2.42%,3.04%,-27.67%,-28.48%,-33.34%,-36.70%,-11.14%,-6.37%,-7.03%,Upgrade
