,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,-,584.99,597.73,603.33,609.22,646.65,792.04,1507,649.89,732.22,665.62,651.17,856.28,663.67,809.79,919.7,1058,1213,171.34,-,Upgrade
1,Trading Asset Securities,-,706.47,715.83,709.99,690.33,704.12,705.98,-,25.17,89.66,374.08,409.58,222.17,150.61,-,50,50,60,-,-,Upgrade
2,Cash & Short-Term Investments,1291,1291,1314,1313,1300,1351,1498,1507,675.05,821.88,1040,1061,1078,814.28,809.79,969.7,1108,1273,171.34,201.54,Upgrade
3,Cash Growth,-0.62%,-4.39%,-12.31%,-12.86%,92.51%,64.35%,44.08%,42.09%,-37.41%,0.93%,28.39%,9.39%,-2.62%,-36.04%,372.63%,381.15%,449.53%,-,-30.44%,-18.18%,Upgrade
4,Accounts Receivable,-,1793,1727,1695,1720,1285,1232,1163,1170,902.74,805.51,779.99,870.15,990.4,862.68,926.7,961.57,633.07,596.78,-,Upgrade
5,Other Receivables,-,18.91,19.52,19.35,19.11,16.41,16.94,24.15,26.27,27.58,27.28,40.27,33.22,35.28,34.74,36.45,37.5,39.07,37.96,-,Upgrade
6,Receivables,-,1812,1747,1715,1740,1301,1249,1187,1196,930.32,832.79,820.25,903.37,1026,897.42,963.15,999.08,672.14,634.74,-,Upgrade
7,Inventory,-,205.21,251.09,278.03,231.18,349.08,373.35,360.61,302.9,385.52,295.01,292.32,260.36,264.05,351.36,194.58,172.55,225.41,221.96,-,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.17,-,-,-,0.56,-,Upgrade
