,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,11451,12450,15619,15109,16205,-,17570,17007,16619,16619,26819,52232,65159,12003,17421,13115,73834,-,20745,28257,Upgrade
1,Short-Term Investments,5706,5775,2791,3121,3121,-,1121,980.12,1788,1788,4984,0.42,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,17157,18225,18410,18230,19326,-,18691,17987,18407,18407,31803,52232,65159,12003,17421,13115,73834,-,20745,28257,Upgrade
3,Cash Growth,-11.22%,-,-1.50%,1.35%,4.99%,-,-41.23%,-65.56%,-71.75%,53.36%,82.55%,298.25%,-11.75%,-,-16.02%,-53.59%,860.93%,-,99.74%,202.53%,Upgrade
4,Accounts Receivable,31467,14366,21083,21229,21205,-,22853,23342,21415,21415,19190,22152,23286,17798,24147,22494,34845,-,56592,53300,Upgrade
5,Other Receivables,1756,11476,10651,10997,11216,-,11462,11347,10819,10819,15466,18063,432.72,1245,917.09,888.2,1768,-,2558,1143,Upgrade
6,Receivables,36674,25843,31734,32226,32421,-,34315,34688,32234,32234,34656,40214,23719,19043,25064,23382,36613,-,59150,54443,Upgrade
7,Inventory,49126,38208,40940,34770,37751,-,45835,49402,55919,55919,65087,53983,54575,58269,64969,67688,87964,-,96285,94621,Upgrade
8,Prepaid Expenses,768.83,562.93,603.04,394.42,442.65,-,234.01,393.24,957.04,957.04,6131,4549,284.73,276.08,249.59,293.72,1939,-,422.72,599.99,Upgrade
9,Other Current Assets,52898,51508,50303,50761,50273,-,51585,51476,51458,51458,37021,8242,545.85,141.03,123.7,87.34,753.17,-,1121,958.51,Upgrade
10,Total Current Assets,156624,134348,141991,136381,140214,-,150660,153947,158976,158976,174697,159220,144283,89732,107827,104567,201103,-,177724,178879,Upgrade
11,"Property, Plant & Equipment",42555,41295,42906,44566,46329,-,51810,53798,55742,55742,59566,59117,60718,67636,70380,73313,81502,-,87751,87627,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,-,-,-,51000,4000,-,-,-,-,5,-,5,5,Upgrade
13,Other Intangible Assets,68.6,106.31,154.04,191.76,229.47,-,367.78,429.85,491.92,491.92,616.06,678.13,740.21,1750,1823,4156,4391,-,4166,4260,Upgrade
14,Other Long-Term Assets,7800,7754,7895,7945,8000,-,10840,11845,13164,13164,14141,12836,10180,7451,8207,6534,8268,-,9927,10933,Upgrade
