,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,171492,129572,204520,269306,229927,201980,162600,101625,102895,66056,114328,201980,595777,476368,174033,163870,125761,97874,159730,156599,169909,Upgrade
1,Market Cap Growth,-35.85%,-35.85%,25.78%,165.00%,123.46%,205.77%,42.22%,-49.69%,-82.73%,-86.13%,-34.31%,23.26%,373.74%,386.71%,8.95%,4.64%,-25.98%,-46.35%,-24.16%,-21.88%,-4.41%,Upgrade
2,Enterprise Value,209361,161439,249008,314617,276561,252243,213727,154243,155378,125152,209799,159124,607486,488077,197711,191757,167496,173388,235245,229001,262363,Upgrade
3,Last Close Price,13500.00,10200.00,16100.00,21200.00,18100.00,15900.00,12800.00,8000.00,8100.00,5200.00,9000.00,15900.00,46900.00,37500.00,13700.00,12900.00,9900.00,12500.00,16583.57,16258.40,17640.36,Upgrade
4,PE Ratio,25.19,19.03,-33.67,-29.82,-16.97,-,-,-,-,-,-,-,13.05,12.20,-,-,-,-,-,11.12,26.61,Upgrade
5,PS Ratio,0.79,0.59,1.07,1.41,1.22,1.09,0.86,0.55,0.56,0.35,0.63,1.19,3.48,2.94,0.97,0.88,0.57,0.36,0.50,0.42,0.43,Upgrade
6,PB Ratio,1.73,1.31,2.13,2.86,2.48,2.19,-,0.98,0.97,0.59,1.02,1.52,3.84,3.11,1.75,1.57,1.14,0.80,-,1.67,1.78,Upgrade
7,P/TBV Ratio,1.31,1.31,2.13,2.86,2.49,2.19,-,0.99,0.97,0.59,1.02,1.53,3.86,3.12,1.79,1.60,1.18,0.83,-,1.75,1.87,Upgrade
8,P/FCF Ratio,28.27,-,16.89,85.25,112.24,-,-100.52,-16.70,-6.50,-,-,-,-,22.27,9.57,-23.45,-8.69,-,-,-,6.32,Upgrade
9,P/OCF Ratio,15.12,-,16.78,84.16,112.24,-,-75.06,-13.99,-7.16,-,-,-,-,16.38,9.50,-24.27,-8.75,-,-,-,4.44,Upgrade
10,EV/Sales Ratio,0.96,0.74,1.30,1.65,1.47,1.36,1.13,0.84,0.85,0.66,1.15,0.94,3.55,3.01,1.11,1.03,0.76,0.63,0.74,0.62,0.67,Upgrade
11,EV/EBITDA Ratio,10.66,8.22,26.50,50.13,234.26,-,-41.43,-,-,-,-,-,-148.44,-,-,-,-,-,-,19.64,85.69,Upgrade
12,EV/EBIT Ratio,15.90,12.26,122.83,-218.83,-40.41,-,-,-,-,-,-,-,-40.49,-,-,-,-,-,-,89.33,-,Upgrade
13,EV/FCF Ratio,34.51,-,20.56,99.59,135.00,-,-132.12,-25.35,-9.81,-,-,-,-,22.82,10.88,-27.44,-11.58,-,-,-,9.76,Upgrade
14,Debt / Equity Ratio,0.55,0.55,0.52,0.67,0.69,0.71,-,0.68,0.67,0.63,0.63,0.96,0.06,0.21,0.24,0.39,0.37,0.95,-,1.03,1.06,Upgrade
15,Debt / EBITDA Ratio,2.80,2.12,2.56,3.21,4.75,-,-,-,-,-,-,-,0.72,-,-,-,-,-,-,5.34,70.22,Upgrade
16,Debt / FCF Ratio,9.07,-,4.14,19.91,31.02,-,-,-11.47,-4.46,-,-,-,-,1.51,1.30,-5.88,-2.83,-,-,-,3.75,Upgrade
17,Asset Turnover,1.47,1.13,1.00,0.94,-,-,0.84,0.76,0.86,0.71,0.65,-,0.89,0.76,0.96,-,-,-,1.13,1.39,Upgrade,
18,Inventory Turnover,3.54,4.56,3.78,3.50,3.67,-,-,3.11,2.65,2.87,2.52,2.42,-,2.58,2.06,2.42,-,-,-,2.59,3.17,Upgrade
19,Quick Ratio,0.55,0.47,0.51,0.52,0.53,0.51,-,0.49,0.47,0.45,0.45,0.40,1.20,1.52,0.49,0.54,0.51,0.67,-,0.47,0.48,Upgrade
20,Current Ratio,1.48,1.48,1.57,1.46,1.44,1.39,-,1.39,1.38,1.40,1.40,1.06,2.06,2.47,1.43,1.38,1.46,1.22,-,1.04,1.05,Upgrade
21,Return on Equity (ROE),12.37%,8.25%,7.06%,0.77%,-,-,-10.96%,-23.33%,-41.11%,-32.65%,-57.09%,-,175.50%,-21.19%,-22.17%,-,-,-,0.60%,71.03%,Upgrade,
22,Return on Assets (ROA),6.83%,4.22%,4.11%,1.97%,-,-,-2.61%,-4.44%,-7.72%,-6.61%,-11.53%,-,-8.08%,-6.74%,-6.70%,-,-,-,1.35%,-0.30%,Upgrade,
23,Return on Capital (ROIC),8.88%,5.24%,5.01%,2.41%,-,-,-3.24%,-5.52%,-9.62%,-7.88%,-14.56%,-,-10.01%,-8.90%,-8.49%,-,-,-,1.97%,-0.43%,Upgrade,
24,Return on Capital Employed (ROCE),13.05%,13.05%,2.07%,-1.50%,-7.26%,-,-,-,-,-,-,-,-9.46%,-,-,-,-,-,-,2.38%,-,Upgrade
