,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Apr '23 Apr 1, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Apr '21 Apr 1, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Apr '20 Apr 1, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Cash & Equivalents,346775,237061,485789,485789,658415,415933,362970,362970,466610,1155632,667714,1310889,723251,247980,390067,631411,495634,404793,275597,116409,Upgrade
1,Short-Term Investments,2773580,2146402,1482716,1482716,5186753,6162348,6108245,6108245,6615040,7382937,7645040,7026746,5105331,5155957,5084564,4183041,3798698,2594406,1317368,1004734,Upgrade
2,Cash & Short-Term Investments,3120355,2383462,1968505,1968505,5845167,6578281,6471215,6471215,7081650,8538570,8312754,8337635,5828582,5403937,5474631,4814452,4294332,2999199,1592965,1121143,Upgrade
3,Cash Growth,-46.62%,-63.77%,-69.58%,-69.58%,-17.46%,-22.96%,-22.15%,-22.39%,21.50%,58.01%,51.84%,73.18%,35.73%,80.18%,243.68%,329.42%,225.84%,97.16%,44.43%,142.20%,Upgrade
4,Accounts Receivable,382344,306676,300032,300032,168445,158848,156960,156960,1074596,874580,1513143,852692,684791,741029,702267,1218219,1285466,799176,110320,88793,Upgrade
5,Other Receivables,74479,79798,67979,67979,360463,329501,229730,229730,320857,271887,291159,227948,166166,154758,155580,323134,295948,294874,208407,203637,Upgrade
6,Receivables,456823,386473,368011,368011,528909,488349,386689,386689,1395453,1146467,1804303,1080639,850957,895787,857848,1541352,1581415,1094050,318727,292430,Upgrade
7,Inventory,9375006,9861646,9836739,9836739,6088491,5308791,5058405,5058405,4650193,4289524,2636776,3351694,3312938,2688849,2588394,2029831,2266184,3056920,3679846,2501529,Upgrade
8,Prepaid Expenses,49345,65312,71129,71129,184253,172391,176915,176915,127433,44689,31354,19172,20248,29572,8794,15943,16735,35128,32893,14888,Upgrade
9,Other Current Assets,265279,229960,197132,197132,236397,157586,192801,192801,864296,213706,511361,237243,222332,291366,241526,1409036,174462,87031,280607,316817,Upgrade
10,Total Current Assets,13266808,12926854,12441516,12441516,12883216,12705397,12286026,12286026,14119025,14232955,13296547,13026383,10235057,9309511,9171193,9810614,8333129,7272329,5905037,4246806,Upgrade
11,"Property, Plant & Equipment",309673,308455,305166,305166,118510,128686,130893,130893,61274,67567,66044,62433,63449,74441,73452,61821,63017,27928,29060,1321682,Upgrade
12,Long-Term Investments,30900,-,-,-,20000,45100,4000,4000,125100,-,-,-,65000,-,-,-,431120,2086453,1835585,1812066,Upgrade
13,Goodwill,-,54197,59616,59616,65036,67746,70456,70456,75876,78585,81295,84005,86715,89425,92135,94844,97554,100264,102974,11957,Upgrade
14,Other Intangible Assets,56841,56883,56925,56925,57010,57052,57094,57094,57178,57221,57263,57305,57347,57389,57432,57474,57516,52769,52811,52763,Upgrade
15,Long-Term Deferred Tax Assets,18611,26055,22980,22980,41617,41163,37400,37400,32513,114.03,103.26,92.49,81.72,70.95,60.18,49.41,38.64,60.18,111.15,22.97,Upgrade
16,Other Long-Term Assets,1682124,1718911,1738423,1738423,1565777,1580202,1590552,1590552,1303300,1160153,1166628,1124315,1156554,952217,957509,965277,970407,727793,730821,752519,Upgrade
17,Total Assets,15364957,15091354,14624628,14624628,14751166,14625346,14176420,14176420,15774266,15596594,14667881,14354533,11664204,10483054,10351780,10990080,9952781,10267595,8656399,8197816,Upgrade
18,Accounts Payable,653337,476702,310636,310636,315987,266380,248439,248439,229936,216984,247251,228828,105868,115102,128677,155444,255272,253479,282031,114113,Upgrade
19,Accrued Expenses,113416,101068,103408,103408,64053,68082,62783,62783,19727,36023,52012,48635,29598,31940,58745,37579,36697,5552,31775,45606,Upgrade
20,Short-Term Debt,-,-,33150,33150,78701,26105,43890,43890,441229,828325,255558,109245,78449,-,198825,486483,640440,945481,220600,-,Upgrade
