,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Apr '23 Apr 1, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Apr '21 Apr 1, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Apr '20 Apr 1, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Revenue,1418791,828393,1616740,1616740,252999,317953,749825,749825,359680,233881,1153038,834232,362174,406542,620583,690011,1936689,1172137,766999,743931,Upgrade
1,Revenue Growth (YoY),460.79%,160.54%,115.62%,115.62%,-29.66%,35.95%,-34.97%,-10.12%,-0.69%,-42.47%,85.80%,20.90%,-81.30%,-65.32%,-19.09%,-7.25%,292.08%,404.74%,200.90%,365.76%,Upgrade
2,Cost of Revenue,882321,477204,929490,929490,208423,206518,517027,517027,308390,189409,1004426,648410,181308,274853,395335,507529,1389710,965606,584157,474255,Upgrade
3,Gross Profit,536470,351189,687250,687250,44577,111434,232798,232798,51290,44472,148612,185821,180866,131688,225248,182482,546979,206532,182842,269676,Upgrade
4,"Selling, General & Admin",152128,85053,135300,135300,36330,32046,50700,50700,29627,21641,26224,27741,44920,31971,36939,27370,64704,16870,21602,40801,Upgrade
5,Operating Expenses,152128,85053,135300,135300,36330,32046,50700,50700,29627,21641,26224,27741,44920,31971,36939,27370,64704,16870,21602,40801,Upgrade
6,Operating Income,384342,266137,551950,551950,8247,79388,182098,182098,21664,22831,122388,158080,135946,99717,188309,155113,482275,189661,161240,228875,Upgrade
7,Interest Expense,-,-,-15354,-15354,-3220,-279.01,-40246,-40246,-4128,-2724,-2037,-387.5,-5849,-8053,-12202,-16412,-21443,-14727,-12036,-21569,Upgrade
8,Interest & Investment Income,28992,22487,59656,59656,117609,126823,112222,112222,105504,111096,103350,84793,69700,67472,81583,60508,57790,71394,22949,26534,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4,27078,13254,23770,37944,Upgrade
10,Currency Exchange Gain (Loss),12879,-4717,-1318,-1318,-,-344.88,-269.78,-269.78,-,-3353,-108.67,-,578.56,614.96,75.93,-,-,-19.06,18.71,-,Upgrade
11,Other Non Operating Income (Expenses),-98130,6393,4880,4880,-325.84,5509,2307,2307,-12640,1001,-17134,1284,1468,3948,406.95,4103,299.54,644.87,-5414,-12.32,Upgrade
12,EBT Excluding Unusual Items,328083,290299,599815,599815,122309,211096,256112,256112,110400,128850,206458,243770,201844,163700,258173,203316,546000,260208,190528,271772,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10295,-0,-,Upgrade
14,Gain (Loss) on Sale of Assets,206.02,357.62,394.24,394.24,-,1364,-,-,-,-587.55,-143.03,-,-,545.45,136.36,-,-,-,-,-,Upgrade
15,Pretax Income,328289,290657,600210,600210,122309,212460,256112,256112,110400,128263,206315,243770,201844,164245,258310,203316,546000,270503,190528,271772,Upgrade
16,Income Tax Expense,70181,61517,112070,112070,25470,41530,52492,52492,138074,27659,43949,87105,41937,33876,52045,42026,106146,42550,15735,66084,Upgrade
17,Earnings From Continuing Operations,258108,229139,488139,488139,96839,170930,203620,203620,-27674,100604,162366,156664,159907,130369,206265,161290,439854,227952,174793,205687,Upgrade
18,Minority Interest in Earnings,-38359,-88131,-196824,-196824,-41862,-64131,-84589,-84589,-30280,-34745,-66724,-65469,-33032,-43579,-34590,-41729,-45887,-7312,-147.54,-137.95,Upgrade
19,Net Income,219749,141008,291316,291316,54977,106799,119031,119031,-57954,65859,95642,91196,126875,86790,171675,119561,393967,220640,174646,205549,Upgrade
20,Net Income to Common,219749,141008,291316,291316,54977,106799,119031,119031,-57954,65859,95642,91196,126875,86790,171675,119561,393967,220640,174646,205549,Upgrade
21,Net Income Growth,299.71%,32.03%,144.74%,144.74%,-,62.16%,24.45%,30.52%,-,-24.12%,-44.29%,-23.72%,-67.80%,-60.66%,-1.70%,-41.83%,118.72%,210.49%,110.45%,361.00%,Upgrade
22,Shares Outstanding (Basic),668,668,668,668,668,668,668,668,668,668,551,493,453,445,402,403,401,401,401,401,Upgrade
23,Shares Outstanding (Diluted),668,668,668,668,668,668,668,668,668,668,551,493,453,445,442,403,401,401,442,442,Upgrade
24,Shares Change (YoY),-,-,-,-,-,-,21.25%,35.47%,47.60%,50.29%,24.79%,22.37%,13.00%,10.99%,-,-8.73%,-17.00%,-,7.29%,10.24%,Upgrade
25,EPS (Basic),328.86,211.02,435.96,435.96,82.27,159.83,178.13,178.13,-86.73,98.56,173.55,184.89,280.26,195.20,427.41,296.61,983.42,550.76,435.95,513.09,Upgrade
26,EPS (Diluted),328.86,211.02,435.96,435.96,82.27,159.83,178.13,178.13,-86.73,98.56,173.55,184.89,280.26,195.20,388.72,296.61,983.42,550.76,419.72,465.42,Upgrade
27,EPS Growth,299.71%,32.03%,144.74%,144.74%,-,62.16%,2.64%,-3.66%,-,-49.51%,-55.35%,-37.67%,-71.50%,-64.56%,-7.39%,-36.27%,142.00%,210.49%,108.20%,318.17%,Upgrade
28,Free Cash Flow,804959,350495,-2027083,-2027083,-539190,38772,77144,77144,-5278,-838737,-41210,113643,-288371,-149685,385056,130563,145495,-330833,25602,-139264,Upgrade
29,Free Cash Flow Per Share,1204.64,524.52,-3033.58,-3033.58,-806.91,58.02,115.45,115.45,-7.90,-1255.19,-74.78,230.40,-636.99,-336.66,871.88,323.91,363.18,-825.82,57.97,-315.33,Upgrade
