,Fiscal Quarter,Current,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019,H2 2018,+2 Quarters
,Period Ending,"Mar '24 Mar 27, 2024","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019","Dec '18 Dec 31, 2018",+2 Quarters
0,Market Capitalization,101,645,522,766,472,508,404,3000,3240,3560,3840,Upgrade
1,Market Cap Growth,-15.86%,-15.86%,10.67%,50.82%,16.83%,-83.07%,-87.53%,-15.73%,-15.63%,-11.88%,60.32%,Upgrade
2,Enterprise Value,518,1098,969,1239,852,876,772,3376,3765,4052,4330,Upgrade
3,Last Close Price,0.03,0.20,0.18,0.26,0.24,0.25,0.20,1.50,1.62,1.78,1.92,Upgrade
4,PE Ratio,-,-,2.09,2.42,1.76,-9.62,-,5.19,4.78,25.11,-,Upgrade
5,PS Ratio,0.16,1.18,1.02,1.53,0.90,0.61,0.40,4.95,6.02,11.17,-,Upgrade
6,PB Ratio,0.03,0.16,0.13,0.18,0.12,0.13,0.11,0.82,0.88,1.11,1.25,Upgrade
7,P/TBV Ratio,0.16,0.16,0.13,0.18,0.12,0.13,0.11,0.82,0.88,1.11,1.25,Upgrade
8,P/FCF Ratio,-,-,-,-6.35,-,-,-,439.69,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-6.35,-,-,-,36.66,-367.81,-,-,Upgrade
10,EV/Sales Ratio,0.95,2.02,1.90,2.48,1.63,1.05,0.76,5.57,7.00,12.72,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-165.49,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-90.47,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-3.49,-,-,-10.27,-,-,-,494.87,-,-,-,Upgrade
14,Debt / Equity Ratio,0.11,0.11,0.12,0.12,0.12,0.10,0.13,0.13,0.11,0.17,0.17,Upgrade
15,Debt / FCF Ratio,-,-,-,-4.04,-,-,-,71.09,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-0.22%,-,-,-,-,-,Upgrade
17,Earnings Yield,-44.95%,-7.05%,47.90%,41.28%,56.76%,-10.40%,-52.46%,19.28%,20.92%,3.98%,-,Upgrade
18,FCF Yield,-146.70%,-23.01%,-4.33%,-15.75%,-50.34%,-23.29%,14.41%,0.23%,-2.59%,-0.62%,-,Upgrade
19,Buyback Yield / Dilution,-17.60%,0.09%,-45.32%,-24.50%,-,-,5.83%,-,-,-32.24%,-,Upgrade
20,Total Shareholder Return,-17.60%,0.09%,-45.32%,-24.50%,-,-,5.83%,-,-,-32.24%,-,Upgrade
