,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,1810,1932,2519,1713,455,907,1447,1775,3337,2752,2019,Upgrade
1,Market Cap Growth,12.80%,12.80%,453.39%,88.94%,-68.53%,-48.91%,-56.65%,-35.52%,65.28%,-4.66%,142.55%,Upgrade
2,Enterprise Value,2346,2336,2669,2016,578,1282,1516,2111,3583,3198,2277,Upgrade
3,Last Close Price,2.22,2.37,3.09,2.22,0.59,1.18,1.88,2.30,4.33,3.77,2.85,Upgrade
4,PE Ratio,-,-,-,-,-17.74,-,-,-,-,-22.25,-,Upgrade
5,PS Ratio,5.88,6.37,9.15,6.78,2.10,4.15,6.55,8.73,20.22,16.12,8.72,Upgrade
6,PB Ratio,4.96,41.55,12.23,5.22,2.26,3.74,6.49,6.58,10.95,9.14,6.72,Upgrade
7,P/TBV Ratio,19.10,19.10,6.33,4.22,1.01,2.04,3.49,4.24,8.46,8.46,12.96,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-8.74,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-9.97,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,7.73,7.70,9.70,7.99,2.66,5.87,6.86,10.39,21.71,18.73,9.83,Upgrade
11,EV/FCF Ratio,-,-,-,-,-,-12.36,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,25.41,25.41,4.07,1.25,3.19,2.06,3.05,2.16,2.01,2.22,1.72,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-4.81,-,-,-,-,-,Upgrade
14,Earnings Yield,-14.53%,-13.61%,-7.26%,-1.99%,-5.64%,-6.48%,-2.81%,-8.82%,-2.22%,-4.49%,-12.90%,Upgrade
15,FCF Yield,-,-20.48%,-25.11%,-58.11%,-11.44%,-16.29%,-13.35%,-9.91%,-11.37%,-12.60%,Upgrade,
16,Buyback Yield / Dilution,-4.19%,-5.66%,-2.71%,-0.00%,-0.00%,-,-0.67%,-7.98%,-8.19%,-0.87%,-9.87%,Upgrade
17,Total Shareholder Return,-4.19%,-5.66%,-2.71%,-0.00%,-0.00%,-,-0.67%,-7.98%,-8.19%,-0.87%,-9.87%,Upgrade
