,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,835,653,669,1086,1340,1127,1094,1101,1059,1354,Upgrade
1,Short-Term Investments,7,7,7,6,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,842,660,676,1092,1340,1127,1094,1101,1059,1354,Upgrade
3,Cash Growth,24.56%,-39.56%,-49.55%,-3.11%,22.49%,2.36%,3.31%,-18.69%,-24.79%,9.46%,Upgrade
4,Accounts Receivable,1992,1946,1571,1239,805,1108,939,1341,1044,1045,Upgrade
5,Other Receivables,709,365,829,313,110,714,173,136,129,117,Upgrade
6,Receivables,2832,2448,2404,1715,1085,2001,1289,1654,1335,1332,Upgrade
7,Inventory,805,831,821,833,880,942,942,987,1031,1080,Upgrade
8,Prepaid Expenses,354,279,261,265,445,186,371,347,366,409,Upgrade
9,Other Current Assets,325,698,333,721,744,388,701,710,549,465,Upgrade
10,Total Current Assets,5158,4916,4495,4626,4494,4644,4397,4799,4340,4640,Upgrade
11,"Property, Plant & Equipment",81,77,87,90,94,57,59,68,75,47,Upgrade
12,Long-Term Investments,143,142,186,150,150,152,153,143,141,152,Upgrade
13,Goodwill,18,18,18,18,18,9,9,9,9,7,Upgrade
14,Other Intangible Assets,13,17,20,24,27,1,3,4,5,7,Upgrade
15,Long-Term Accounts Receivable,-,-,-,-,-,-,-,7,13,-,Upgrade
16,Long-Term Deferred Tax Assets,-,-,2,2,10,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,3948,3996,4010,4199,4490,4719,4705,4720,4450,4583,Upgrade
18,Total Assets,9361,9166,8818,9109,9283,9582,9326,9750,9033,9436,Upgrade
19,Accounts Payable,492,772,345,649,133,414,130,396,186,375,Upgrade
20,Accrued Expenses,151,331,166,377,376,394,384,392,379,331,Upgrade
21,Short-Term Debt,-,54,-,55,-,60,-,59,-,59,Upgrade
22,Current Portion of Long-Term Debt,3015,1618,1756,1624,1031,2161,2356,1037,965,2363,Upgrade
23,Current Portion of Leases,34,28,32,31,32,19,23,22,22,10,Upgrade
24,Current Income Taxes Payable,178,167,199,193,216,206,196,180,135,142,Upgrade
25,Current Unearned Revenue,56,43,50,35,47,21,17,41,414,324,Upgrade
26,Other Current Liabilities,2112,1662,1927,1386,1692,1509,1724,1891,1828,1853,Upgrade
27,Total Current Liabilities,6038,4675,4475,4350,3527,4784,4830,4018,3929,5457,Upgrade
28,Long-Term Debt,435,1490,1255,1428,2058,884,731,2036,1951,620,Upgrade
29,Long-Term Leases,24,22,25,26,29,6,3,8,19,6,Upgrade
30,Long-Term Deferred Tax Liabilities,250,253,260,272,303,311,308,321,288,313,Upgrade
31,Total Liabilities,6814,6527,6085,6176,5981,6048,5891,6399,6249,6454,Upgrade
32,Common Stock,373,373,373,373,374,374,374,374,374,374,Upgrade
33,Additional Paid-In Capital,2037,2037,2037,2037,2037,3179,3179,3179,3179,3179,Upgrade
34,Retained Earnings,-348,-260,-184,-105,67,-989,-1050,-1070,-1252,-1122,Upgrade
35,Comprehensive Income & Other,197,221,218,324,521,700,681,649,288,374,Upgrade
36,Total Common Equity,2259,2371,2444,2629,2999,3264,3184,3132,2589,2805,Upgrade
37,Minority Interest,288,268,289,304,303,270,251,219,195,177,Upgrade
38,Shareholders' Equity,2547,2639,2733,2933,3302,3534,3435,3351,2784,2982,Upgrade
39,Total Liabilities & Equity,9361,9166,8818,9109,9283,9582,9326,9750,9033,9436,Upgrade
40,Total Debt,3508,3212,3068,3164,3150,3130,3113,3162,2957,3058,Upgrade
41,Net Cash (Debt),-2666,-2552,-2392,-2072,-1810,-2003,-2019,-2061,-1898,-1704,Upgrade
42,Net Cash Per Share,-7.15,-6.84,-6.41,-5.54,-4.84,-5.36,-5.40,-5.51,-5.07,-4.46,Upgrade
43,Filing Date Shares Outstanding,373.35,373.35,373.45,373.45,374.4,374.4,374.4,374.4,374.4,374.4,Upgrade
44,Total Common Shares Outstanding,373.35,373.35,373.45,373.45,374.4,374.4,374.4,374.4,374.4,374.4,Upgrade
45,Working Capital,-880,241,20,276,967,-140,-433,781,411,-817,Upgrade
46,Book Value Per Share,6.05,6.35,6.54,7.04,8.01,8.72,8.50,8.37,6.92,7.49,Upgrade
47,Tangible Book Value,2228,2336,2406,2587,2954,3254,3172,3119,2575,2791,Upgrade
48,Tangible Book Value Per Share,5.97,6.26,6.44,6.93,7.89,8.69,8.47,8.33,6.88,7.45,Upgrade
49,Machinery,-,166,-,162,-,155,-,152,-,136,Upgrade
50,Order Backlog,35200,-,-,-,-,-,-,-,-,-,Upgrade
