,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,4098,4546,3790,3553,2754,2870,2397,3419,2251,2920,Upgrade
1,Other Revenue,15,14,14,17,14,14,12,10,20,21,Upgrade
2,Revenue,4113,4560,3804,3570,2768,2884,2409,3429,2271,2941,Upgrade
3,Revenue Growth (YoY),8.12%,27.73%,37.43%,23.79%,14.90%,-15.89%,6.08%,16.59%,-14.59%,12.42%,Upgrade
4,Cost of Revenue,3451,3923,3085,2921,2065,2229,1824,2751,1764,2333,Upgrade
5,Gross Profit,662,637,719,649,703,655,585,678,507,608,Upgrade
6,"Selling, General & Admin",478,473,458,417,430,384,378,396,368,373,Upgrade
7,Other Operating Expenses,-,5,-1,8,10,4,-,2,-,-,Upgrade
8,Operating Expenses,508,510,487,455,469,411,401,419,386,389,Upgrade
9,Operating Income,154,127,232,194,234,244,184,259,121,219,Upgrade
10,Interest Expense,-124,-125,-100,-89,-62,-77,-77,-80,-112,-104,Upgrade
11,Interest & Investment Income,-,-,-,-,-,-,-,-,3,1,Upgrade
12,Earnings From Equity Investments,1,3,-1,-1,-1,4,4,8,-1,-6,Upgrade
13,Currency Exchange Gain (Loss),-16,47,-50,-115,-114,42,49,208,-42,-41,Upgrade
14,Other Non Operating Income (Expenses),-3,1,-1,6,-,4,-,-8,3,2,Upgrade
15,EBT Excluding Unusual Items,12,53,80,-5,57,217,160,387,-28,71,Upgrade
16,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,34,Upgrade
17,Gain (Loss) on Sale of Investments,-,-,-,-1,-,-,-,-,-,1,Upgrade
18,Gain (Loss) on Sale of Assets,-,1,-,-,-,-,-,1,-,-,Upgrade
19,Asset Writedown,-26,-87,-61,-100,-21,-67,-68,-102,-51,13,Upgrade
20,Other Unusual Items,-,-,1,11,19,9,2,53,10,-,Upgrade
21,Pretax Income,-14,-33,20,-95,55,159,94,339,-69,119,Upgrade
22,Income Tax Expense,38,15,47,28,54,49,29,104,27,76,Upgrade
23,Earnings From Continuing Operations,-52,-48,-27,-123,1,110,65,235,-96,43,Upgrade
24,Net Income to Company,-52,-48,-27,-123,1,110,65,235,-96,43,Upgrade
25,Minority Interest in Earnings,-36,-28,-52,-49,-61,-54,-45,-53,-34,-47,Upgrade
26,Net Income,-88,-76,-79,-172,-60,56,20,182,-130,-4,Upgrade
27,Net Income to Common,-88,-76,-79,-172,-60,56,20,182,-130,-4,Upgrade
28,Net Income Growth,-,-,-,-,-,-69.23%,-,-,-,-,Upgrade
29,Shares Outstanding (Basic),373,373,373,374,374,374,374,374,374,382,Upgrade
30,Shares Outstanding (Diluted),373,373,373,374,374,374,374,374,374,382,Upgrade
31,Shares Change (YoY),-,-0.27%,-0.27%,-,-,-,-,-2.09%,-2.60%,-7.73%,Upgrade
32,EPS (Basic),-0.24,-0.20,-0.21,-0.46,-0.16,0.15,0.05,0.49,-0.35,-0.01,Upgrade
33,EPS (Diluted),-0.24,-0.21,-0.21,-0.46,-0.16,0.15,0.05,0.49,-0.35,-0.01,Upgrade
34,EPS Growth,-,-,-,-,-,-69.23%,-,-,-,-,Upgrade
35,Free Cash Flow,-17,83,-186,-61,351,199,59,116,10,161,Upgrade
36,Free Cash Flow Per Share,-0.05,0.22,-0.50,-0.16,0.94,0.53,0.16,0.31,0.03,0.42,Upgrade
37,Operating Margin,3.74%,2.79%,6.10%,5.43%,8.45%,8.46%,7.64%,7.55%,5.33%,7.45%,Upgrade
38,Profit Margin,-2.14%,-1.67%,-2.08%,-4.82%,-2.17%,1.94%,0.83%,5.31%,-5.72%,-0.14%,Upgrade
39,Free Cash Flow Margin,-0.41%,1.82%,-4.89%,-1.71%,12.68%,6.90%,2.45%,3.38%,0.44%,5.47%,Upgrade
40,EBITDA,165,138,244,204,246,254,193,268,129,227,Upgrade
41,D&A For EBITDA,11,11,12,10,12,10,9,9,8,8,Upgrade
42,EBIT,154,127,232,194,234,244,184,259,121,219,Upgrade
