,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,931,1271,1074,1020,1288,1253,1396,2004,1503,734,948,Upgrade
1,Market Cap Growth,24.56%,24.56%,-16.67%,-18.57%,-7.69%,-37.50%,-7.14%,173.17%,58.49%,-14.58%,0%,Upgrade
2,Enterprise Value,19317,19247,17866,16216,13304,12722,10832,11634,10940,11006,12019,Upgrade
3,Last Close Price,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.11,0.08,0.04,0.05,Upgrade
4,PE Ratio,231.55,315.08,-,12.15,10.28,5.09,3.97,3.73,4.13,-,5.78,Upgrade
5,PS Ratio,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.05,0.04,0.02,0.03,Upgrade
6,PB Ratio,0.28,0.25,0.21,0.22,0.27,0.26,0.27,0.43,0.36,0.23,0.30,Upgrade
7,P/TBV Ratio,0.46,0.46,0.40,0.38,0.47,0.45,0.50,0.80,0.61,0.38,0.49,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,2.13,0.96,0.53,1.33,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,0.73,0.63,0.39,0.72,Upgrade
10,EV/Sales Ratio,0.32,0.32,0.36,0.41,0.35,0.30,0.25,0.28,0.31,0.37,0.33,Upgrade
11,EV/EBITDA Ratio,10.62,10.80,10.40,11.91,12.28,18.22,10.60,5.22,7.39,9.23,8.40,Upgrade
12,EV/EBIT Ratio,21.60,21.51,21.60,27.95,36.94,19.10,11.33,11.27,16.50,25.10,18.08,Upgrade
13,EV/FCF Ratio,-13.42,-,-,-,-,-,-,12.37,6.97,7.89,16.80,Upgrade
14,Debt / Equity Ratio,3.41,3.41,3.35,3.53,3.06,2.48,2.26,2.26,2.36,3.76,3.71,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,11.16,6.21,8.46,16.64,Upgrade
16,Return on Capital Employed (ROCE),6.26%,6.26%,5.61%,4.33%,2.83%,5.59%,7.71%,9.67%,6.55%,4.67%,6.95%,Upgrade
17,Earnings Yield,0.43%,0.32%,-5.78%,8.23%,9.73%,19.64%,25.19%,26.82%,24.21%,19.72%,17.30%,Upgrade
18,FCF Yield,-154.72%,-113.31%,-236.15%,-494.91%,-327.91%,-191.22%,-83.20%,46.94%,104.38%,190.11%,75.41%,Upgrade
