,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Nov '24 Nov 27, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,148,279,154,96,85,62,133,211,217,234,382,Upgrade
1,Market Cap Growth,142.40%,189.75%,80.53%,54.34%,-36.04%,-70.35%,-38.58%,-10.13%,-43.26%,-1.12%,-32.90%,Upgrade
2,Enterprise Value,52,229,105,42,29,18,80,136,181,166,336,Upgrade
3,Last Close Price,0.11,0.25,0.17,0.13,0.11,0.09,0.20,0.34,0.36,0.40,0.66,Upgrade
4,PS Ratio,0.56,-,2.10,-,0.63,-,1.19,-,1.53,4.28,4.85,Upgrade
5,PB Ratio,0.99,5.34,4.81,3.76,2.35,1.44,1.80,3.00,4.05,3.80,3.31,Upgrade
6,P/TBV Ratio,2.25,2.25,1.46,0.97,0.78,0.53,0.99,1.55,1.82,1.90,2.39,Upgrade
7,EV/Sales Ratio,0.28,-,1.44,-,0.22,-,0.72,-,1.28,3.03,4.26,Upgrade
8,EV/FCF Ratio,-1.81,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Debt / Equity Ratio,0.09,0.09,0.95,1.09,0.80,0.69,0.39,0.41,0.10,0.71,0.06,Upgrade
10,Earnings Yield,-21.65%,-,-2.93%,-,-12.47%,-,-15.87%,-,-29.62%,-32.83%,-35.89%,Upgrade
11,FCF Yield,-19.55%,-,-4.05%,-,-9.04%,-,-6.44%,-,-9.16%,-9.83%,-6.82%,Upgrade
12,Buyback Yield / Dilution,-34.85%,-,-17.11%,-,-11.33%,-,-7.53%,-,-2.77%,-93.53%,-5.84%,Upgrade
13,Total Shareholder Return,-34.85%,-,-17.11%,-,-11.33%,-,-7.53%,-,-2.77%,-93.53%,-5.84%,Upgrade
