,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4890,4683,4838,5689,5729,5729,6907,5947,4384,4074,4861,5953,7103,8964,8993,6424,6551,6947,5057,5930,6574,Upgrade
1,Market Cap Growth,-18.25%,-18.25%,-29.95%,-4.35%,30.67%,40.62%,42.08%,-0.10%,-38.27%,-54.55%,-45.94%,-7.33%,8.42%,29.03%,77.84%,8.33%,-0.35%,8.04%,-28.57%,-27.73%,-13.66%,Upgrade
2,Enterprise Value,3718,3580,3457,4513,4554,4606,6007,5467,3904,3807,4358,5671,6820,8654,8217,5753,5879,6308,4145,5272,5915,Upgrade
3,Last Close Price,8.51,8.15,8.42,9.60,9.66,9.66,11.65,9.94,7.33,6.81,8.13,9.37,11.18,14.11,14.15,9.68,9.87,10.47,7.62,8.33,9.24,Upgrade
4,PE Ratio,21.34,20.36,-,28.13,29.96,48.37,-,96.83,-47.02,-,-,-,36.50,-,31.46,15.87,17.76,26.22,20.17,36.47,-,Upgrade
5,Forward PE,23.97,16.63,15.22,17.92,21.33,17.70,21.09,29.57,31.14,11.97,14.84,16.31,18.98,18.98,18.98,20.80,24.00,29.31,25.14,10.09,11.19,Upgrade
6,PS Ratio,1.54,1.47,1.50,1.77,1.88,2.04,2.53,2.26,1.67,1.44,1.65,1.98,2.33,2.91,3.05,2.21,2.45,2.68,1.93,2.25,2.30,Upgrade
7,PB Ratio,1.26,1.22,1.28,1.42,1.47,1.51,1.82,1.56,1.18,-,1.30,1.50,1.75,2.28,2.25,1.50,1.56,1.68,1.23,1.37,1.54,Upgrade
8,P/TBV Ratio,1.24,1.24,1.31,1.46,1.51,1.55,1.86,1.60,1.21,-,1.36,1.56,1.82,2.37,2.34,1.56,1.63,1.75,1.29,1.43,1.61,Upgrade
9,P/FCF Ratio,21.46,-,-,11.89,10.43,13.46,15.47,18.23,20.46,20.00,-,-589.11,94.40,-,-,33.02,39.76,35.51,-,44.28,55.01,Upgrade
10,P/OCF Ratio,17.06,-,-,10.99,9.83,12.34,13.94,15.41,16.25,14.31,-,54.24,35.41,-,-,21.70,25.29,22.69,-,22.51,25.50,Upgrade
11,PEG Ratio,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,Upgrade
