,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4546,6792,6954,9507,8695,11413,12119,10801,9531,9895,11496,Upgrade
1,Market Cap Growth,-28.56%,-28.56%,-20.03%,-16.70%,-28.25%,5.66%,27.16%,9.16%,-17.09%,-18.19%,18.57%,Upgrade
2,Enterprise Value,24385,29519,28993,32704,31603,26374,25628,22298,25421,25851,29974,Upgrade
3,Last Close Price,3.48,5.07,5.19,6.79,5.82,7.39,7.41,6.45,5.37,4.42,4.83,Upgrade
4,PE Ratio,17.08,25.52,20.62,7.62,7.16,6.55,5.49,17.44,-,17.20,-,Upgrade
5,Forward PE,-,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,Upgrade
6,PS Ratio,1.26,1.88,2.36,1.85,1.90,6.42,5.91,10.85,-,2.88,-,Upgrade
7,PB Ratio,0.26,0.38,0.39,0.53,0.47,0.63,0.64,0.61,0.54,0.32,0.37,Upgrade
8,P/TBV Ratio,0.38,0.38,0.39,0.54,0.47,0.63,0.64,0.62,0.55,0.37,0.42,Upgrade
9,P/FCF Ratio,2.99,3.29,3.49,3.01,-1.58,-,-,-,-,15.66,-,Upgrade
10,P/OCF Ratio,4.46,3.29,3.49,3.01,-1.58,-,-,-,-,15.66,-,Upgrade
11,EV/Sales Ratio,6.76,8.18,9.85,6.37,6.90,14.83,12.50,22.40,-,7.52,-,Upgrade
12,EV/EBITDA Ratio,26.29,32.88,33.30,17.02,18.68,44.95,30.05,48.01,-,23.02,-,Upgrade
13,EV/EBIT Ratio,26.87,33.31,33.76,17.14,18.82,46.69,30.87,49.23,-,23.34,-,Upgrade
14,EV/FCF Ratio,16.03,14.32,14.56,10.37,-5.76,-,-,-,-,40.92,-,Upgrade
15,Debt / Equity Ratio,1.15,1.15,1.34,1.27,1.29,1.35,0.84,0.90,0.72,0.44,0.48,Upgrade
16,Debt / FCF Ratio,13.46,9.93,11.92,7.20,-4.37,-,-,-,-,21.78,-,Upgrade
17,Return on Capital Employed (ROCE),2.46%,2.46%,2.24%,9.11%,5.88%,1.87%,2.48%,1.61%,-,2.59%,-,Upgrade
18,Earnings Yield,5.86%,3.92%,4.85%,13.12%,13.97%,15.26%,18.23%,5.73%,-,5.81%,-,Upgrade
19,FCF Yield,33.47%,30.35%,28.63%,33.17%,-63.13%,-77.30%,-17.52%,-8.69%,-,6.38%,-,Upgrade
20,Dividend Yield,17.63%,12.11%,14.41%,11.01%,12.85%,10.12%,9.97%,3.49%,-,4.89%,-,Upgrade
21,Total Shareholder Return,17.63%,12.11%,14.41%,11.01%,12.85%,10.12%,9.97%,3.49%,-,4.89%,-,Upgrade
