,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4051,3118,2585,2802,3503,3580,3692,3720,3629,3692,4063,4602,4553,3664,4409,3400,3499,3583,3274,3134,3653,Upgrade
1,Market Cap Growth,-12.91%,-12.91%,-29.97%,-24.67%,-3.47%,-3.04%,-9.14%,-19.18%,-20.31%,0.76%,-7.85%,35.37%,30.15%,2.26%,34.66%,8.48%,-4.22%,-4.49%,9.11%,-12.52%,33.15%,Upgrade
2,Enterprise Value,3839,3045,2143,2402,3102,3053,2552,2345,2254,1981,1841,1883,1834,1095,2136,849,675,1092,505,291,810,Upgrade
3,Last Close Price,5.86,4.51,3.74,3.94,4.93,5.04,5.20,5.14,5.01,5.10,5.61,6.18,6.11,4.92,5.91,4.43,4.55,4.66,4.26,3.95,4.60,Upgrade
4,PE Ratio,117.80,90.11,37.34,18.85,-,19.04,14.77,11.48,-,8.62,10.15,11.06,9.39,5.25,6.29,6.56,7.22,9.22,7.86,6.99,7.16,Upgrade
5,Forward PE,-,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,Upgrade
6,PS Ratio,1.43,1.24,0.98,0.83,0.79,0.64,0.61,0.64,0.77,0.87,1.40,1.39,1.34,0.92,1.10,1.38,1.53,2.22,2.02,1.77,1.90,Upgrade
7,PB Ratio,1.06,0.81,0.67,0.73,0.92,0.92,0.96,0.98,0.98,0.98,1.11,1.29,1.27,1.06,1.30,1.04,1.11,1.25,1.17,1.10,1.32,Upgrade
8,P/TBV Ratio,0.82,0.82,0.68,0.74,0.92,0.93,0.96,0.99,0.98,0.98,1.11,1.30,1.28,1.06,1.30,1.04,1.11,1.25,1.18,1.10,1.32,Upgrade
9,P/FCF Ratio,-,-30.79,-,-,-6.82,-,-,-,-,-,-,-,-,48.21,23.44,-,-,118.01,-,2.47,-,Upgrade
10,P/OCF Ratio,25.67,25.67,-,-,-11.92,-,-,-,-,-,-,-,-,33.46,21.44,-,-,105.19,-,2.46,-,Upgrade
11,EV/Sales Ratio,1.34,1.21,0.81,0.71,0.70,0.55,0.42,0.40,0.48,0.47,0.63,0.57,0.54,0.28,0.53,0.34,0.30,0.68,0.31,0.16,0.42,Upgrade
12,EV/EBITDA Ratio,15.60,12.36,10.06,8.31,9.55,6.24,4.74,3.67,3.64,3.91,3.96,4.02,3.29,1.18,2.19,1.12,0.95,2.41,1.24,0.68,1.60,Upgrade
13,EV/EBIT Ratio,16.11,12.75,10.38,8.39,9.60,6.25,4.75,3.67,3.65,3.92,3.97,4.03,3.30,1.18,2.19,1.12,0.95,2.41,1.25,0.69,1.63,Upgrade
14,EV/FCF Ratio,-37.92,-30.08,-,-,-6.04,-,-,-,-,-,-,-,-,14.40,11.35,-,-,35.96,-,0.23,-,Upgrade
15,Debt / Equity Ratio,0.06,0.06,0.11,0.03,0.03,0.04,0.02,0.00,0.00,0.01,0.00,0.02,0.01,-,-,-,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,0.93,0.57,1.32,0.59,1.14,0.58,0.11,0.04,0.00,0.05,0.00,0.33,0.15,-,-,-,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,-,-2.26,-,-,-0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
