,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1169,753.13,494.62,95.42,1293,1501,1523,1266,1746,1276,441.92,763.97,422.63,1682,533.13,1331,463.05,132.05,352.59,660.73,Upgrade
1,Other Revenue,-1.74,1.74,-,5.93,-2.28,2.28,-,4.34,-2.01,2.01,-,-,-5.61,5.61,-,2.86,-1.15,1.15,-,3.8,Upgrade
2,Revenue,1167,754.88,494.62,101.35,1291,1503,1523,1271,1744,1278,441.92,763.97,417.03,1688,533.13,1334,461.9,133.2,352.59,664.54,Upgrade
3,Revenue Growth (YoY),-9.59%,-49.77%,-67.52%,-92.02%,-25.98%,17.61%,244.56%,66.34%,318.28%,-24.29%,-17.11%,-42.71%,-9.71%,1167.01%,51.21%,100.68%,-2.29%,-52.26%,-30.12%,-19.85%,Upgrade
4,Cost of Revenue,1006,631.08,416.62,121.48,1198,1296,1404,1080,1551,902.92,330.26,582.12,320.3,1345,283,602.25,291.27,65.17,206.37,364.85,Upgrade
5,Gross Profit,161.54,123.8,78,-20.13,93.36,207.29,118.2,190.89,193.01,374.86,111.66,181.84,96.73,343.16,250.13,731.36,170.63,68.03,146.21,299.69,Upgrade
6,"Selling, General & Admin",34.74,30.64,35.89,49.21,20.68,25.64,21.75,34.12,30.87,37.02,22.42,34.03,16.45,22.08,25.87,39.96,31.48,19.48,20.98,44.07,Upgrade
7,Other Operating Expenses,24.73,11.91,4.12,-88.7,7.87,18.57,18.51,-29.96,43.8,79.6,30.96,74.25,14.88,50.78,78.04,230.82,18.41,4.11,27.99,65.22,Upgrade
8,Operating Expenses,62.18,45.63,37.08,-40.62,26.39,49.27,40.53,4.82,77.35,115.68,54.24,108.26,23.7,79.88,104.16,285.67,49.48,23.63,49.57,109.5,Upgrade
