,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,88.8,97.66,101.92,140.59,135.08,131.11,136.32,234.82,231.32,150.36,165.75,146.9,233.55,239.99,201.59,328.79,260.7,240.13,149.45,278.7,Upgrade
1,Other Revenue,-3.06,3.06,-,-,-5.86,5.86,-,-,-5.44,5.44,-,34.54,-27.26,27.26,-,14.96,-7.02,7.02,-,9.08,Upgrade
2,Revenue,85.74,100.72,101.92,140.59,129.23,136.97,136.32,234.82,225.87,155.8,165.75,181.45,206.28,267.25,201.59,343.75,253.67,247.16,149.45,287.78,Upgrade
3,Revenue Growth (YoY),-33.65%,-26.46%,-25.23%,-40.13%,-42.79%,-12.09%,-17.76%,29.41%,9.50%,-41.70%,-17.78%,-47.22%,-18.68%,8.13%,34.89%,19.45%,23.47%,22.55%,-12.87%,41.28%,Upgrade
4,Cost of Revenue,67.4,100.57,90.12,109.6,98.45,148.14,141.38,224.43,181.21,177.55,146.06,246.54,173.68,214.49,142.9,259.86,159.93,188.69,117.55,251.64,Upgrade
5,Gross Profit,18.33,0.16,11.8,30.99,30.78,-11.17,-5.06,10.38,44.67,-21.74,19.69,-65.1,32.6,52.77,58.69,83.88,93.74,58.47,31.9,36.14,Upgrade
6,"Selling, General & Admin",18.69,14.27,15.93,40.95,28.22,20.01,19.95,48.88,24.26,18.3,24.36,50.25,35.87,25.19,23.97,30.83,45.41,33.85,26.86,63.24,Upgrade
7,Research & Development,3.74,3.64,2.42,0.25,4.07,2.7,2.41,5.99,8.95,6.5,5.06,11.46,5.76,6.54,6.11,7.08,5.93,5.7,3.14,5.73,Upgrade
8,Other Operating Expenses,1.86,2.7,2.58,2.92,1.86,2.83,2.48,4.52,1.64,1.01,2.46,6.99,-1.09,2.01,3.07,13.75,0.6,0.09,-0.31,8.2,Upgrade
9,Operating Expenses,27.03,21.47,23.02,34.19,39.2,30.67,24.61,37.59,51.31,30.51,32.53,104.45,45.43,62.77,34.54,97.14,52.55,46.17,31.28,78.95,Upgrade
10,Operating Income,-8.7,-21.32,-11.22,-3.2,-8.42,-41.84,-29.67,-27.2,-6.64,-52.25,-12.84,-169.55,-12.83,-10.01,24.15,-13.25,41.19,12.29,0.62,-42.82,Upgrade
