,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,35.35,16.88,25.01,23.5,22.26,26.82,19.32,28.95,36.74,71.15
1,Trading Asset Securities,-,-,-,0.79,-,-,-,-,-,-
2,Cash & Short-Term Investments,35.35,16.88,25.01,24.29,22.26,26.82,19.32,28.95,36.74,71.15
3,Cash Growth,41.35%,-30.52%,12.38%,-9.41%,15.18%,-7.36%,-47.41%,-59.31%,-25.85%,17.71%
4,Accounts Receivable,1.67,1.71,1.66,1.6,1.79,2.3,4.84,5.46,3.79,3.84
5,Other Receivables,-,0.11,0.11,0.01,0.04,0.05,10.31,9.31,0.79,1.29
6,Receivables,1.67,1.82,3.17,3.09,5.47,6.06,25.16,30.79,4.58,5.13
7,Inventory,7.29,9.79,9.15,9.41,12.44,13.89,11.27,12.38,10.63,13.97
8,Other Current Assets,8.61,9.8,12.41,13.75,11.09,14.33,12.02,13.43,21.18,27.97
9,Total Current Assets,52.93,38.28,49.75,50.54,51.25,61.1,67.77,85.54,73.13,118.22
10,"Property, Plant & Equipment",46.98,59.22,65.77,81.64,101.11,124.36,172.74,194.87,209.36,238.24
11,Goodwill,-,-,-,-,-,-,16.45,16.33,-,-
12,Other Intangible Assets,-,-,-,-,-,-,13.36,14.19,-,-
13,Long-Term Deferred Tax Assets,3.5,3.58,2.64,3.24,-,0.32,0.28,0.85,0.65,1.14
14,Other Long-Term Assets,8.18,6.92,6.61,6.5,12.46,15.02,16.41,18.92,36.53,17.06
15,Total Assets,111.59,108.01,124.77,141.92,164.82,200.8,287.01,330.7,319.67,374.67
16,Accounts Payable,10.37,10.44,9.2,11.64,15.47,16.65,14.03,19.42,13.18,16.35
17,Accrued Expenses,1.37,36.81,55.36,34.8,38.3,27.13,30.47,20.75,22.95,18.87
18,Short-Term Debt,-,-,19.19,20.78,22.31,24.72,22.43,22.41,-,7.44
19,Current Portion of Leases,22.04,21.96,28.28,26.03,45.53,38.17,39.24,40.43,71.03,67.27
20,Current Income Taxes Payable,-,-,-,-,0.03,0.03,-,-,-,0.54
21,Current Unearned Revenue,14.41,18.39,14.83,16.9,17.71,23.45,19.62,21.82,15.11,16.59
22,Other Current Liabilities,64.35,23.04,2.09,20.17,2.05,8.26,1.31,10.13,1.31,8.47
23,Total Current Liabilities,112.53,110.63,128.95,130.32,141.4,138.4,127.09,134.96,123.58,135.53
24,Long-Term Leases,39.82,52.02,61.83,74.79,83.49,103,118.92,128.21,123.54,141.6
25,Long-Term Deferred Tax Liabilities,-,-,-,-,0.54,-,2.69,2.9,-,-
26,Other Long-Term Liabilities,3.02,3.08,3.36,3.48,3.79,3.83,4.39,4.57,4.66,4.74
27,Total Liabilities,155.38,165.74,194.14,208.59,229.21,245.23,253.09,270.65,251.78,281.87
28,Common Stock,13,11.05,11.05,11.05,10,10,10,10,10,10
29,Additional Paid-In Capital,144.05,118.9,118.9,118.9,98.88,98.88,98.88,98.88,98.88,98.88
30,Retained Earnings,-196.41,-182.52,-236.92,-190.42,-212.24,-191.47,-119.2,-93.81,-77.63,-53.99
31,Comprehensive Income & Other,0.4,-0.22,42.44,-1.13,42.82,41.83,41.67,40.87,36.64,37.91
32,Total Common Equity,-38.96,-52.79,-64.53,-61.6,-60.53,-40.76,31.35,55.95,67.89,92.8
33,Minority Interest,-4.83,-4.94,-4.84,-5.06,-3.85,-3.68,2.57,4.11,-,-
34,Shareholders' Equity,-43.79,-57.73,-69.37,-66.66,-64.39,-44.44,33.92,60.05,67.89,92.8
35,Total Liabilities & Equity,111.59,108.01,124.77,141.92,164.82,200.8,287.01,330.7,319.67,374.67
36,Total Debt,61.87,73.99,109.3,121.6,151.33,165.89,180.59,191.05,194.57,216.31
37,Net Cash (Debt),-26.51,-57.11,-84.29,-97.31,-129.07,-139.07,-161.26,-162.1,-157.82,-145.16
38,Net Cash Per Share,-0.02,-0.05,-0.08,-0.10,-0.13,-0.14,-0.16,-0.16,-0.16,-0.18
39,Filing Date Shares Outstanding,1300,1105,1105,1105,1000,1000,1000,1000,1000,1000
40,Total Common Shares Outstanding,1300,1105,1105,1105,1000,1000,1000,1000,1000,1000
41,Working Capital,-59.6,-72.35,-79.21,-79.78,-90.14,-77.31,-59.33,-49.42,-50.45,-17.31
42,Book Value Per Share,-0.03,-0.05,-0.06,-0.06,-0.06,-0.04,0.03,0.06,0.07,0.09
43,Tangible Book Value,-38.96,-52.79,-64.53,-61.6,-60.53,-40.76,1.54,25.43,67.89,92.8
44,Tangible Book Value Per Share,-0.03,-0.05,-0.06,-0.06,-0.06,-0.04,0.00,0.03,0.07,0.09
45,Machinery,-,22.6,-,28.85,-,37.34,-,38.86,-,32.46
46,Construction In Progress,-,-,-,-,-,-,-,4.21,-,-
47,Leasehold Improvements,-,70.97,-,70.23,-,98.02,-,100,-,112.83
