,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,569.88,625.94,591.09,735.18,656.58,611.22,638.71,577.23,717.81,506.98,Upgrade
1,Short-Term Investments,-,94.95,-,75.71,-,86.38,-,140.25,-,72.47,Upgrade
2,Trading Asset Securities,79.36,58.61,55.52,52.06,50.86,46.84,43.19,39.19,38.48,41.35,Upgrade
3,Cash & Short-Term Investments,649.24,779.5,646.61,862.95,707.44,744.44,681.9,756.66,756.28,620.8,Upgrade
4,Cash Growth,0.41%,-9.67%,-8.60%,15.92%,3.75%,-1.61%,-9.84%,21.88%,22.61%,-12.31%,Upgrade
5,Accounts Receivable,586.88,625.05,661.93,661.14,683.4,723.96,781.44,781.44,836.91,528.38,Upgrade
6,Other Receivables,0.84,0.56,1.27,2.19,30.37,1.05,0.3,0.37,0.09,2,Upgrade
7,Receivables,587.71,625.61,663.2,663.32,713.77,725.01,781.74,781.82,837,652.44,Upgrade
8,Inventory,313.36,269.28,320.07,337.85,353.71,406.39,436.85,417.84,438.79,345.51,Upgrade
9,Prepaid Expenses,153.35,33.14,137.04,71.05,137.51,69.3,166.73,58.89,165.85,49.98,Upgrade
10,Other Current Assets,-,12.44,-,-,1.33,-,42,0.83,-,-,Upgrade
11,Total Current Assets,1704,1720,1767,1935,1914,1945,2109,2016,2198,1669,Upgrade
12,"Property, Plant & Equipment",714.52,740.91,767.09,823.67,822.74,915.07,972.23,1027,1108,937.97,Upgrade
13,Long-Term Investments,249.59,224.48,221.9,219.19,216.21,222.39,223.03,224.11,216.52,188.45,Upgrade
14,Goodwill,105.12,101.74,102.25,111.65,105.07,119.85,125.71,125.4,130.91,42.86,Upgrade
15,Other Intangible Assets,42.94,42.98,45.52,53.56,51.15,63.09,71.38,74.29,68.33,0.32,Upgrade
16,Long-Term Deferred Tax Assets,10.57,9.41,8.88,8.77,19.89,20.94,19.53,20.84,27.49,8,Upgrade
17,Other Long-Term Assets,116.16,88.66,95.58,92.07,62.47,65.76,70.31,73.58,72.73,47.46,Upgrade
18,Total Assets,2943,2928,3008,3244,3191,3352,3591,3561,3822,2894,Upgrade
19,Accounts Payable,244.78,266.16,286.78,312.37,301.61,371.86,384.76,394.46,394.53,178.22,Upgrade
20,Accrued Expenses,-,-,-,-,-,-,-,109.53,-,90.51,Upgrade
21,Short-Term Debt,-,43.39,-,68.87,-,67.11,-,75.51,-,81.9,Upgrade
22,Current Portion of Long-Term Debt,942.29,815.45,900.93,1027,1040,856.67,1070,887.54,1046,617.53,Upgrade
23,Current Portion of Leases,111.07,114.66,112.89,107.78,108.69,113.41,121.62,123.65,121.18,133.07,Upgrade
24,Current Income Taxes Payable,20.58,15.56,21.43,17.81,29.43,13.88,28.47,21.91,16.2,7.54,Upgrade
25,Current Unearned Revenue,-,2.12,-,2.09,-,2.4,-,3.16,-,4.13,Upgrade
26,Other Current Liabilities,215.07,221.47,218.91,215.87,204.71,208.76,190.52,92.65,193.4,57.54,Upgrade
27,Total Current Liabilities,1534,1479,1541,1752,1684,1634,1795,1708,1772,1170,Upgrade
28,Long-Term Debt,33.11,40.38,52.81,-,-,126.48,155.82,194.38,350.42,60,Upgrade
29,Long-Term Leases,102.44,140.46,140.05,155.84,164.26,164.8,188.54,217.96,286.4,302.06,Upgrade
30,Long-Term Deferred Tax Liabilities,10.49,10.86,19.45,21.85,38.23,45.6,50.54,50.49,46.54,16.08,Upgrade
31,Other Long-Term Liabilities,2.23,2.13,2.19,2.68,2.68,3.49,4.14,4.52,5.15,-,Upgrade
32,Total Liabilities,1689,1678,1762,1939,1896,1982,2201,2183,2467,1549,Upgrade
33,Common Stock,38.42,38.42,38.42,38.42,38.43,38.43,38.43,38.43,38.43,38.43,Upgrade
34,Additional Paid-In Capital,199.21,199.21,199.21,199.21,199.3,199.3,199.3,199.3,199.3,199.3,Upgrade
35,Retained Earnings,1020,1025,1032,1027,1056,1023,1072,1081,1093,1089,Upgrade
36,Comprehensive Income & Other,-27.07,-39.01,-48.24,10.77,-27.58,81.97,72.28,58.3,15.26,-19.44,Upgrade
37,Total Common Equity,1231,1224,1222,1275,1266,1342,1382,1377,1346,1307,Upgrade
38,Minority Interest,22.82,26.13,25.11,29.67,29.46,28.41,8.46,0.46,9.69,37.87,Upgrade
39,Shareholders' Equity,1254,1250,1247,1305,1296,1371,1390,1378,1355,1345,Upgrade
40,Total Liabilities & Equity,2943,2928,3008,3244,3191,3352,3591,3561,3822,2894,Upgrade
41,Total Debt,1189,1154,1207,1360,1313,1328,1536,1499,1804,1195,Upgrade
42,Net Cash (Debt),-539.68,-374.84,-560.06,-496.84,-605.47,-584.04,-854,-742.39,-1048,-573.76,Upgrade
43,Net Cash Per Share,-1.40,-0.98,-1.46,-1.29,-1.58,-1.52,-2.22,-1.93,-2.73,-1.49,Upgrade
44,Filing Date Shares Outstanding,384.19,384.22,384.22,384.22,384.26,384.26,384.26,384.26,384.26,384.26,Upgrade
45,Total Common Shares Outstanding,384.19,384.22,384.22,384.22,384.26,384.26,384.26,384.26,384.26,384.26,Upgrade
46,Working Capital,169.87,241.16,225.99,183.08,229.35,311.05,313.93,307.62,426.4,498.29,Upgrade
47,Book Value Per Share,3.20,3.18,3.18,3.32,3.30,3.49,3.60,3.58,3.50,3.40,Upgrade
48,Tangible Book Value,1083,1079,1074,1110,1110,1159,1185,1178,1146,1264,Upgrade
49,Tangible Book Value Per Share,2.82,2.81,2.79,2.89,2.89,3.02,3.08,3.06,2.98,3.29,Upgrade
50,Land,-,436.47,-,488.59,-,519.39,-,494.76,-,283.75,Upgrade
51,Machinery,-,510.91,-,542.51,-,568.49,-,547.99,-,418.67,Upgrade
52,Construction In Progress,-,-,-,-,-,1.75,-,12.98,-,-,Upgrade
53,Leasehold Improvements,-,346.46,-,321.88,-,328.32,-,297.81,-,266.67,Upgrade
