,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,1716,1943,1955,2038,2113,2376,2354,2395,2185,1422,Upgrade
1,Revenue Growth (YoY),-12.21%,-4.65%,-7.47%,-14.22%,-10.25%,-0.78%,7.72%,68.36%,45.13%,-7.65%,Upgrade
2,Cost of Revenue,1303,1491,1495,1636,1635,1926,1867,2038,1695,1020,Upgrade
3,Gross Profit,413.5,452.39,459.8,402.05,477.27,450.39,487.17,356.65,489.73,402.66,Upgrade
4,"Selling, General & Admin",369.15,404.02,402.84,372.99,453.67,435.38,448.13,358.4,444.04,424.83,Upgrade
5,Other Operating Expenses,6,5.95,7.29,10.83,5.9,9.64,5.42,3.22,4.43,15.13,Upgrade
6,Operating Expenses,375.15,409.97,410.14,383.82,459.57,445.02,453.55,361.62,448.47,439.96,Upgrade
7,Operating Income,38.35,42.41,49.67,18.23,17.69,5.37,33.61,-4.97,41.26,-37.3,Upgrade
8,Interest Expense,-26.34,-26.16,-22.48,-16.28,-11.29,-11.39,-12.43,-14.48,-14.52,-17.58,Upgrade
9,Interest & Investment Income,3.95,2.84,6.3,5.99,3.13,0.47,3.03,6.46,3.35,3.8,Upgrade
10,Earnings From Equity Investments,3.23,5.2,5.11,3.66,3.1,-3.1,-0.55,5.1,6.57,4.98,Upgrade
11,Other Non Operating Income (Expenses),4.3,5.85,4.84,4.42,16.86,1.57,11.2,0.97,12.46,9.52,Upgrade
12,EBT Excluding Unusual Items,23.47,30.14,43.44,16.02,29.5,-7.08,34.87,-6.93,49.12,-36.57,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-0.19,-,-29.62,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,6.73,-16.22,-4.65,-8.85,-2.18,1,-1.43,-1.3,-5.79,2.29,Upgrade
15,Gain (Loss) on Sale of Assets,-0.52,-1.44,-0.76,-0.78,-1.59,-1.88,-0.9,-3.52,-0.3,-0.48,Upgrade
16,Asset Writedown,-,-3.57,-,-2.23,-,-0.32,-1.5,-8.15,-0.15,-6.85,Upgrade
17,Other Unusual Items,-,-,-,-20.78,20.86,17.69,4.99,62.77,-,-,Upgrade
18,Pretax Income,29.68,8.91,38.03,-16.62,46.59,9.21,36.02,13.26,42.88,-41.62,Upgrade
19,Income Tax Expense,11.41,3.62,10.02,0.69,-14.08,12.83,12.58,12.79,11.7,0.22,Upgrade
20,Earnings From Continuing Operations,18.27,5.29,28.01,-17.32,60.67,-3.62,23.44,0.47,31.18,-41.84,Upgrade
21,Minority Interest in Earnings,2.19,-0.9,2.26,-0.33,-2.29,0.88,-8.06,-0.36,-1.16,3.14,Upgrade
22,Net Income,20.46,4.39,30.27,-17.65,58.38,-2.74,15.38,0.11,30.02,-38.69,Upgrade
23,Net Income to Common,20.46,4.39,30.27,-17.65,58.38,-2.74,15.38,0.11,30.02,-38.69,Upgrade
24,Net Income Growth,-32.40%,-,-48.15%,-,279.69%,-,-48.77%,-,58.94%,-,Upgrade
25,Shares Outstanding (Basic),384,384,384,384,384,384,384,384,384,384,Upgrade
26,Shares Outstanding (Diluted),384,384,384,384,384,384,384,384,384,384,Upgrade
27,Shares Change (YoY),-0.00%,-0.01%,-0.01%,-0.00%,-,-,-,-,-,-,Upgrade
28,EPS (Basic),0.05,0.01,0.08,-0.05,0.15,-0.01,0.04,0.00,0.08,-0.10,Upgrade
29,EPS (Diluted),0.05,0.01,0.08,-0.05,0.15,-0.01,0.04,0.00,0.08,-0.10,Upgrade
30,EPS Growth,-32.40%,-,-48.15%,-,279.69%,-,-48.77%,-,58.94%,-,Upgrade
31,Free Cash Flow,5,198.06,85.26,124.54,128.49,178.78,87.17,16.32,104.01,98.41,Upgrade
32,Free Cash Flow Per Share,0.01,0.52,0.22,0.32,0.33,0.47,0.23,0.04,0.27,0.26,Upgrade
33,Dividend Per Share,0.030,0.065,0.030,0.065,0.030,0.065,0.030,0.065,0.030,0.065,Upgrade
34,Operating Margin,2.23%,2.18%,2.54%,0.89%,0.84%,0.23%,1.43%,-0.21%,1.89%,-2.62%,Upgrade
35,Profit Margin,1.19%,0.23%,1.55%,-0.87%,2.76%,-0.12%,0.65%,0.00%,1.37%,-2.72%,Upgrade
36,Free Cash Flow Margin,0.29%,10.19%,4.36%,6.11%,6.08%,7.52%,3.70%,0.68%,4.76%,6.92%,Upgrade
37,EBITDA,74.59,83.29,88.37,57.74,58.33,50.49,75.28,41.43,77.96,-6.87,Upgrade
38,D&A For EBITDA,36.24,40.88,38.7,39.51,40.63,45.11,41.66,46.4,36.7,30.42,Upgrade
39,EBIT,38.35,42.41,49.67,18.23,17.69,5.37,33.61,-4.97,41.26,-37.3,Upgrade
