,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jan '25 Jan 16, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,17,17,33,24,27,25,52,22,30,35,43,43,52,33,30,55,74,100,122,122,203,Upgrade
1,Market Cap Growth,-31.58%,-31.58%,-36.07%,8.26%,-9.20%,-30.00%,21.21%,-47.39%,-41.79%,5.56%,41.72%,-23.33%,-30.00%,-66.67%,-75.30%,-54.55%,-63.64%,-43.75%,-52.19%,-32.41%,-3.92%,Upgrade
2,Enterprise Value,5,-1,15,11,14,7,34,-4,4,4,11,11,20,-7,-10,9,28,36,58,57,138,Upgrade
3,Last Close Price,0.07,0.09,0.18,0.13,0.15,0.13,0.28,0.12,0.16,0.19,0.23,0.23,0.28,0.18,0.16,0.30,0.40,0.54,0.66,0.66,1.10,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-1.82,-,-,-,-,-,-,-,-83.03,-,-,-,-,-,Upgrade
5,PS Ratio,0.09,0.12,0.22,0.16,0.20,0.16,0.35,0.15,0.21,0.25,0.28,0.28,0.29,0.17,0.16,0.26,0.33,0.42,0.50,0.50,0.77,Upgrade
6,PB Ratio,0.50,0.65,1.27,0.77,0.78,0.70,1.26,0.55,-,0.74,0.76,0.76,-,0.53,0.43,0.79,1.41,1.90,1.75,1.75,-,Upgrade
7,P/TBV Ratio,0.65,0.65,1.27,0.77,0.78,0.70,1.26,0.55,-,0.74,0.76,0.76,-,0.53,0.43,0.79,1.59,2.15,1.92,1.92,-,Upgrade
8,EV/Sales Ratio,0.03,-,0.10,0.07,0.10,0.04,0.23,-,0.03,0.03,0.07,0.07,0.11,-,-,0.04,0.13,0.15,0.24,0.23,0.53,Upgrade
9,Debt / Equity Ratio,0.49,0.49,0.49,0.03,0.03,0.03,0.03,0.03,-,0.03,0.02,0.02,-,0.02,0.02,0.02,0.03,0.03,0.02,0.02,-,Upgrade
10,Debt / EBITDA Ratio,-,-,-,-,-,-,-,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Asset Turnover,3.03,3.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
12,Inventory Turnover,70.43,78.73,86.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Quick Ratio,2.22,2.22,2.22,4.99,-,4.48,-,5.89,-,6.00,-,8.34,-,7.67,-,13.52,-,1.77,-,11.80,-,Upgrade
14,Current Ratio,2.32,2.32,2.32,5.21,-,4.78,-,6.26,-,6.12,-,8.49,-,7.75,-,13.62,-,1.85,-,12.14,-,Upgrade
15,Return on Equity (ROE),-40.22%,-36.48%,-25.43%,-25.78%,-29.60%,-26.31%,-,-,-22.22%,-33.34%,-,-,-21.63%,-21.14%,127.88%,-26.99%,-49.01%,-52.89%,-,-,Upgrade,
16,Return on Assets (ROA),-14.46%,-15.53%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Return on Capital (ROIC),-16.98%,-18.53%,-17.05%,-15.41%,-16.74%,-17.73%,-,-,-11.90%,-20.82%,-,-,-13.65%,-12.57%,-51.48%,-14.22%,-27.54%,-27.64%,-,-,Upgrade,
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-30.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Earnings Yield,-55.50%,-57.35%,-29.78%,-41.02%,-24.69%,-41.87%,-19.99%,-55.06%,-57.24%,-41.19%,-35.55%,-33.41%,17.86%,26.25%,16.07%,-1.20%,-82.99%,-63.01%,-50.82%,-48.42%,-10.87%,Upgrade
20,FCF Yield,-5.54%,-26.80%,-6.81%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07%,-,-9.31%,-18.80%,-18.87%,-18.80%,Upgrade,
22,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07%,-,-9.31%,-18.80%,-18.87%,-18.80%,Upgrade,
