,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,127.59,95.34,108.32,100.21,120.47,96.74,85.3,58.39,50.59,37.14
1,Revenue Growth (YoY),17.78%,-4.86%,-10.08%,3.59%,41.24%,65.68%,68.59%,57.23%,-23.17%,-33.84%
2,Cost of Revenue,90.31,69.13,76.35,72.29,85.53,70.1,62.76,41.26,35.19,26.6
3,Gross Profit,37.28,26.21,31.97,27.92,34.94,26.64,22.54,17.13,15.4,10.54
4,"Selling, General & Admin",22.38,19.17,20.99,21.01,20.28,19.94,19.22,14.83,13,12.7
5,Operating Expenses,22.92,21.6,21.24,21.01,21.77,20.2,19.26,14.83,13.21,12.7
6,Operating Income,14.36,4.61,10.73,6.9,13.17,6.43,3.28,2.3,2.2,-2.16
7,Interest Expense,-0.3,-0.04,-0.07,-0.17,-0.81,-0.47,-0.33,-0.28,-0.32,-0.29
8,Interest & Investment Income,-,0.27,0.21,0.31,0.08,0.01,0.01,0.02,0.02,0.08
9,Currency Exchange Gain (Loss),-,-,-0.08,-,0.23,-,-0.2,-,-0.18,-
10,Other Non Operating Income (Expenses),0.99,0.21,0.44,-0.01,-0.08,0.11,0.44,0.03,0.25,0.19
11,EBT Excluding Unusual Items,15.06,5.04,11.23,7.03,12.58,6.08,3.19,2.07,1.97,-2.18
12,Gain (Loss) on Sale of Assets,-,-,-,-,0.02,-,0.03,-,-,-
13,Asset Writedown,-,-,-,-,-2.85,-,-,-,-,-
14,Other Unusual Items,-,-,0.02,-,1.75,-,-,-,0.21,-
15,Pretax Income,15.06,5.04,11.25,7.03,11.5,6.08,3.22,2.07,2.18,-2.18
16,Income Tax Expense,2.21,0.74,1.47,1.19,2.05,1.02,0.62,0.36,-0.15,0.05
17,Earnings From Continuing Operations,12.84,4.3,9.78,5.83,9.45,5.07,2.6,1.72,2.33,-2.22
18,Minority Interest in Earnings,-,-,-,0.01,0,-,-,-,-,-
19,Net Income,12.84,4.3,9.78,5.84,9.45,5.07,2.6,1.72,2.33,-2.22
20,Net Income to Common,12.84,4.3,9.78,5.84,9.45,5.07,2.6,1.72,2.33,-2.22
21,Net Income Growth,31.27%,-26.26%,3.51%,15.19%,263.34%,195.13%,11.67%,-,-16.60%,-
22,Shares Outstanding (Basic),635,635,638,636,634,639,639,639,639,640
23,Shares Outstanding (Diluted),636,636,640,637,636,639,639,639,639,640
24,Shares Change (YoY),-0.70%,-0.08%,0.70%,-0.41%,-0.54%,-,0.01%,-0.13%,22.20%,33.32%
25,EPS (Basic),0.02,0.01,0.02,0.01,0.01,0.01,0.00,0.00,0.00,-0.00
26,EPS (Diluted),0.02,0.01,0.02,0.01,0.01,0.01,0.00,0.00,0.00,-0.00
27,EPS Growth,32.20%,-26.06%,2.47%,16.08%,266.50%,194.12%,11.66%,-,-31.14%,-
28,Free Cash Flow,-,0.16,7.58,-0.91,1.09,2.5,-3.01,-0.22,1.25,1.79
29,Free Cash Flow Per Share,-,0.00,0.01,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00
30,Dividend Per Share,0.009,0.004,0.008,0.004,-,-,-,-,-,-
31,Dividend Growth,17.41%,0.37%,-,-,-,-,-,-,-,-
32,Operating Margin,11.25%,4.84%,9.90%,6.89%,10.93%,6.65%,3.85%,3.95%,4.34%,-5.81%
33,Profit Margin,10.06%,4.51%,9.03%,5.82%,7.84%,5.24%,3.05%,2.94%,4.60%,-5.98%
34,Free Cash Flow Margin,-,0.17%,7.00%,-0.91%,0.90%,2.59%,-3.53%,-0.38%,2.47%,4.81%
35,EBITDA,14.62,4.92,11.08,7.13,13.64,6.93,3.67,2.62,2.45,-1.95
36,D&A For EBITDA,0.27,0.31,0.35,0.23,0.48,0.49,0.39,0.32,0.26,0.21
37,EBIT,14.36,4.61,10.73,6.9,13.17,6.43,3.28,2.3,2.2,-2.16
