,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,34.05,13.09,18.12,7.03,23.52,24.03,19.87,15.63,17.76,14.12
1,Short-Term Investments,8.15,6.17,9.56,16.37,19.63,20.24,0.21,12.46,0.23,11.63
2,Cash & Short-Term Investments,42.21,19.26,27.68,23.4,43.16,44.27,20.08,28.09,17.99,25.75
3,Cash Growth,52.50%,-17.69%,-35.87%,-47.14%,114.96%,57.61%,11.58%,9.06%,4.64%,-
4,Accounts Receivable,33.25,32.57,38.7,34.91,26.08,19.67,18.24,9.81,9.63,8.41
5,Other Receivables,-,-,-,-,-,0.04,1,0.23,0.57,-
6,Receivables,33.25,32.57,38.7,34.91,26.08,19.72,19.24,10.04,10.21,8.41
7,Inventory,13.65,19.07,16.29,16.39,14.46,22.46,20.47,16.58,12.32,11.4
8,Other Current Assets,-,-,0.02,-,-,-,16.14,-,13.56,-
9,Total Current Assets,89.11,70.9,82.68,74.7,83.7,86.45,75.93,54.7,54.08,45.57
10,"Property, Plant & Equipment",3.15,2.9,3.36,3.29,3.95,4.61,5.38,5.63,7.16,2.34
11,Long-Term Investments,-,-,-,0.28,-,-,-,-,-,-
12,Other Intangible Assets,1.63,1.68,1.73,1.78,1.83,4.9,5.12,1.55,0.75,0.75
13,Long-Term Deferred Tax Assets,-,-,0.04,0.14,0.14,0.15,0.16,0.07,0.16,-
14,Other Long-Term Assets,1.13,1.19,1.28,1.19,1.41,0,0.02,0.13,0.27,-
15,Total Assets,95.02,76.67,89.1,81.37,91.03,96.11,86.6,62.09,62.43,48.65
16,Accounts Payable,20.26,13.54,18.89,15.78,18.4,17.49,16.23,9.49,8.8,6.74
17,Accrued Expenses,7.4,-,4.73,7.84,4.68,-,3.34,-,1.61,-
18,Short-Term Debt,-,-,-,2.59,10.73,-,24.6,-,13.91,-
19,Current Portion of Long-Term Debt,-,-,-,-,-,28.27,0,12.63,0.03,7.6
20,Current Portion of Leases,0.78,0.92,0.98,0.92,0.86,0.84,0.84,0.76,1.19,0.32
21,Current Income Taxes Payable,0.89,0.72,4.17,3.37,2.48,1.68,0.71,0.34,0.14,0.06
22,Current Unearned Revenue,2.47,1.85,2.65,3.48,2.99,2.45,1.81,1.13,0.98,0.35
23,Other Current Liabilities,0.03,6.26,3.35,0.06,1.66,4.2,-,1.6,0,4.27
24,Total Current Liabilities,31.82,23.29,34.77,34.03,41.79,54.92,47.53,25.96,26.65,19.34
25,Long-Term Debt,-,-,-,-,-,-,-,-,0,0.02
26,Long-Term Leases,0.02,0.21,0.69,0.92,1.47,2.1,2.64,3.01,4.4,0.46
27,Long-Term Deferred Tax Liabilities,0.15,0.08,0.08,0.01,0.01,0.07,0.1,-,-,0.04
28,Other Long-Term Liabilities,-,-,-,-,-,0.48,0.48,-,-,-0
29,Total Liabilities,32,23.58,35.54,34.96,43.27,57.58,50.76,28.96,31.06,19.85
30,Common Stock,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
31,Additional Paid-In Capital,-,26.39,26.39,26.39,26.39,26.39,26.39,26.39,26.39,29.75
32,Retained Earnings,-,40.33,40.89,33.55,34.65,25.14,22.1,19.5,17.79,12.16
33,Comprehensive Income & Other,62.2,-14.46,-14.55,-14.36,-14.15,-13.83,-13.48,-13.59,-13.63,-13.93
34,Total Common Equity,63.02,53.08,53.56,46.41,47.72,38.52,35.84,33.13,31.37,28.8
35,Minority Interest,-,-,-,-,0.04,-,-,-,-,-
36,Shareholders' Equity,63.02,53.08,53.56,46.41,47.76,38.52,35.84,33.13,31.37,28.8
37,Total Liabilities & Equity,95.02,76.67,89.1,81.37,91.03,96.11,86.6,62.09,62.43,48.65
38,Total Debt,0.8,1.13,1.67,4.43,13.05,31.21,28.08,16.4,19.53,8.39
39,Net Cash (Debt),41.41,18.12,26.01,18.97,30.1,13.06,-8.01,11.69,-1.54,17.36
40,Net Cash Growth,59.18%,-4.44%,-13.59%,45.23%,-,11.72%,-,-32.67%,-,-
41,Net Cash Per Share,0.07,0.03,0.04,0.03,0.05,0.02,-0.01,0.02,-0.00,0.03
42,Filing Date Shares Outstanding,635.16,634.79,634.69,636.45,635.6,639.1,639.1,639.1,639.1,639.94
43,Total Common Shares Outstanding,635.16,634.79,634.69,636.45,635.6,639.1,639.1,639.1,639.1,639.94
44,Working Capital,57.29,47.6,47.91,40.67,41.91,31.52,28.4,28.74,27.43,26.23
45,Book Value Per Share,0.10,0.08,0.08,0.07,0.08,0.06,0.06,0.05,0.05,0.05
46,Tangible Book Value,61.39,51.4,51.82,44.63,45.89,33.63,30.72,31.58,30.62,28.05
47,Tangible Book Value Per Share,0.10,0.08,0.08,0.07,0.07,0.05,0.05,0.05,0.05,0.04
48,Machinery,-,-,3.5,-,3.11,-,3.12,-,2.7,-
49,Leasehold Improvements,-,-,1.3,-,1.21,-,1.29,-,0.9,-
