,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,832,546,520,553,426,230,265,259,246,220,307
1,Market Cap Growth,-1.28%,-1.28%,22.21%,140.34%,60.56%,-11.11%,7.79%,17.39%,-19.83%,-51.48%,-
2,Enterprise Value,510,404,317,404,343,128,328,168,258,86,273
3,Last Close Price,1.31,0.86,0.79,0.79,0.59,0.28,0.32,0.29,0.28,0.25,0.35
4,PE Ratio,6.25,4.10,4.73,4.53,3.55,2.03,4.41,7.69,7.83,263.55,-
5,Forward PE,5.28,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,5.93,-
6,PS Ratio,0.48,0.32,0.33,0.34,0.25,0.14,0.19,0.23,0.29,0.32,0.38
7,PB Ratio,1.70,1.12,1.26,1.32,1.17,0.62,0.88,0.93,0.96,0.91,1.37
8,P/TBV Ratio,1.14,1.14,1.30,1.37,1.22,0.64,1.01,1.08,1.00,0.93,1.41
9,P/FCF Ratio,-,-,8.61,10.60,-,8.22,-65.97,-,-,9.36,126.65
10,P/OCF Ratio,-,-,7.79,9.64,-,7.53,-360.15,-,15.13,7.23,29.38
11,PEG Ratio,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,-
12,EV/Sales Ratio,0.29,0.23,0.20,0.25,0.20,0.08,0.23,0.15,0.30,0.13,0.34
13,EV/EBITDA Ratio,3.36,2.66,2.54,2.84,2.11,0.80,3.94,3.43,6.54,21.89,-
14,EV/EBIT Ratio,3.46,2.74,2.65,2.94,2.18,0.83,4.30,3.86,7.38,299.59,-
15,EV/FCF Ratio,-,-,5.25,7.75,-,4.56,-81.49,-,-,3.65,112.77
16,Debt / Equity Ratio,0.01,0.01,0.02,0.03,0.10,0.27,0.81,0.78,0.49,0.62,0.29
17,Debt / FCF Ratio,-,-,0.15,0.25,-,3.64,-60.91,-,-,6.43,26.84
18,Return on Capital Employed (ROCE),30.02%,30.02%,28.74%,32.46%,42.39%,39.81%,23.59%,14.30%,12.45%,0.10%,-
19,Earnings Yield,16.01%,24.39%,21.13%,22.06%,28.13%,49.20%,22.69%,13.01%,12.77%,0.38%,1.44%
20,FCF Yield,-,11.62%,9.43%,0.33%,12.16%,-1.52%,-9.75%,3.25%,10.68%,0.79%,
21,Dividend Yield,7.63%,11.63%,11.40%,11.45%,5.12%,-,-,-,-,-,-
22,Buyback Yield / Dilution,0.39%,0.70%,0.08%,-0.70%,0.41%,0.54%,-,-0.01%,0.13%,-22.20%,-33.32%
23,Total Shareholder Return,8.02%,12.32%,11.48%,10.75%,5.53%,0.54%,-,-0.01%,0.13%,-22.20%,-33.32%
