,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Revenue,75.07,99.63,75.55,108.03,137.32,339.07,412.7,552.14,381.66,246.35,Upgrade
1,Revenue Growth (YoY),-0.64%,-7.78%,-44.98%,-68.14%,-66.73%,-38.59%,8.13%,124.13%,196.88%,125.06%,Upgrade
2,Cost of Revenue,85.98,132.17,126.74,115.97,158.36,327.4,394.62,523.93,368.21,212.82,Upgrade
3,Gross Profit,-10.91,-32.55,-51.19,-7.94,-21.05,11.67,18.08,28.21,13.44,33.53,Upgrade
4,"Selling, General & Admin",23.19,13.64,19.94,18.87,15.58,25.7,18.3,29.76,13.87,20.52,Upgrade
5,Other Operating Expenses,-,-90.56,-,-0.43,-,-0.89,-0.23,-0.14,-,-0.14,Upgrade
6,Operating Expenses,29.6,-10.21,19.94,18.71,25.91,23.72,20.08,31.76,13.87,21.9,Upgrade
7,Operating Income,-40.51,-22.33,-71.13,-26.64,-46.96,-12.05,-2,-3.55,-0.43,11.62,Upgrade
8,Interest Expense,-0.41,-3.2,-7.19,-5.74,-4.58,-3.95,-4.88,-3.68,-3.83,-3.73,Upgrade
9,Interest & Investment Income,0.03,-,1.57,4.33,2.54,4.79,1.97,3.73,3.01,3.04,Upgrade
10,Other Non Operating Income (Expenses),0.13,-0.53,53.23,-0.65,0.65,-,-,-,-,-,Upgrade
11,EBT Excluding Unusual Items,-40.76,-26.06,-23.52,-28.71,-48.35,-11.21,-4.91,-3.5,-1.25,10.93,Upgrade
12,Asset Writedown,-4.07,-1.98,-,-,-,-2.44,-,-,-,-,Upgrade
13,Other Unusual Items,-,0.01,-,0.78,2.15,0.21,-,2.9,2.92,-,Upgrade
14,Pretax Income,-44.83,-28.04,-23.52,-27.92,-46.19,-13.43,-4.91,-0.6,1.68,10.93,Upgrade
15,Income Tax Expense,-,-,-,-,-,0,-,-,-,-,Upgrade
16,Net Income,-44.83,-28.04,-23.52,-27.92,-46.19,-13.44,-4.91,-0.6,1.68,10.93,Upgrade
17,Net Income to Common,-44.83,-28.04,-23.52,-27.92,-46.19,-13.44,-4.91,-0.6,1.68,10.93,Upgrade
18,Shares Outstanding (Basic),480,448,400,400,400,400,400,400,400,400,Upgrade
19,Shares Outstanding (Diluted),480,448,400,400,400,400,400,400,400,400,Upgrade
20,Shares Change (YoY),20.00%,12.02%,-,-,-,-,-,-,-,-,Upgrade
21,EPS (Basic),-0.09,-0.06,-0.06,-0.07,-0.12,-0.03,-0.01,-0.00,0.00,0.03,Upgrade
22,EPS (Diluted),-0.09,-0.06,-0.06,-0.07,-0.12,-0.03,-0.01,-0.00,0.00,0.03,Upgrade
23,Free Cash Flow,-12.46,45.33,7.41,18.34,23.05,7.37,7.18,-79.72,-0.88,2.59,Upgrade
24,Free Cash Flow Per Share,-0.03,0.10,0.02,0.05,0.06,0.02,0.02,-0.20,-0.00,0.01,Upgrade
25,Operating Margin,-53.96%,-22.42%,-94.15%,-24.66%,-34.20%,-3.55%,-0.48%,-0.64%,-0.11%,4.72%,Upgrade
26,Profit Margin,-59.71%,-28.14%,-31.14%,-25.85%,-33.64%,-3.96%,-1.19%,-0.11%,0.44%,4.44%,Upgrade
27,Free Cash Flow Margin,-16.60%,45.50%,9.81%,16.97%,16.79%,2.17%,1.74%,-14.44%,-0.23%,1.05%,Upgrade
28,EBITDA,-39.66,-21.54,-69.83,-23.72,-43.99,-8.96,1,-0.84,1.45,13.69,Upgrade
29,D&A For EBITDA,0.85,0.8,1.31,2.93,2.97,3.08,3,2.71,1.87,2.07,Upgrade
30,EBIT,-40.51,-22.33,-71.13,-26.64,-46.96,-12.05,-2,-3.55,-0.43,11.62,Upgrade
