,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Cash & Equivalents,72.12,84.5,53.58,58.76,61.27,57.9,39.06,6.4,64.12,71.06,Upgrade
1,Short-Term Investments,-,2.4,-,1.83,-,9.06,-,3.06,-,3.55,Upgrade
2,Cash & Short-Term Investments,72.12,86.9,53.58,60.58,61.27,66.96,39.06,9.46,64.12,74.61,Upgrade
3,Cash Growth,34.61%,43.44%,-12.56%,-9.52%,56.88%,607.59%,-39.09%,-87.32%,14.64%,3.91%,Upgrade
4,Accounts Receivable,56.39,97.62,226.09,254.05,301.32,378.46,387.09,390.66,350.67,248.81,Upgrade
5,Other Receivables,-,2.5,-,6.58,-,0.13,-,29.61,-,2.87,Upgrade
6,Receivables,56.39,100.12,226.09,260.63,301.32,378.59,387.09,420.27,350.67,251.67,Upgrade
7,Inventory,0.44,1.31,9.55,15.4,19.71,20.36,47.8,6.02,3.49,4.17,Upgrade
8,Prepaid Expenses,5.37,0.99,7.36,0.65,38.55,3.61,111.56,7.57,100.84,2.83,Upgrade
9,Other Current Assets,-,-,44.22,51.82,67.18,116.6,43.36,168.61,16.34,19.24,Upgrade
10,Total Current Assets,134.33,189.32,340.8,389.08,488.03,586.12,628.88,611.94,535.46,352.52,Upgrade
11,"Property, Plant & Equipment",2.63,12.67,16.31,31.45,47.75,52.73,57.38,61.68,52.73,57.27,Upgrade
12,Other Long-Term Assets,-,-,-,19.5,19.28,19.16,18.82,9.27,8.98,9,Upgrade
13,Total Assets,136.96,201.99,357.11,440.04,555.07,658.02,705.08,682.89,597.16,418.79,Upgrade
14,Accounts Payable,112.72,120.34,109.63,126.74,136.26,200.24,260.11,334.21,247.4,128.3,Upgrade
15,Accrued Expenses,34.05,29.78,40.43,26.39,62.07,26.07,85.09,12.8,34.11,5.84,Upgrade
16,Short-Term Debt,12.03,13.65,63.32,114.47,162.82,181.03,142.05,97.15,49.26,49.74,Upgrade
17,Current Portion of Long-Term Debt,5,10,46.27,28.76,28.76,-,-,-,-,-,Upgrade
18,Current Portion of Leases,0.96,1.87,2.91,3.05,4.96,7.44,7.99,9.98,4.83,9.75,Upgrade
19,Current Unearned Revenue,7.76,11.96,17.94,-,24.93,-,-,2.11,32.48,5.27,Upgrade
20,Other Current Liabilities,34.58,40.01,79.48,74.19,41.29,74.82,43.58,38.33,42.11,34.1,Upgrade
21,Total Current Liabilities,207.11,227.6,359.97,373.6,461.09,489.6,538.82,494.58,410.18,233,Upgrade
22,Long-Term Debt,-,-,-,65.03,65.03,92.89,76.94,92.89,92.89,92.89,Upgrade
23,Long-Term Leases,-,0.16,0.96,0.39,-,0.39,0.74,1.93,-,0.48,Upgrade
24,Other Long-Term Liabilities,-,-,18.68,-,-,-,-,-,-,-,Upgrade
25,Total Liabilities,207.11,227.75,379.61,439.01,526.12,582.88,616.51,589.41,503.07,326.38,Upgrade
26,Common Stock,4.8,4.8,4,4,4,4,4,4,4,4,Upgrade
27,Additional Paid-In Capital,113.3,113.3,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,Upgrade
28,Retained Earnings,-183.76,-138.94,-110.9,-87.38,-59.46,-13.26,0.17,5.08,5.69,4.01,Upgrade
29,Comprehensive Income & Other,-4.49,-4.93,-,-,-,-,-,-,-,-,Upgrade
30,Shareholders' Equity,-70.15,-25.76,-22.5,1.03,28.95,75.14,88.58,93.49,94.09,92.42,Upgrade
31,Total Liabilities & Equity,136.96,201.99,357.11,440.04,555.07,658.02,705.08,682.89,597.16,418.79,Upgrade
32,Total Debt,17.99,25.67,113.46,211.69,261.57,281.75,227.73,201.95,146.98,152.86,Upgrade
33,Net Cash (Debt),54.13,61.23,-59.88,-151.1,-200.29,-214.79,-188.67,-192.49,-82.86,-78.25,Upgrade
34,Net Cash Per Share,0.11,0.14,-0.15,-0.38,-0.50,-0.54,-0.47,-0.48,-0.21,-0.20,Upgrade
35,Filing Date Shares Outstanding,480,480,400,400,400,400,400,400,400,400,Upgrade
36,Total Common Shares Outstanding,480,480,400,400,400,400,400,400,400,400,Upgrade
37,Working Capital,-72.78,-38.28,-19.17,15.48,26.94,96.53,90.05,117.36,125.28,119.52,Upgrade
38,Book Value Per Share,-0.15,-0.05,-0.06,0.00,0.07,0.19,0.22,0.23,0.24,0.23,Upgrade
39,Tangible Book Value,-70.15,-25.76,-22.5,1.03,28.95,75.14,88.58,93.49,94.09,92.42,Upgrade
40,Tangible Book Value Per Share,-0.15,-0.05,-0.06,0.00,0.07,0.19,0.22,0.23,0.24,0.23,Upgrade
41,Machinery,-,40.18,-,67.29,-,100.53,-,86.28,-,53.22,Upgrade
