,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Cash & Equivalents,2451,2430,2179,2674,2753,2480,2649,7199,8529,3043,2476,3772,5761,5675,4976,2789,2601,1963,1561,3665,Upgrade
1,Short-Term Investments,7314,6799,6395,6579,5805,7443,6556,6685,6287,7879,7572,8701,7950,8435,7608,8410,8198,9108,9644,8803,Upgrade
2,Trading Asset Securities,13966,13748,12548,13523,12605,14994,15165,18291,25141,29167,29572,26770,21178,15593,19109,21866,23863,28975,33944,26006,Upgrade
3,Accounts Receivable,-,82.12,16.51,169.54,23.61,23.01,21.21,24.45,24.14,86.03,27.13,34.8,-,43.4,49.54,48.63,57.74,31.01,22.5,83.29,Upgrade
4,Other Receivables,1623,2090,1491,1568,1303,1506,1414,1316,1249,1380,1334,1456,1473,1378,1322,1306,1260,1688,1268,3621,Upgrade
5,"Property, Plant & Equipment",104.77,114.22,124.56,136.92,148.2,162.95,168.15,182.89,194.54,200.94,212.32,223.85,218.75,216.31,225.53,111.9,106.56,114.22,113.04,119.68,Upgrade
6,Other Intangible Assets,122.77,132.41,130.29,135.53,135.81,125.54,120.96,122.79,112.43,118.13,117.72,125.01,111.5,113.88,111.59,116.83,97.6,95.17,99.5,104.22,Upgrade
7,Investments in Debt & Equity Securities,23424,24401,24304,19572,14484,18928,16373,9355,2615,6377,4531,644.64,437.41,431.4,428.42,440.53,1036,1038,854.21,892.1,Upgrade
8,Other Current Assets,2619,2643,2531,2273,2535,2615,2451,2594,3194,2747,2678,2239,2266,2092,1974,1743,1820,2359,2223,1928,Upgrade
9,Long-Term Deferred Tax Assets,225.99,260.44,272.95,304.48,303.78,269.18,296.55,315.71,263.27,87.85,406.37,126.04,131.04,152.76,107.98,102.03,69.42,64.17,56.39,47.97,Upgrade
10,Other Long-Term Assets,204.47,19.8,150.61,21.16,107.44,22.51,160.25,23.87,123.48,25.23,187.2,26.59,535.26,27.95,1622,1383,1105,110.48,980.14,111.87,Upgrade
11,Total Assets,52055,52845,50142,47000,40204,48620,45376,46144,47734,51244,49114,44225,40064,34658,37534,38318,40214,45772,50766,45461,Upgrade
12,Accounts Payable,18.63,6.83,18.53,5.94,21.48,5.6,17.84,3.6,59.33,59.51,121.86,50.96,-,3.22,30.7,5.19,-,0.41,-,13.62,Upgrade
13,Accrued Expenses,5119,4773,4216,4067,3587,4509,3812,4031,3562,4704,4588,4633,5013,4846,4149,4183,4325,4576,4389,3616,Upgrade
