,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,182,64,78,79,76,78,86,105,288,99,64,80,62,72,53,64,36,45,71,64,60,Upgrade
1,Market Cap Growth,-18.18%,-18.18%,-9.09%,-24.41%,-73.70%,-20.99%,33.82%,31.55%,366.57%,37.47%,21.95%,24.00%,69.40%,59.99%,-25.46%,-0.00%,-39.29%,-47.50%,-37.74%,-40.00%,-53.33%,Upgrade
2,PE Ratio,-,-,-,-,-,-,-,-,-21.52,-,-,-,-2.06,-,-2.31,-,-,-,-2.44,-,-3.59,Upgrade
3,PS Ratio,13.81,4.87,6.20,5.06,3.79,3.02,2.68,3.19,6.86,2.25,1.33,1.54,1.18,1.54,1.28,2.08,1.06,1.25,1.64,1.24,0.90,Upgrade
4,PB Ratio,0.59,0.21,0.25,0.25,0.23,0.23,0.26,0.31,-,0.27,0.18,0.22,-,0.20,0.14,0.17,0.09,0.12,0.19,0.17,-,Upgrade
5,Debt / Equity Ratio,0.21,0.21,0.21,0.20,0.20,0.20,0.19,0.19,-,0.18,0.17,0.17,-,0.17,0.16,0.16,0.12,0.12,0.13,0.13,-,Upgrade
6,Quick Ratio,11.27,11.27,11.27,13.89,-,34.74,-,43.34,-,12.04,-,9.89,-,42.59,-,48.19,-,8.66,-,25.58,-,Upgrade
7,Current Ratio,11.35,11.35,11.35,13.98,-,35.41,-,44.23,-,12.26,-,10.09,-,45.67,-,51.73,-,9.40,-,27.55,-,Upgrade
8,Asset Turnover,0.11,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
9,Return on Equity (ROE),-10.26%,-10.16%,-11.04%,-0.32%,-0.42%,-0.69%,-,-,-2.79%,-4.26%,-,-,-10.38%,8.93%,-29.21%,-0.59%,-1.59%,0.67%,-,-,Upgrade,
10,Return on Assets (ROA),-7.75%,-7.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
11,Earnings Yield,-13.77%,-39.02%,-22.46%,-13.01%,-71.48%,-66.80%,-66.60%,-56.83%,-4.65%,-16.08%,-37.31%,-14.50%,-48.63%,-42.99%,-43.21%,-47.16%,-93.59%,-71.36%,-40.93%,-43.52%,-27.85%,Upgrade
12,Earnings Yield,-13.77%,-39.02%,-22.46%,-13.01%,-71.48%,-66.80%,-66.60%,-56.83%,-4.65%,-16.08%,-37.31%,-14.50%,-48.63%,-42.99%,-43.21%,-47.16%,-93.59%,-71.36%,-40.93%,-43.52%,-27.85%,Upgrade
13,FCF Yield,-0.35%,-1.86%,-0.77%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Buyback Yield / Dilution,-0.16%,0.00%,-0.00%,0.39%,-1.01%,-23.39%,-38.24%,-38.78%,-36.85%,-12.04%,-,-11.02%,-20.00%,-20.00%,-20.00%,-8.09%,-,-,0.00%,-0.00%,0.00%,Upgrade
15,Total Shareholder Return,-0.16%,0.00%,-0.00%,0.39%,-1.01%,-23.39%,-38.24%,-38.78%,-36.85%,-12.04%,-,-11.02%,-20.00%,-20.00%,-20.00%,-8.09%,-,-,0.00%,-0.00%,0.00%,Upgrade
