,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+13 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Market Capitalization,8866,9954,8416,9004,8589,9816,11631,9728,8856,8351,8717,10443,8891,8682,8769,8952,8987,9574,8710,8917,9954,Upgrade
1,Market Cap Growth,1.41%,1.41%,-27.64%,-7.44%,-3.02%,17.55%,33.43%,-6.84%,-0.39%,-3.82%,-0.60%,16.65%,-1.06%,-9.32%,0.68%,0.39%,-9.72%,-11.22%,-7.69%,-18.35%,14.74%,Upgrade
2,Enterprise Value,30629,32486,29933,30344,29929,32862,32651,30582,29710,28386,27594,26916,25365,25558,22210,21738,21773,16282,14513,14008,15045,Upgrade
3,Last Close Price,5.13,5.73,4.84,5.14,4.90,5.60,6.57,5.45,4.96,4.68,4.88,5.77,4.91,4.76,4.81,4.95,4.97,5.29,4.82,4.88,5.45,Upgrade
4,PE Ratio,20.53,23.17,22.18,15.21,13.11,14.22,10.92,9.67,9.30,7.57,9.00,10.06,8.84,9.10,8.58,10.18,10.16,12.69,13.95,12.28,12.63,Upgrade
5,PS Ratio,0.11,0.12,0.11,0.11,0.11,0.13,0.15,0.14,0.13,0.12,0.13,0.16,0.14,0.14,0.15,0.17,0.20,0.24,0.25,0.27,0.29,Upgrade
6,PB Ratio,0.78,0.64,0.54,0.58,0.55,0.64,0.86,0.74,0.70,0.66,0.72,0.88,0.76,0.76,0.79,0.84,0.86,0.94,0.95,0.98,1.12,Upgrade
7,P/TBV Ratio,1.04,1.04,0.88,0.95,0.91,1.06,1.24,1.07,1.00,0.96,1.04,1.27,1.10,1.12,1.17,1.24,1.27,1.40,1.23,1.23,1.41,Upgrade
8,P/FCF Ratio,154.53,173.50,-,-,32.52,9.73,-,-,498.57,-,-18.98,-,-37.14,-,-,-,35.40,24.05,115.97,-,-16.08,Upgrade
9,P/OCF Ratio,30.62,30.62,-,-,16.89,8.17,-,-,30.98,-,-414.24,-,35.54,-,-,-,14.22,11.03,14.79,-,49.18,Upgrade
10,EV/Sales Ratio,0.38,0.40,0.38,0.38,0.37,0.43,0.43,0.43,0.44,0.42,0.42,0.42,0.41,0.42,0.38,0.42,0.48,0.42,0.42,0.42,0.44,Upgrade
11,EV/EBITDA Ratio,15.96,17.83,16.35,14.74,13.17,14.66,12.07,11.81,12.56,11.34,12.23,11.65,10.96,10.75,9.52,10.50,11.72,10.82,11.48,10.88,11.26,Upgrade
12,EV/EBIT Ratio,19.78,20.41,18.73,16.59,14.66,16.36,13.13,12.82,13.65,12.18,13.16,12.45,11.65,11.35,10.02,11.08,12.36,11.47,12.27,11.55,11.89,Upgrade
