,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1658,1549,1319,1382,1471,1383,1179,1200,1478,1188,1074,1131,990.69,949.21,710.06,656.42,663.61,674.38,398.85,637.54,Upgrade
1,Other Revenue,-31.05,31.05,-,41.42,-20.52,20.52,-,86.76,-50.84,50.84,-,59.42,-17.88,17.88,-,20.83,-3.22,3.22,-,2.25,Upgrade
2,Revenue,1626,1580,1319,1424,1450,1404,1179,1287,1427,1239,1074,1190,972.81,967.08,710.06,677.25,660.39,677.6,398.85,639.79,Upgrade
3,Revenue Growth (YoY),12.17%,12.55%,11.90%,10.67%,1.59%,13.30%,9.76%,8.11%,46.72%,28.11%,51.26%,75.72%,47.31%,42.72%,78.03%,5.85%,18.64%,22.67%,0.86%,37.20%,Upgrade
4,Cost of Revenue,1489,1457,1190,1314,1291,1284,1098,1197,1273,1108,943.73,1069,831.72,829.81,616.25,637.56,536.72,563.79,332.57,544.16,Upgrade
5,Gross Profit,137.92,122.58,129.69,110.3,158.98,119.35,80.73,89.66,154.41,130.8,130.34,121.32,141.09,137.27,93.81,39.69,123.67,113.8,66.27,95.63,Upgrade
6,"Selling, General & Admin",42.22,40.28,39.28,46.5,35.03,37.69,28.89,37.91,30.28,27.95,25.45,29.01,19.8,21.16,16.31,-22.96,34.81,28.66,22.22,32.59,Upgrade
7,Research & Development,51.52,48.62,40.1,46.52,40.42,35.74,32.88,55.45,36.88,33.6,32.11,35.24,41.28,37.4,24.39,36.56,27.08,24.96,18.26,28.81,Upgrade
8,Other Operating Expenses,-50.16,30.09,-31.26,-8.46,-27.52,-22.38,-1.16,45.67,-2.22,-10.75,-19.66,37.24,-8.35,1.45,-18.64,19.17,0.34,2.16,-13.06,-0.43,Upgrade
9,Operating Expenses,43.26,122.49,52.08,91.31,52.64,52.13,61.06,137.76,67.33,52.15,38.2,103.66,53.99,62.05,22.91,32.09,62.87,56.15,28.77,61.31,Upgrade
10,Operating Income,94.67,0.1,77.61,18.99,106.34,67.22,19.67,-48.11,87.07,78.66,92.14,17.66,87.1,75.22,70.91,7.6,60.8,57.65,37.51,34.31,Upgrade
11,Interest Expense,-18.91,-19.2,-18.79,-9.41,-24.64,-23.8,-23.4,-25.36,-20.49,-22.01,-12.53,-11.74,-12.02,-9.43,-6.04,-5.06,-4.79,-6.29,-2.62,-1.33,Upgrade
12,Interest & Investment Income,3.45,2.95,4.63,11.9,7.65,4.23,17.12,6.57,4.4,-,9.91,-,2.74,3.68,15.44,24.2,2.71,0.84,3.16,2.22,Upgrade
13,Currency Exchange Gain (Loss),-27.82,27.82,-,2.35,-12.66,12.66,-,93.49,-58.49,58.49,-,-15.01,-0.02,0.02,-,-26.21,-4.52,4.52,-,2.99,Upgrade
14,Other Non Operating Income (Expenses),7.54,-10.58,6.32,-15.62,12.72,16.87,-20.59,-121.13,117.47,2.2,-4.88,-0.98,-2.32,-5.98,3.38,3.76,-9.45,-2.28,3.72,-10.3,Upgrade
15,EBT Excluding Unusual Items,58.92,1.09,69.77,8.2,89.42,77.17,-7.2,-94.54,129.97,117.35,84.65,-10.07,75.48,63.51,83.69,4.29,44.75,54.45,41.76,27.89,Upgrade
16,Gain (Loss) on Sale of Investments,26.98,-10.68,-9.91,18.55,-8.01,-97.67,-13.96,34.48,-42.82,-12.6,-1.65,6.05,-0.24,10.79,-11.96,14.46,37.95,0.98,-20.98,12.57,Upgrade
17,Gain (Loss) on Sale of Assets,-1.03,0.67,-,4.35,-0.04,0.04,-,-0.04,7.21,-7.41,-,0.49,-0,-,-0,-0.72,-,-0.43,-,-0.22,Upgrade
18,Asset Writedown,-8.42,5.64,-5.88,5.85,-5.8,4.24,-4.59,-5.37,-8.2,3.77,-3.77,2.64,-6.54,2.82,-2.82,-0.21,-3.57,1.73,-1.73,0.54,Upgrade
19,Other Unusual Items,-36.73,36.92,-0.19,-2.55,-0.52,0.52,-,50.05,-,-,-,37.51,-,-,-,22.86,-,-,-,-0,Upgrade
20,Pretax Income,39.72,33.65,53.78,34.39,75.05,-15.69,-25.75,-15.42,86.16,101.1,79.23,36.63,68.69,77.11,68.9,40.69,79.13,56.73,19.05,40.78,Upgrade
21,Income Tax Expense,-1.72,-0.66,2.54,0.51,4.79,-9.6,-10.09,-4.7,5.95,11.04,11.65,5.51,5.07,6.78,8.46,3.81,9.16,6.07,1.06,0.15,Upgrade
22,Earnings From Continuing Operations,41.44,34.31,51.24,33.89,70.26,-6.09,-15.66,-10.72,80.21,90.06,67.58,31.12,63.62,70.34,60.44,36.88,69.97,50.66,17.99,40.63,Upgrade
23,Minority Interest in Earnings,-,-,-,-,-,0.1,0.23,0.13,0.07,0.27,0.02,-0.01,0,0,-,-,-,-,-,-,Upgrade
24,Net Income,41.44,34.31,51.24,33.89,70.26,-6,-15.42,-10.59,80.28,90.32,67.6,31.11,63.63,70.34,60.44,36.88,69.97,50.66,17.99,40.63,Upgrade
25,Net Income to Common,41.44,34.31,51.24,33.89,70.26,-6,-15.42,-10.59,80.28,90.32,67.6,31.11,63.63,70.34,60.44,36.88,69.97,50.66,17.99,40.63,Upgrade
26,Net Income Growth,-41.02%,-,-,-,-12.48%,-,-,-,26.17%,28.42%,11.85%,-15.64%,-9.06%,38.83%,235.97%,-9.24%,94.53%,11.05%,-30.96%,53.72%,Upgrade
27,Shares Outstanding (Basic),180,175,197,206,174,197,193,193,191,187,193,190,167,163,168,168,166,171,164,163,Upgrade
