,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2638,2311,2347,2435,2886,2571,2729,4149,4086,3943,4698,4922,7511,6298,4198,3683,3315,2845,3057,2994,4240,Upgrade
1,Market Cap Growth,-10.11%,-10.11%,-14.02%,-41.32%,-29.37%,-34.80%,-41.90%,-15.69%,-45.60%,-37.39%,11.91%,33.62%,126.58%,121.33%,37.33%,23.04%,-21.81%,-41.10%,-20.22%,-6.21%,-,Upgrade
2,Enterprise Value,4582,4294,4050,3744,4195,3565,3749,4990,4927,4847,5595,5376,7966,6918,4548,3638,3270,2586,2618,2677,3923,Upgrade
3,Last Close Price,14.35,12.57,12.60,12.59,14.92,13.29,14.11,21.16,20.83,20.10,23.95,24.90,38.00,31.86,24.37,21.21,19.09,16.39,17.60,17.10,24.22,Upgrade
4,PE Ratio,18.30,14.36,12.37,16.30,34.89,67.21,-,-,-,14.64,18.59,21.15,33.31,27.23,17.67,16.90,18.89,15.87,21.05,21.35,28.59,Upgrade
5,Forward PE,15.60,7.44,7.44,7.44,7.44,7.44,7.44,10.39,10.94,9.74,14.13,15.24,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,0.46,0.39,0.41,0.44,0.53,0.48,0.52,0.81,0.81,0.80,1.05,1.17,1.96,1.89,1.39,1.35,1.37,1.20,1.34,1.39,1.98,Upgrade
7,PB Ratio,1.05,0.92,0.95,0.98,1.15,1.04,1.13,1.68,1.64,1.58,1.99,2.14,3.36,2.87,2.54,2.28,2.13,1.92,2.17,2.16,3.11,Upgrade
8,P/TBV Ratio,0.95,0.95,0.99,1.02,1.19,1.08,1.18,1.76,1.72,1.65,2.09,2.25,3.52,2.98,2.66,2.37,2.20,2.00,2.26,2.20,3.16,Upgrade
9,P/FCF Ratio,-,-7.27,-,-,-14.51,-,27.47,-,-27.90,-9.94,-,-,-,-,-,-,-,-,-,-,201.97,Upgrade
10,P/OCF Ratio,7.50,7.50,13.43,6.33,8.12,-,5.00,-,8.15,9.75,19.09,33.33,622.33,1361.93,56.06,-,15.41,11.76,14.70,17.38,21.13,Upgrade
11,EV/Sales Ratio,0.77,0.72,0.70,0.67,0.77,0.67,0.71,0.97,0.98,0.98,1.25,1.28,2.07,2.08,1.51,1.34,1.35,1.09,1.15,1.25,1.83,Upgrade
12,EV/EBITDA Ratio,10.80,10.01,9.60,7.71,10.27,11.05,13.05,18.17,-,12.73,15.06,15.16,24.58,22.69,16.40,14.31,14.89,10.55,10.82,11.63,17.11,Upgrade
13,EV/EBIT Ratio,36.18,22.44,19.95,13.86,19.77,24.56,29.79,36.34,-,17.59,20.30,19.76,31.75,28.73,21.20,18.47,19.99,13.59,13.89,15.05,21.96,Upgrade
14,EV/FCF Ratio,-14.42,-13.51,-,-,-21.09,-,37.74,-,-33.64,-12.22,-,-,-,-,-,-,-,-,-,-,186.87,Upgrade
15,Debt / Equity Ratio,1.26,1.26,1.30,1.24,1.20,1.09,1.21,1.25,1.25,1.30,0.97,0.88,0.78,0.64,0.95,0.84,0.89,0.56,0.51,0.16,0.13,Upgrade
16,Debt / EBITDA Ratio,7.47,5.16,12.60,5.65,9.10,4.61,5.70,12.94,-,7.30,4.99,4.34,9.57,3.46,4.05,3.98,15.61,2.79,2.49,1.08,0.90,Upgrade
17,Debt / FCF Ratio,-,-9.96,-,-,-15.21,-,29.43,-,-21.23,-8.17,-,-,-,-,-,-,-,-,-,-,8.14,Upgrade
18,Asset Turnover,0.98,0.97,0.82,0.90,0.92,0.88,0.73,0.79,0.95,0.94,0.88,1.07,0.97,1.08,0.84,0.89,1.02,1.21,0.83,1.40,Upgrade,
19,Inventory Turnover,7.01,7.08,7.33,6.36,7.35,7.69,7.68,6.54,7.47,7.49,6.37,5.91,6.90,5.76,6.52,5.62,7.15,7.03,7.24,4.45,7.94,Upgrade
20,Quick Ratio,0.92,0.92,1.00,0.95,0.99,0.98,1.13,1.35,1.40,1.17,0.89,0.95,1.08,1.13,1.09,1.21,1.34,1.12,1.28,1.63,2.04,Upgrade
21,Current Ratio,1.37,1.37,1.48,1.40,1.38,1.42,1.50,1.81,1.81,1.48,1.29,1.40,1.54,1.74,1.58,1.75,1.75,1.50,1.64,2.31,2.75,Upgrade
22,Return on Equity (ROE),6.64%,5.54%,8.21%,5.43%,11.49%,-1.00%,-2.53%,-1.72%,13.21%,15.44%,11.91%,5.61%,13.21%,17.20%,15.23%,9.72%,19.38%,14.52%,5.24%,12.08%,Upgrade,
23,Return on Assets (ROA),3.57%,0.00%,3.01%,0.75%,4.24%,2.63%,0.76%,-1.84%,3.60%,3.74%,4.72%,0.99%,5.45%,5.23%,5.22%,0.62%,5.85%,6.43%,4.87%,4.70%,Upgrade,
24,Return on Capital (ROIC),4.16%,0.00%,3.50%,0.89%,5.06%,3.09%,0.88%,-2.12%,4.19%,4.39%,5.54%,1.16%,6.37%,6.05%,5.98%,0.72%,6.86%,7.73%,5.97%,5.67%,Upgrade,
25,Return on Capital Employed (ROCE),3.14%,4.74%,4.78%,6.80%,5.46%,3.83%,3.20%,3.18%,-,7.12%,8.91%,8.66%,8.28%,8.32%,8.78%,8.71%,7.44%,11.75%,12.96%,12.55%,12.65%,Upgrade
26,Earnings Yield,6.10%,6.96%,8.08%,6.14%,2.87%,1.49%,1.77%,3.48%,5.57%,6.83%,5.38%,4.73%,3.00%,3.67%,5.66%,5.92%,5.29%,6.30%,4.75%,4.68%,3.50%,Upgrade
27,FCF Yield,-12.05%,-13.75%,-24.67%,-9.77%,-6.89%,-4.85%,3.64%,-1.11%,-3.58%,-10.06%,-14.50%,-17.97%,-11.62%,-14.82%,-21.42%,-20.25%,-16.71%,-11.23%,-3.59%,-1.27%,0.50%,Upgrade
28,Dividend Yield,1.04%,-,-,-,1.01%,-,-,-,0.96%,-,-,-,0.53%,-,-,-,1.05%,-,-,-,0.62%,Upgrade
29,Payout Ratio,48.22%,84.52%,40.99%,23.48%,48.57%,17.09%,-,-,-,17.09%,56.10%,17.87%,39.50%,16.99%,57.96%,6.77%,13.14%,6.35%,60.83%,13.71%,3.73%,Upgrade
30,Buyback Yield / Dilution,-6.92%,-19.02%,1.44%,-10.75%,-6.52%,13.19%,-4.97%,0.18%,23.63%,-19.75%,-1.42%,-2.26%,-51.16%,-0.75%,-7.83%,-15.49%,-2.78%,-1.62%,-1.70%,-31.81%,-29.69%,Upgrade
31,Total Shareholder Return,-5.88%,-19.02%,1.44%,-10.75%,-5.51%,13.19%,-4.97%,0.18%,24.59%,-19.75%,-1.42%,-2.26%,-50.63%,-0.75%,-7.83%,-15.49%,-1.74%,-1.62%,-1.70%,-31.81%,-29.07%,Upgrade
