,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1224,802.29,1103,858.76,1421,1208,1292,1035,659.72,503.68,Upgrade
1,Trading Asset Securities,27.81,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,1252,802.29,1103,858.76,1421,1208,1292,1035,659.72,503.68,Upgrade
3,Cash Growth,13.43%,-6.58%,-22.33%,-28.91%,9.96%,16.72%,95.83%,105.48%,-55.71%,-53.81%,Upgrade
4,Accounts Receivable,4387,3931,3426,4144,4263,4639,5306,4555,4353,4454,Upgrade
5,Other Receivables,279.32,274.2,311.25,250.73,302.87,557.13,243.41,162.52,2414,592.29,Upgrade
6,Receivables,4666,4205,3737,4395,4566,5196,5550,4717,6768,5794,Upgrade
7,Inventory,3047,3207,2923,3164,3827,4231,3617,5035,3583,4576,Upgrade
8,Other Current Assets,515.46,582.86,803.18,846.79,698.71,444.85,263.75,360.14,535.65,134.06,Upgrade
9,Total Current Assets,9480,8797,8566,9264,10512,11080,10722,11147,11546,11007,Upgrade
10,"Property, Plant & Equipment",12892,13528,13755,14938,16051,17281,12981,13116,12222,12645,Upgrade
11,Long-Term Investments,2657,1546,1434,1542,597.34,618.69,1312,1256,1153,1185,Upgrade
12,Goodwill,534.41,534.41,587.84,587.84,587.84,587.84,0.41,0.41,0.41,0.41,Upgrade
13,Long-Term Deferred Tax Assets,46.06,47.19,67.73,62.18,54.81,56.54,59.49,56.52,60.36,75.43,Upgrade
14,Other Long-Term Assets,163.84,53.07,66.58,97.14,92.98,109.04,77.39,162.44,132.1,73,Upgrade
15,Total Assets,25773,24506,24478,26491,27897,29733,25958,26537,25114,24986,Upgrade
16,Accounts Payable,9059,6400,5251,6389,7178,8626,7414,7365,8032,7736,Upgrade
17,Accrued Expenses,-,381.01,-,429.56,-,511,-,383.34,-,337.91,Upgrade
18,Short-Term Debt,-,5088,-,5332,-,4829,407.89,4926,-,129.21,Upgrade
19,Current Portion of Long-Term Debt,5261,16.67,5810,56.93,5753,1005,3698,466.31,4331,5216,Upgrade
20,Current Portion of Leases,1.12,4.2,68.29,94.51,121.96,143.65,146.19,126.13,59.57,19.05,Upgrade
21,Current Income Taxes Payable,89.82,106.19,77.06,101.18,156.42,137.47,171.49,79.64,49.12,54.34,Upgrade
22,Current Unearned Revenue,270.9,283.3,245.39,405.29,358.08,672.95,480.42,383.86,319.69,289.75,Upgrade
23,Other Current Liabilities,-,650.8,1737,1209,1883,1093,973.73,720.3,1346,1066,Upgrade
24,Total Current Liabilities,14682,12930,13189,14018,15450,17017,13292,14450,14137,14848,Upgrade
25,Long-Term Debt,1414,1571,1379,1878,688.24,655.09,1014,1255,1520,980.8,Upgrade
26,Long-Term Leases,0.37,1.17,22.65,52.77,97.98,156.51,222.93,265.62,196.88,79.81,Upgrade
27,Long-Term Deferred Tax Liabilities,163.57,156.12,156.76,156.2,146.98,149.46,111.32,91.29,74.82,70.15,Upgrade
28,Other Long-Term Liabilities,-,26.7,1.18,50.06,29.28,95.38,-,-,-,-,Upgrade
29,Total Liabilities,16260,14685,14748,16154,16412,18074,14640,16062,15928,15979,Upgrade
30,Common Stock,63.22,63.22,63.22,63.22,65.56,65.79,65.79,65.79,65.79,65.79,Upgrade
31,Additional Paid-In Capital,1211,1211,1211,1211,1370,1395,1395,1395,1395,1395,Upgrade
32,Retained Earnings,7074,7058,7121,7110,7529,7133,6097,5431,5266,4966,Upgrade
33,Comprehensive Income & Other,993.04,1267,1085,1602,2189,2689,2591,2480,1475,1629,Upgrade
34,Total Common Equity,9341,9598,9480,9986,11154,11282,10148,9372,8202,8056,Upgrade
35,Minority Interest,172.5,222.68,249.81,351.22,330.75,377.13,1169,1104,983.41,951.68,Upgrade
36,Shareholders' Equity,9513,9821,9729,10337,11484,11660,11317,10475,9185,9008,Upgrade
37,Total Liabilities & Equity,25773,24506,24478,26491,27897,29733,25958,26537,25114,24986,Upgrade
38,Total Debt,6677,6681,7280,7414,6661,6789,5489,7039,6108,6424,Upgrade
39,Net Cash (Debt),-5425,-5879,-6176,-6555,-5240,-5581,-4197,-6004,-5448,-5921,Upgrade
40,Net Cash Per Share,-1.72,-1.86,-1.95,-2.03,-1.59,-1.70,-1.28,-1.83,-1.66,-1.80,Upgrade
41,Filing Date Shares Outstanding,3161,3161,3161,3161,3278,3289,3289,3289,3289,3289,Upgrade
42,Total Common Shares Outstanding,3161,3161,3161,3161,3278,3289,3289,3289,3289,3289,Upgrade
43,Working Capital,-5202,-4133,-4623,-4753,-4937,-5938,-2570,-3303,-2591,-3840,Upgrade
44,Book Value Per Share,2.95,3.04,3.00,3.16,3.40,3.43,3.09,2.85,2.49,2.45,Upgrade
45,Tangible Book Value,8806,9064,8892,9398,10566,10695,10148,9371,8202,8056,Upgrade
46,Tangible Book Value Per Share,2.79,2.87,2.81,2.97,3.22,3.25,3.09,2.85,2.49,2.45,Upgrade
47,Land,-,5300,-,5365,-,5779,-,4229,-,1614,Upgrade
48,Machinery,-,20338,-,20353,-,21559,-,18274,-,16166,Upgrade
49,Construction In Progress,-,399.77,-,359.94,-,369.73,-,447.44,-,3092,Upgrade
