,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,11781,19838,13073,6157,6157,5548,5149,4752,2376,1980,2013,Upgrade
1,Market Cap Growth,222.22%,222.22%,112.35%,10.96%,19.58%,16.75%,116.67%,140.00%,18.03%,-13.04%,27.08%,Upgrade
2,Enterprise Value,13383,20584,15027,8508,7155,8496,5183,5539,3587,2374,1706,Upgrade
3,Last Close Price,1.55,2.60,1.72,0.81,0.81,0.73,0.78,0.72,0.36,0.30,0.29,Upgrade
4,PE Ratio,27.36,46.08,26.30,18.14,11.96,11.15,28.84,60.14,15.31,10.17,12.58,Upgrade
5,Forward PE,28.62,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,1.39,2.33,1.78,1.48,1.69,1.25,1.33,1.26,0.83,0.96,0.97,Upgrade
7,PB Ratio,2.99,5.03,3.37,1.73,1.84,1.71,2.39,2.32,1.17,1.02,1.04,Upgrade
8,P/TBV Ratio,5.03,5.03,3.37,1.73,1.84,1.71,2.39,2.32,1.17,1.02,1.04,Upgrade
9,P/FCF Ratio,61.43,-,12.58,-15.50,-,40.66,-,3.84,-7.53,-,-,Upgrade
10,P/OCF Ratio,103.42,-,12.58,-15.51,-,40.39,-,3.84,-7.54,-,-,Upgrade
11,EV/Sales Ratio,1.57,2.42,2.04,2.04,1.96,1.92,1.34,1.46,1.25,1.16,0.82,Upgrade
12,EV/EBITDA Ratio,17.63,-,-,94.36,-,49.70,-,47.76,23.11,16.55,16.99,Upgrade
13,EV/EBIT Ratio,17.68,-,-,94.54,-,49.76,-,47.79,23.12,16.60,17.12,Upgrade
14,EV/FCF Ratio,69.78,-,14.46,-21.43,-,62.26,-,4.47,-11.36,-,-,Upgrade
15,Debt / Equity Ratio,0.70,0.70,0.45,0.70,0.72,0.70,1.41,0.64,0.97,0.83,0.55,Upgrade
16,Debt / FCF Ratio,14.30,-,1.70,-6.22,-,16.64,-,1.06,-6.21,-,-,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,1.80%,-,4.64%,-,3.95%,5.22%,5.45%,3.82%,Upgrade
18,Earnings Yield,3.65%,2.17%,3.80%,5.51%,8.36%,8.97%,3.47%,1.66%,6.53%,9.83%,7.95%,Upgrade
19,FCF Yield,1.63%,0.97%,7.95%,-6.45%,1.83%,2.46%,5.00%,26.05%,-13.28%,-75.07%,-34.12%,Upgrade
20,Dividend Yield,0.39%,0.12%,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,0.05%,-,0.09%,-12.92%,-15.26%,-1.98%,-,-,-,-,-,Upgrade
22,Total Shareholder Return,0.43%,0.12%,0.09%,-12.92%,-15.26%,-1.98%,-,-,-,-,-,Upgrade
