,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,4073,4429,2934,1236,2413,2014,1845,1937,925.63,1127,Upgrade
1,Revenue Growth (YoY),38.82%,258.40%,21.59%,-38.64%,30.75%,4.00%,99.36%,71.83%,-2.53%,2.30%,Upgrade
2,Cost of Revenue,4129,4484,2747,1283,2217,2000,1772,1843,816.74,1046,Upgrade
3,Gross Profit,-56.43,-54.73,186.66,-47.58,195.61,14.65,73.63,93.88,108.89,81.35,Upgrade
4,"Selling, General & Admin",31.27,40.59,30.2,37.59,24.36,32.8,22.7,29.72,18.32,29.7,Upgrade
5,Other Operating Expenses,-16.2,8.64,-13.55,-5.15,-11.21,-6.43,-1.4,0.6,-0.99,0.16,Upgrade
6,Operating Expenses,15.08,49.23,16.65,32.44,13.15,26.38,21.3,30.32,17.34,29.85,Upgrade
7,Operating Income,-71.51,-103.96,170,-80.02,182.45,-11.73,52.33,63.56,91.55,51.5,Upgrade
8,Interest Expense,-54.42,-72.22,-59.24,-37.7,-24,-31.34,-18.34,-22.26,-18.63,-9.59,Upgrade
9,Interest & Investment Income,15.23,11.85,6.1,5.52,0.43,1.65,-,3.85,5.25,5.46,Upgrade
10,Earnings From Equity Investments,446.73,485.77,120.23,266.75,256.61,196.92,8.15,7.75,48.04,45.03,Upgrade
11,Currency Exchange Gain (Loss),-,6.97,-,-,-,-,-,-,-,-,Upgrade
12,EBT Excluding Unusual Items,336.04,328.41,237.09,154.56,415.49,155.5,42.14,52.9,126.21,92.4,Upgrade
13,Asset Writedown,-12.16,-4.43,-1.6,-1.58,-1.32,-1.81,0.73,0.17,0.68,0.03,Upgrade
14,Pretax Income,323.88,323.98,235.49,152.98,414.17,153.7,42.87,53.07,126.9,92.43,Upgrade
15,Income Tax Expense,210.76,6.57,55.8,-6.82,59.04,11.23,6.84,10.07,14.68,9.96,Upgrade
16,Earnings From Continuing Operations,113.12,317.41,179.69,159.79,355.12,142.47,36.03,43,112.22,82.47,Upgrade
17,Net Income to Company,113.12,317.41,179.69,159.79,355.12,142.47,36.03,43,112.22,82.47,Upgrade
18,Net Income,113.12,317.41,179.69,159.79,355.12,142.47,36.03,43,112.22,82.47,Upgrade
19,Net Income to Common,113.12,317.41,179.69,159.79,355.12,142.47,36.03,43,112.22,82.47,Upgrade
20,Net Income Growth,-37.05%,98.64%,-49.40%,12.16%,885.55%,231.35%,-67.89%,-47.87%,44.73%,2.08%,Upgrade
21,Shares Outstanding (Basic),7601,7601,7601,7608,6731,6601,6601,6601,6601,6601,Upgrade
22,Shares Outstanding (Diluted),7601,7601,7601,7608,6731,6601,6601,6601,6601,6601,Upgrade
23,Shares Change (YoY),-,-0.09%,12.92%,15.26%,1.98%,-,-,-,-,-,Upgrade
24,EPS (Basic),0.01,0.04,0.02,0.02,0.05,0.02,0.01,0.01,0.02,0.01,Upgrade
25,EPS (Diluted),0.01,0.04,0.02,0.02,0.05,0.02,0.01,0.01,0.02,0.01,Upgrade
26,EPS Growth,-36.93%,99.36%,-55.27%,-2.57%,866.60%,230.80%,-67.89%,-47.98%,45.30%,2.42%,Upgrade
27,Free Cash Flow,-742.48,934.26,105.26,-502.35,615.11,-478.65,736.29,501.79,-817.41,-669.2,Upgrade
28,Free Cash Flow Per Share,-0.10,0.12,0.01,-0.07,0.09,-0.07,0.11,0.08,-0.12,-0.10,Upgrade
29,Dividend Per Share,0.003,-,-,-,-,-,-,-,-,-,Upgrade
30,Operating Margin,-1.76%,-2.35%,5.79%,-6.47%,7.56%,-0.58%,2.84%,3.28%,9.89%,4.57%,Upgrade
31,Profit Margin,2.78%,7.17%,6.12%,12.93%,14.72%,7.07%,1.95%,2.22%,12.12%,7.32%,Upgrade
32,Free Cash Flow Margin,-18.23%,21.09%,3.59%,-40.65%,25.49%,-23.76%,39.90%,25.91%,-88.31%,-59.38%,Upgrade
33,EBITDA,-71.33,-103.84,170.11,-79.94,182.59,-11.65,52.38,63.6,91.58,51.84,Upgrade
34,D&A For EBITDA,0.18,0.12,0.11,0.07,0.14,0.08,0.05,0.04,0.03,0.34,Upgrade
35,EBIT,-71.51,-103.96,170,-80.02,182.45,-11.73,52.33,63.56,91.55,51.5,Upgrade
