,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,4664,5921,3473,2242,5182,2797,3630,2302,5278,1477,2730,4694,3202,2361,2392,1975,2963,1426,963.55,1684,Upgrade
1,Other Revenue,-565.79,565.79,-,1341,-709.38,709.38,-,1469,-668.44,668.44,-,1612,-308.4,308.4,-,704.67,-278.88,278.88,-,897.35,Upgrade
2,Revenue,4099,6487,3473,3583,4473,3507,3630,3771,4609,2145,2730,6306,2893,2669,2392,2680,2684,1705,963.55,2582,Upgrade
3,Revenue Growth (YoY),-8.37%,84.99%,-4.30%,-4.98%,-2.96%,63.44%,32.95%,-40.20%,59.32%,-19.63%,14.11%,135.31%,7.77%,56.58%,148.30%,3.79%,0.88%,-31.07%,-59.21%,10.93%,Upgrade
4,Cost of Revenue,2168,5138,1832,2939,2717,1976,1951,3099,2950,1371,1425,5476,1311,1320,900.68,1852,976.24,1116,743.62,1510,Upgrade
5,Gross Profit,1930,1348,1641,643.73,1756,1531,1678,671.39,1659,774.13,1305,829.23,1582,1350,1492,827.43,1708,589.03,219.93,1072,Upgrade
6,"Selling, General & Admin",65.2,57.29,51.49,114.29,61.69,61.06,54.01,128.86,66.53,49.33,58.6,110.7,71.32,44.1,42.64,92.17,46.06,33.94,48.76,99.27,Upgrade
7,Other Operating Expenses,14.76,30.39,20.52,5.82,-8.3,10.21,16.44,109.71,24.85,5.61,28.76,193.23,22.32,30.81,20.34,77.38,18.61,10.69,19.18,50.89,Upgrade
8,Operating Expenses,79.85,80.6,72.01,126.24,44.45,76.03,74.64,236.46,93.01,60.76,87.36,312.86,93.54,74.91,62.99,169.63,64.68,44.64,67.94,150.12,Upgrade
9,Operating Income,1850,1267,1569,517.49,1712,1455,1604,434.92,1566,713.36,1217,516.37,1489,1275,1429,657.8,1644,544.39,151.99,921.81,Upgrade
10,Interest Expense,-228.88,-245.86,-,-267.36,-270.9,-270.47,-269.55,-279.41,-269.28,-279.16,-276.79,-281.04,-294.31,-158.2,-141.76,-98.31,-101.36,-131.15,-124.53,-115.6,Upgrade
11,Interest & Investment Income,303.49,756.29,297.4,353.28,516.14,382.92,241.23,625.86,431.75,655.99,177.62,236.66,274.84,515.09,203.58,187.01,287.76,149.29,1.31,130.45,Upgrade
12,Currency Exchange Gain (Loss),-12.97,12.97,-,-71.42,0.31,-0.31,-,-2.81,0.51,-0.51,-,-5.2,-0.12,0.12,-,9.31,0.2,-0.2,-,-1.24,Upgrade
13,Other Non Operating Income (Expenses),-9.01,0.19,-258.08,81.69,-84.04,-1.79,-4.35,9.07,-11.03,-2.32,-5.77,9.69,-12.37,3,-3.46,-35.02,4.15,28.87,-3.2,8.66,Upgrade
14,EBT Excluding Unusual Items,1903,1791,1608,613.68,1873,1565,1571,787.64,1718,1087,1112,476.49,1457,1635,1487,720.79,1834,591.2,25.57,944.09,Upgrade
15,Gain (Loss) on Sale of Investments,-154.23,65.93,-27.01,-133.24,143.57,47.45,28.15,-102.29,-75.77,61.43,-26.32,142.61,33.26,311.87,2.14,-32.26,15.34,98.38,-47.92,13.09,Upgrade
16,Gain (Loss) on Sale of Assets,-,-11.78,66.73,3.5,-,4.79,-,-3.02,-4.56,29.35,-,7.87,-,-,-0,-5.02,9.21,-9.21,-,-69.96,Upgrade
17,Asset Writedown,-4.69,-0.01,-,-14.59,-14.03,-0.28,-,-,0,-0,-,-6.98,0.37,-0.37,-,-,-,-,-,-,Upgrade
18,Other Unusual Items,-13.13,0.88,-,-15.93,-,-,-,-3.38,-3.4,3.4,-,20.3,-,-,-,33.27,-,-,-,-12.94,Upgrade
19,Pretax Income,1731,1846,1648,453.41,2003,1617,1599,678.94,1634,1182,1086,640.29,1490,1946,1489,716.79,1859,680.37,-22.35,874.28,Upgrade
20,Income Tax Expense,271.76,281.03,333.42,60.42,373.74,301.97,326.52,46.57,339.01,200.52,246.94,234.13,321.14,399.2,335.19,133.06,407.89,152.2,21.74,217.53,Upgrade
21,Earnings From Continuing Operations,1459,1565,1315,392.99,1629,1315,1273,632.37,1295,981.01,839.17,406.16,1169,1547,1154,583.73,1451,528.18,-44.09,656.76,Upgrade
22,Minority Interest in Earnings,-87.79,-63.44,-67.94,-16.49,-74.14,-60.19,-45.54,-17.29,-15.01,7.88,0.55,30.44,-5.26,-11.99,-9.92,-14.88,-41.21,-9.81,11.36,-16.03,Upgrade
23,Net Income,1371,1502,1247,376.5,1555,1255,1227,615.08,1280,988.89,839.72,436.6,1164,1535,1144,568.85,1410,518.36,-32.73,640.73,Upgrade
24,Net Income to Common,1371,1502,1247,376.5,1555,1255,1227,615.08,1280,988.89,839.72,436.6,1164,1535,1144,568.85,1410,518.36,-32.73,640.73,Upgrade
25,Net Income Growth,-11.81%,19.67%,1.61%,-38.79%,21.43%,26.89%,46.13%,40.88%,9.99%,-35.58%,-26.61%,-23.25%,-17.43%,196.15%,-,-11.22%,10.36%,-58.44%,-,-11.56%,Upgrade
26,Shares Outstanding (Basic),5038,5037,5038,5038,5039,5037,5037,5037,5039,5038,5037,5037,5039,5036,5038,5038,5039,5041,5035,5039,Upgrade
27,Shares Outstanding (Diluted),5038,5037,5038,5038,5039,5037,5037,5037,5039,5038,5037,5037,5039,5036,5038,5038,5039,5041,5035,5039,Upgrade
28,Shares Change (YoY),-0.02%,-0.00%,0.01%,0.02%,-0.02%,-0.01%,-0.00%,-0.01%,0.01%,0.03%,-0.02%,-0.02%,0.00%,-0.09%,0.07%,-0.00%,0.04%,0.07%,-0.08%,0.04%,Upgrade
29,EPS (Basic),0.27,0.30,0.25,0.07,0.31,0.25,0.24,0.12,0.25,0.20,0.17,0.09,0.23,0.30,0.23,0.11,0.28,0.10,-0.01,0.13,Upgrade
30,EPS (Diluted),0.27,0.30,0.25,0.07,0.31,0.25,0.24,0.12,0.25,0.20,0.17,0.09,0.23,0.30,0.23,0.11,0.28,0.10,-0.01,0.13,Upgrade
31,EPS Growth,-11.79%,19.67%,1.60%,-38.81%,21.45%,26.90%,46.13%,40.85%,9.99%,-35.60%,-26.60%,-23.23%,-17.43%,196.40%,-,-11.22%,10.31%,-58.47%,-,-11.60%,Upgrade
32,Free Cash Flow,1692,-2350,1017,435.67,713.01,1491,948.52,-32.5,-156.59,810.07,867.84,436.95,-735.43,1408,-184.13,218.75,121.19,-573.97,-874.06,-1048,Upgrade
33,Free Cash Flow Per Share,0.34,-0.47,0.20,0.09,0.14,0.30,0.19,-0.01,-0.03,0.16,0.17,0.09,-0.15,0.28,-0.04,0.04,0.02,-0.11,-0.17,-0.21,Upgrade
34,Dividend Per Share,-,-,-,0.470,-,-,-,0.460,-,-,-,0.460,-,-,-,0.460,-,-,-,0.460,Upgrade
35,Dividend Growth,-,-,-,2.17%,-,-,-,0%,-,-,-,0%,-,-,-,0%,-,-,-,0%,Upgrade
