,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,13330,43982,60392,38964,47215,22618,47443,27552,78817,96103,91569,84809,103852,81793,60894,47673,91611,90401,50689,63960,Upgrade
1,Short-Term Investments,-,3000,3000,3000,-,4500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,13330,46982,63392,41964,47215,27118,47443,27552,78817,96103,91569,84809,103852,81793,60894,47673,91611,90401,50689,63960,Upgrade
3,Cash Growth,-71.77%,73.25%,33.62%,52.31%,-40.09%,-71.78%,-48.19%,-67.51%,-24.11%,17.49%,50.37%,77.90%,13.36%,-9.52%,20.13%,-25.47%,-30.45%,16.85%,-30.75%,6.96%,Upgrade
4,Accounts Receivable,42612,40885,70165,49076,28426,22302,60587,74126,73565,65520,108016,56520,76988,72033,78652,82017,102650,121562,117841,102047,Upgrade
5,Other Receivables,6364,2355,12270,9254,18557,10251,16473,16426,13560,9087,7531,7032,14400,5217,4671,2737,700.28,2103,105446,84875,Upgrade
6,Receivables,178976,173240,212436,213330,201982,207553,172060,185552,187125,154607,195547,143552,171389,132250,152322,153754,158350,153666,253287,186922,Upgrade
7,Inventory,115015,143305,147171,142324,68204,84130,108056,78112,48870,68241,74276,85498,39846,74751,83594,82356,37139,94306,107619,166235,Upgrade
8,Prepaid Expenses,1226,1452,1377,1466,1323,2240,1299,1689,696.63,1003,804.29,616.28,226.63,301.42,561.35,327.35,322.25,391.52,388.71,457.32,Upgrade
9,Other Current Assets,11852,15593,10423,34060,11447,12290,25411,35785,12071,9522,8708,15401,9345,7617,9949,15890,7155,5900,5271,12867,Upgrade
10,Total Current Assets,320398,380571,434799,433144,330171,333331,354270,328690,327580,329475,370905,329876,324658,296713,307321,299999,294578,344665,417255,430442,Upgrade
