,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,977.23,1718,1740,3012,5348,7429,8858,9610,6046,12286,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,35.85,31.96,-,-,Upgrade
2,Cash & Short-Term Investments,977.23,1718,1740,3012,5348,7429,8894,9642,6046,12286,Upgrade
3,Cash Growth,-43.83%,-42.96%,-67.47%,-59.46%,-39.87%,-22.95%,47.11%,-21.52%,-14.59%,202.64%,Upgrade
4,Accounts Receivable,444.13,502.56,685,737.28,618.77,781.94,995.74,1321,994.73,2316,Upgrade
5,Other Receivables,16797,18356,19188,20010,20677,20663,22279,16676,17282,25520,Upgrade
6,Receivables,17241,18858,19873,20747,21296,21445,23275,17997,18277,27836,Upgrade
7,Inventory,80355,80977,92667,95210,106007,105065,106194,104423,57851,91289,Upgrade
8,Prepaid Expenses,3367,3426,4681,4849,5525,6350,6195,4958,2075,4257,Upgrade
9,Other Current Assets,2821,3643,4258,4365,4850,7248,9771,8423,10249,9777,Upgrade
10,Total Current Assets,104761,108621,123218,128183,143027,147537,154328,145442,94498,145444,Upgrade
11,"Property, Plant & Equipment",2660,2397,2574,2176,1107,1108,1537,1565,1201,1341,Upgrade
12,Long-Term Investments,5776,5777,6306,6312,6033,5866,4394,4236,1128,2968,Upgrade
13,Other Intangible Assets,1,1.03,1.05,1.07,1.09,1.12,1.14,1.16,1.18,1.21,Upgrade
14,Long-Term Deferred Tax Assets,1870,1887,1781,1798,1773,1824,1699,1619,753.48,1090,Upgrade
15,Other Long-Term Assets,8962,9554,10387,11181,12404,12410,11785,12125,10993,9191,Upgrade
16,Total Assets,124030,128236,144267,149651,164346,168746,173745,164989,108575,160036,Upgrade
17,Accounts Payable,27126,27253,26662,27332,26547,28668,24308,25135,14030,24219,Upgrade
18,Accrued Expenses,1926,1882,1839,1986,983.64,1685,1495,1497,424.28,1017,Upgrade
19,Short-Term Debt,-,13537,-,13469,-,-,-,-,-,-,Upgrade
20,Current Portion of Long-Term Debt,10661,7500,10677,10315,9186,9282,10613,11048,5546,9493,Upgrade
21,Current Portion of Leases,51.31,52.85,69.47,119.95,116.58,109.08,117.3,89.12,3.25,91.95,Upgrade
22,Current Income Taxes Payable,8425,8067,7809,7336,6887,6983,5592,5459,2523,4326,Upgrade
23,Current Unearned Revenue,26674,29524,41632,44799,60393,56909,61958,53175,37115,46812,Upgrade
24,Other Current Liabilities,25082,11730,27149,13730,27781,28849,30413,30746,19406,37669,Upgrade
25,Total Current Liabilities,99945,99547,115839,119088,131895,132483,134495,127149,79047,123628,Upgrade
26,Long-Term Debt,3693,6901,4354,5407,7515,10456,14441,13641,11203,11433,Upgrade
27,Long-Term Leases,351.99,370.83,208.11,423.68,508.84,542.47,377.45,407.36,0.75,491.04,Upgrade
28,Long-Term Deferred Tax Liabilities,1168,1360,1388,1520,1691,1660,1648,1649,1461,1535,Upgrade
29,Total Liabilities,105159,108178,121789,126438,141610,145142,150962,142847,91712,137087,Upgrade
30,Common Stock,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,Upgrade
31,Additional Paid-In Capital,3413,3413,3413,3413,3413,3413,3413,3413,3413,3413,Upgrade
32,Retained Earnings,8380,8863,10696,10614,10239,10850,10121,9392,7415,7421,Upgrade
33,Comprehensive Income & Other,-291.5,-304.45,-350.34,-352.32,-354.82,-442.98,-495.6,-505.49,1299,3149,Upgrade
34,Total Common Equity,12633,13103,14891,14807,14430,14952,14171,13431,13260,15115,Upgrade
35,Minority Interest,6238,6955,7587,8405,8306,8652,8612,8711,3603,7835,Upgrade
36,Shareholders' Equity,18871,20058,22478,23212,22736,23603,22783,22142,16862,22949,Upgrade
37,Total Liabilities & Equity,124030,128236,144267,149651,164346,168746,173745,164989,108575,160036,Upgrade
38,Total Debt,14758,28362,15309,29735,17326,20390,25549,25185,16754,21509,Upgrade
39,Net Cash (Debt),-13781,-26645,-13569,-26723,-11978,-12960,-16655,-15543,-10708,-9222,Upgrade
40,Net Cash Per Share,-4.98,-9.62,-4.90,-9.65,-4.33,-4.68,-6.01,-5.61,-3.87,-3.33,Upgrade
41,Filing Date Shares Outstanding,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,Upgrade
42,Total Common Shares Outstanding,2769,2769,2769,2769,2769,2769,2769,2769,2769,2769,Upgrade
43,Working Capital,4815,9074,7379,9095,11132,15054,19833,18293,15450,21817,Upgrade
44,Book Value Per Share,4.27,4.44,5.09,5.06,4.92,5.11,4.83,4.57,4.79,5.46,Upgrade
45,Tangible Book Value,12632,13102,14890,14806,14429,14951,14170,13430,13259,15114,Upgrade
46,Tangible Book Value Per Share,4.27,4.44,5.09,5.06,4.92,5.11,4.83,4.57,4.79,5.46,Upgrade
47,Buildings,-,508.74,-,508.74,-,509.48,-,1415,-,1396,Upgrade
48,Machinery,-,442.59,-,439.92,-,439.84,-,449.75,-,427.24,Upgrade
49,Construction In Progress,-,1780,-,1498,-,363.62,-,282.03,-,-,Upgrade
50,Leasehold Improvements,-,145.17,-,141.31,-,129.46,-,124.75,-,107.89,Upgrade
