,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Feb '25 Feb 26, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,650806,652737,519486,573559,533004,845854,567765,646943,702947,789850,818818,926964,1444518,635356,517555,521417,482875,517642,561972,461628,346897,Upgrade
1,Market Cap Growth,-22.83%,-22.83%,-8.50%,-11.34%,-24.18%,7.09%,-30.66%,-30.21%,-51.34%,24.32%,58.21%,77.78%,199.15%,22.74%,-7.90%,12.95%,39.20%,-19.52%,-13.92%,-9.47%,-32.48%,Upgrade
2,Enterprise Value,704797,739696,584274,617098,520905,834453,557486,636177,692181,779084,808051,880259,1397814,621771,595374,605238,577664,611706,666012,566042,461724,Upgrade
3,Last Close Price,16850.00,16900.00,13450.00,14850.00,13800.00,21900.00,14700.00,16750.00,18200.00,20450.00,21200.00,24000.00,37400.00,16450.00,13400.00,13500.00,12500.00,13400.00,14550.00,11950.00,8980.00,Upgrade
4,PE Ratio,128.63,128.95,514.47,-,714.88,-,-2.86,-,-3.50,-,-,-,-94.07,-,-,-,-20.03,-,-,-,-,Upgrade
5,PS Ratio,22.50,22.56,24.34,29.85,27.77,45.06,30.52,36.02,39.56,45.61,13.14,10.62,32.99,7.24,5.65,4.95,2.50,2.72,2.79,1.09,0.79,Upgrade
6,PB Ratio,1.44,1.45,1.16,1.29,1.19,1.90,1.27,1.45,1.58,1.78,-,1.44,2.25,0.99,0.86,0.87,0.82,0.88,0.93,0.76,0.57,Upgrade
7,P/TBV Ratio,1.45,1.45,1.16,1.29,1.19,1.90,1.27,1.45,1.58,1.78,-,1.44,2.25,0.99,0.87,0.88,0.93,1.00,1.04,0.85,0.64,Upgrade
8,P/FCF Ratio,-,-9.80,-,-,-,947.33,5627.76,-,-,-,10.49,10.24,21.11,48.51,-5.97,-11.93,-,-,8.60,80.90,-13.55,Upgrade
9,P/OCF Ratio,18.46,18.46,-,101.50,-,766.08,91.65,-,7.36,10.97,7.76,9.91,20.36,40.63,-5.79,-13.43,-,-,8.40,78.80,-10.97,Upgrade
10,EV/Sales Ratio,24.36,25.56,27.38,32.11,27.14,44.45,29.96,35.42,38.96,44.99,12.97,10.09,31.93,7.08,6.50,-,2.99,3.22,3.31,1.33,1.05,Upgrade
11,EV/EBITDA Ratio,61.69,64.74,174.01,-,696.20,-,-2.80,-,-3.43,-,-,-,-,-,-520.29,351.94,54.92,-,18.53,13.79,10.35,Upgrade
12,EV/EBIT Ratio,77.77,81.62,224.13,-,979.83,-,-2.80,-,-3.43,-,-,-,-,-,-,-,-38.97,-,-,37.20,28.43,Upgrade
13,EV/FCF Ratio,-10.58,-11.11,-,-,-,934.56,5525.87,-,-,-,10.36,9.73,20.42,47.48,-6.87,-13.84,-,-,10.19,99.19,-18.03,Upgrade
14,Debt / Equity Ratio,0.24,0.24,0.24,0.22,0.13,-,-,-,-,-,-,-,-,-,0.00,0.15,0.17,0.17,0.17,0.19,0.19,Upgrade
15,Debt / EBITDA Ratio,9.59,3.51,7.69,-,34.58,-,-,-,-,-,-,-,-,-,0.01,15.80,3.72,-,5.09,2.76,3.78,Upgrade
