,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,12568,7188,4315,4867,4973,5063,4289,4447,4808,4415,4098,3997,49797,29362,-39375,47990,53593,43203,48249,45144,Upgrade
1,Revenue Growth (YoY),152.74%,41.98%,0.62%,9.44%,3.44%,14.66%,4.66%,11.25%,-90.35%,-84.96%,-,-91.67%,-7.08%,-32.04%,-,6.30%,-17.34%,-83.77%,-24.56%,-11.05%,Upgrade
2,Cost of Revenue,3950,1528,1479,1659,1472,1403,1296,1005,1177,1196,1380,1175,48184,27372,-37169,39538,43769,37721,38039,37589,Upgrade
3,Gross Profit,8619,5660,2836,3207,3501,3660,2993,3442,3630,3219,2718,2822,1614,1990,-2206,8451,9823,5482,10210,7554,Upgrade
4,"Selling, General & Admin",2468,2703,3242,2846,3806,2960,3218,3120,203524,3874,4459,3344,6892,3671,2226,7558,27998,6844,6389,6505,Upgrade
5,Operating Expenses,2468,2703,3242,2846,3806,2960,3218,3120,203524,3874,4459,3344,6892,3671,2226,7558,27998,6844,6389,6505,Upgrade
6,Operating Income,6151,2957,-405.8,361.27,-305.27,700.32,-224.69,321.7,-199893,-654.53,-1741,-521.87,-5278,-1681,-4432,893.73,-18175,-1362,3821,1050,Upgrade
7,Interest Expense,-2482,-794.42,-,-,-,-,-,-,-,-,-,-,-,-303.08,-,-1429,-2100,-2299,-2831,-2403,Upgrade
8,Interest & Investment Income,160.69,263.15,245,3.87,4.77,4.03,3.9,12.37,10.59,4.16,6.52,1976,2830,2572,1801,1384,1524,92.72,153.29,110.9,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-74.38,-,2.08,-2.08,-1778,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),0.45,-,-1398,-,78.42,133.65,0.27,10.27,4.11,-0.13,20,10.72,7453,-127.98,-1945,-142.04,138.81,-109.09,-309.04,-125.44,Upgrade
11,EBT Excluding Unusual Items,3830,2425,-1559,365.14,-222.08,838,-220.52,344.33,-199879,-650.49,-1715,1465,4931,459.69,-4574,704.53,-20390,-3677,834.21,-1368,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-30084,-,-598.62,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,22025,-,-,-,-31.82,-,-,45.45,Upgrade
14,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135.41,-,-,-,Upgrade
15,Pretax Income,3830,2425,-1559,365.14,-222.08,838,-220.52,344.33,-199879,-650.49,-1715,1465,-3128,459.69,-5172,704.53,-20286,-3677,834.21,-1323,Upgrade
16,Income Tax Expense,-,-,-,-,-,-,14.95,-,-618.32,-80.32,-248.37,347.39,2881,771.87,5261,362.23,182.43,28.13,1094,196.54,Upgrade
17,Earnings From Continuing Operations,3830,2425,-1559,365.14,-222.08,838,-235.47,344.33,-199260,-570.18,-1466,1117,-6009,-312.18,-10433,342.3,-20469,-3705,-260.28,-1519,Upgrade
18,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,246.87,30.12,3.47,-3.47,-3.16,16.81,-23.42,3.28,Upgrade
19,Net Income,3830,2425,-1559,365.14,-222.08,838,-235.47,344.33,-199260,-570.18,-1466,1117,-5762,-282.06,-10430,338.84,-20472,-3688,-283.7,-1516,Upgrade
20,Net Income to Common,3830,2425,-1559,365.14,-222.08,838,-235.47,344.33,-199260,-570.18,-1466,1117,-5762,-282.06,-10430,338.84,-20472,-3688,-283.7,-1516,Upgrade
21,Net Income Growth,-,189.42%,-,6.04%,-,-,-,-69.18%,-,-,-,229.76%,-,-,-,-,-,-,-,-,Upgrade
22,Shares Outstanding (Basic),39,38,39,41,39,38,39,38,39,-,39,-,39,40,39,39,39,39,39,39,Upgrade
23,Shares Outstanding (Diluted),39,38,39,41,39,38,39,38,39,-,39,-,39,40,39,39,39,39,39,39,Upgrade
24,Shares Change (YoY),0.17%,1.07%,-0.71%,6.04%,0.00%,-,1.61%,-,-0.57%,-,0.02%,-,0.25%,3.80%,-0.02%,-0.01%,0.30%,1.66%,-0.01%,0.27%,Upgrade
25,EPS (Basic),99.00,63.00,-40.00,9.00,-5.75,22.00,-6.00,9.00,-5159.10,-,-37.96,-,-148.34,-7.00,-270.08,8.77,-528.31,-95.00,-7.34,-39.24,Upgrade
26,EPS (Diluted),99.00,63.00,-40.00,9.00,-5.75,22.00,-6.00,9.00,-5159.10,-,-37.96,-,-148.34,-7.00,-270.08,8.77,-528.33,-95.00,-7.76,-39.24,Upgrade
27,EPS Growth,-,186.36%,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
