,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,88.3,73.42,61.98,147.07,60.56,79.53,68.14,104.6,67.91,68.64,45.21,138.97,320.35,40.57,-,40.94,-,-,-
1,Cash & Short-Term Investments,88.3,73.42,61.98,147.07,60.56,79.53,68.14,104.6,67.91,68.64,45.21,138.97,320.35,40.57,40.94,40.94,-,-,85.33
2,Cash Growth,45.81%,-7.68%,-9.05%,40.61%,-10.83%,15.87%,50.73%,-24.73%,-78.80%,69.16%,10.43%,239.45%,-,-,-52.02%,-,-,-,-
3,Accounts Receivable,663.77,637.58,605.98,580.5,593.54,564.38,508.96,488.2,489.38,477.69,455.23,441.77,446.05,436.34,-,431.6,-,-,-
4,Other Receivables,7.34,7.68,8.37,8.47,8.38,9.41,8.4,7.47,9.5,9.06,8.16,7.92,9.26,9.12,-,10.14,-,-,-
5,Receivables,671.11,645.26,614.35,588.96,601.92,573.79,517.35,495.66,498.88,486.76,463.39,449.68,455.31,445.46,-,441.75,-,-,-
6,Inventory,33.66,36.39,22.85,23.9,32.79,32.01,35.22,26.66,29.43,34.64,23.44,30.22,19.87,8.83,-,10.04,-,-,-
7,Other Current Assets,25.84,28.67,25.26,25.83,27.82,30.97,31.3,29.62,30.05,29.15,31.02,28.96,25.44,33.39,-,26.74,-,-,-
8,Total Current Assets,818.91,783.74,724.44,785.77,723.09,716.3,652.01,656.54,626.28,619.18,563.07,647.84,820.98,528.26,-,519.47,-,-,-
9,"Property, Plant & Equipment",401.11,405.26,415.27,423.44,433.38,437.06,446.07,449.02,453.23,449.48,444.48,447.45,445.72,451.85,-,360.25,-,-,-
10,Long-Term Investments,-,-,-,-,-,-,-,-,-,8.04,-,-,-,-,-,-,-,-,-
11,Goodwill,39.66,39.66,39.66,39.66,39.72,34.46,28.8,28.8,28.8,-,-,-,-,-,-,-,-,-,-
12,Other Intangible Assets,43.02,43.28,43.54,43.81,43.69,43.94,44.13,44.4,44.64,44.88,45.53,45.37,45.61,45.86,-,46.34,-,-,-
13,Long-Term Deferred Tax Assets,44.1,39.55,35.2,35.2,55.62,52,53.35,49.92,55.01,51.09,45.08,39.71,39.06,34.97,-,19.47,-,-,-
14,Long-Term Deferred Charges,5.56,6.05,6.75,6.58,6.03,3.93,3.02,3.22,2.3,1.95,2.05,0.02,0.02,0.03,-,0.05,-,-,-
15,Other Long-Term Assets,-,-,-,-,0.09,1.61,0.01,0.01,-,-,-,1.83,-,1.03,-,2.74,-,-,-
16,Total Assets,1352,1318,1265,1334,1302,1289,1227,1232,1210,1175,1100,1182,1351,1062,-,948.33,-,-,-
17,Accounts Payable,72.38,83.76,52.1,100,93.47,107.5,86.69,114.98,119.17,135.78,97.97,169.97,182,155.84,-,142.73,-,-,-
