,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jan '25 Jan 15, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,52,60,24,69,70,96,169,189,220,220,250,Upgrade
1,Market Cap Growth,-12.50%,-12.50%,-64.91%,-28.21%,-58.70%,-49.35%,-23.33%,-14.44%,-11.76%,-23.08%,-19.05%,Upgrade
2,Enterprise Value,1360,1399,1369,1472,1530,1776,1866,2001,1771,1778,2155,Upgrade
3,Last Close Price,4.25,4.90,2.00,5.60,5.70,7.80,13.80,15.40,18.00,18.00,20.40,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,3.07,6.36,-,-,Upgrade
5,PS Ratio,0.21,0.24,0.09,0.39,0.50,0.26,0.31,0.14,0.19,73.73,70.54,Upgrade
6,PB Ratio,0.11,0.06,0.02,0.06,0.06,0.07,0.08,0.08,0.09,0.11,0.12,Upgrade
7,P/TBV Ratio,0.13,0.13,0.05,0.14,0.13,0.15,0.17,0.16,0.18,0.21,0.23,Upgrade
8,P/FCF Ratio,1.10,1.26,1.60,-,-,-4.82,-,1.47,-,0.49,0.42,Upgrade
9,P/OCF Ratio,1.25,1.25,1.47,-0.74,-,-5.04,-,1.41,-,0.49,0.42,Upgrade
10,EV/Sales Ratio,5.49,5.65,5.18,8.39,10.99,4.90,3.44,1.43,1.55,594.77,608.44,Upgrade
11,EV/EBITDA Ratio,105.80,-,124.52,-,-,-,-,3.69,4.06,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-532.05,-,-,-,-,3.72,4.08,-,-,Upgrade
13,EV/FCF Ratio,28.61,29.44,89.63,-,-,-89.69,-,15.58,-,3.96,3.64,Upgrade
14,Debt / Equity Ratio,0.66,0.66,0.64,0.66,0.59,0.53,0.39,0.29,0.34,0.35,0.37,Upgrade
15,Debt / FCF Ratio,15.21,15.21,48.12,-,-,-38.33,-,5.34,-,1.56,1.29,Upgrade
16,Return on Capital Employed (ROCE),-,-,-0.14%,-,-,-,-,18.02%,15.08%,-,-,Upgrade
17,Earnings Yield,-80.24%,-69.59%,-191.98%,-153.47%,-562.43%,-575.49%,-132.69%,32.54%,15.73%,-46.89%,-40.51%,Upgrade
18,FCF Yield,91.31%,79.20%,62.35%,-137.32%,-104.74%,-20.73%,82.61%,68.09%,17.24%,203.91%,237.28%,Upgrade
19,Buyback Yield / Dilution,-,-,0.00%,0.00%,26.77%,42.71%,-36.56%,-74.56%,0.00%,26.03%,Upgrade,
20,Total Shareholder Return,-,-,0.00%,0.00%,26.77%,42.71%,-36.56%,-74.56%,0.00%,26.03%,Upgrade,
