,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Feb '25 Feb 28, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,79,68,101,169,363,489,431,371,236,283,352,Upgrade
1,Market Cap Growth,-60.00%,-60.00%,-72.12%,-65.36%,-15.66%,31.82%,82.67%,31.11%,-32.94%,-46.39%,-43.78%,Upgrade
2,Enterprise Value,90,55,139,204,407,471,396,303,136,268,353,Upgrade
3,Last Close Price,0.23,0.19,0.29,0.48,1.04,1.40,1.37,1.18,0.75,0.90,1.33,Upgrade
4,PE Ratio,-,-,-,-,-,-70.76,-,-,-,-,-,Upgrade
5,PS Ratio,4.42,3.80,1.05,0.76,1.00,1.13,0.98,0.91,0.88,1.76,2.38,Upgrade
6,PB Ratio,0.81,0.66,0.86,1.39,2.29,2.70,3.70,2.58,1.57,1.75,3.16,Upgrade
7,P/TBV Ratio,1.22,1.22,0.86,1.41,2.32,2.73,3.77,2.62,1.59,1.77,3.22,Upgrade
8,P/FCF Ratio,1.56,-,2.31,-,-3.77,-,-,-,5.06,10.44,-,Upgrade
9,P/OCF Ratio,1.53,-,2.31,-,-3.77,-,-,-,5.06,10.44,-,Upgrade
10,EV/Sales Ratio,5.03,3.06,1.45,0.92,1.12,1.08,0.90,0.75,0.51,1.67,2.39,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,15.09,23.35,84.29,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,15.10,23.39,85.67,-,-,-,Upgrade
13,EV/FCF Ratio,2.06,-,3.18,-,-4.22,-,-,-,2.92,9.91,-,Upgrade
14,Debt / Equity Ratio,0.35,0.35,0.29,0.32,0.30,0.26,0.02,0.02,0.02,0.02,0.12,Upgrade
15,Debt / FCF Ratio,0.82,-,0.78,-,-0.50,-,-,-,0.05,0.10,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,17.19%,14.39%,2.43%,-,-,-,Upgrade
17,Earnings Yield,-37.00%,-43.11%,-37.83%,-31.21%,0.36%,-1.41%,-7.35%,-4.28%,-6.36%,-1.20%,-25.04%,Upgrade
18,FCF Yield,55.16%,64.26%,43.26%,8.16%,-26.55%,-26.34%,-11.29%,-4.49%,19.75%,9.58%,-4.64%,Upgrade
19,Buyback Yield / Dilution,-0.02%,-,-0.05%,-2.19%,-11.05%,-8.73%,0.00%,-1.42%,-8.44%,-1.60%,-,Upgrade
20,Total Shareholder Return,-0.02%,-,-0.05%,-2.19%,-11.05%,-8.73%,0.00%,-1.42%,-8.44%,-1.60%,-,Upgrade
