,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,57555,13173,3854,56256,11064,46500,106657,60473,127304,144680,111753,80155,68066,59879,44859,38412,56635,38533,17649,10172,Upgrade
1,Short-Term Investments,213597,196376,154165,107978,145405,88073,56024,61756,15000,48000,48000,-,-,-,-,-,7000,7000,8500,8500,Upgrade
2,Trading Asset Securities,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,217.15,217.15,217.15,217.15,217.15,217.15,Upgrade
3,Cash & Short-Term Investments,271181,209579,158048,164263,156499,134603,162711,122258,142333,192709,159782,80185,68096,59909,45076,38629,63852,45750,26366,18889,Upgrade
4,Cash Growth,73.28%,55.70%,-2.87%,34.36%,9.95%,-30.15%,1.83%,52.47%,109.02%,221.67%,254.47%,107.57%,6.65%,30.95%,70.96%,104.51%,30.07%,-39.46%,-61.00%,-74.39%,Upgrade
5,Accounts Receivable,43951,49670,37240,39506,41008,23854,31322,41890,33514,35376,66008,51966,39550,29881,29709,28459,32016,44713,38845,34906,Upgrade
6,Other Receivables,3444,3426,1996,33090,3247,2169,1869,1739,832.02,1733,635.31,663.58,301.49,965.66,571.24,683.92,955.47,2234,10213,1889,Upgrade
7,Receivables,47395,73096,59236,72596,74255,26023,33191,43629,34346,37109,66644,52630,39852,30846,30281,29143,32971,46947,49058,36795,Upgrade
8,Inventory,108902,103386,115091,94890,91616,84844,108533,104695,108132,128916,147224,149647,176659,179911,168718,161620,154960,149972,133624,149540,Upgrade
9,Prepaid Expenses,285.03,844.21,1633,2322,300.22,896.53,1865,2613,3389,187.87,196.98,260.37,441.66,236.21,489.77,577.81,530.03,189.01,170.97,213.85,Upgrade
10,Other Current Assets,10728,15327,16380,23221,14918,12735,21701,15591,11725,13856,5580,7363,10288,7843,11293,11610,6006,6307,4586,3888,Upgrade
11,Total Current Assets,438492,402232,350388,357292,337588,259102,328001,288786,299926,372778,379427,290085,295336,278746,255858,241580,258320,249165,213805,209326,Upgrade
12,"Property, Plant & Equipment",107422,104715,95716,94297,87704,88970,90754,88604,87338,78857,80482,83219,74254,68000,64966,60042,60758,56885,56374,56502,Upgrade
13,Long-Term Investments,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,187202,Upgrade
