,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Market Capitalization,185,179,275,251,233,237,216,228,231,219,228,234,273,261,258,255,288,146,143,282,300,Upgrade
1,Market Cap Growth,-24.37%,-24.37%,27.23%,10.06%,0.87%,8.22%,-5.26%,-2.56%,-15.38%,-16.09%,-11.63%,-8.24%,-5.21%,79.01%,80.67%,-9.57%,-4.00%,-14.74%,-50.93%,-17.54%,-7.41%,Upgrade
2,Enterprise Value,163,146,241,207,189,213,192,216,219,211,220,205,244,236,233,237,270,137,134,278,296,Upgrade
3,Last Close Price,0.31,0.30,0.45,0.41,0.38,0.39,0.34,0.36,0.37,0.35,0.36,0.37,0.43,0.41,0.40,0.39,0.44,0.22,0.22,0.43,0.46,Upgrade
4,PE Ratio,16.78,16.22,24.81,18.11,15.47,18.39,11.18,11.93,12.51,11.80,24.39,31.35,85.20,31.62,17.69,-,15.13,8.74,13.48,45.39,71.85,Upgrade
5,PS Ratio,1.23,1.19,1.83,1.70,1.54,1.58,1.33,1.34,1.42,1.44,1.85,2.12,2.75,2.44,2.16,2.15,2.41,1.30,1.47,2.97,3.05,Upgrade
6,PB Ratio,1.41,1.35,2.07,1.98,1.84,1.86,1.82,1.92,-,1.87,2.24,2.30,-,2.50,2.57,2.54,-,1.51,1.68,3.32,-,Upgrade
7,P/TBV Ratio,1.37,1.37,2.10,2.01,1.86,1.86,1.83,1.93,-,1.87,2.23,2.29,-,2.49,2.56,2.53,-,1.51,1.68,3.31,-,Upgrade
8,EV/Sales Ratio,1.08,0.96,1.61,1.40,1.25,1.42,1.18,1.27,1.35,1.39,1.78,1.86,2.46,2.21,1.95,1.99,2.26,1.22,1.38,2.92,3.01,Upgrade
9,EV/EBITDA Ratio,7.28,7.45,12.41,9.31,9.23,12.84,8.59,9.52,9.61,9.26,16.62,19.39,42.16,21.06,13.03,-,11.44,6.45,8.87,26.89,39.49,Upgrade
10,EV/EBIT Ratio,8.73,7.95,13.26,9.83,9.77,13.75,9.01,9.99,10.09,9.80,18.39,22.42,58.00,24.56,14.44,-,12.37,7.15,10.30,35.03,61.75,Upgrade
11,Debt / Equity Ratio,0.12,0.12,0.12,0.12,0.12,0.09,0.12,0.12,-,0.16,0.16,0.16,-,0.09,0.10,0.10,-,0.10,0.13,0.13,-,Upgrade
12,Debt / EBITDA Ratio,0.75,0.81,0.81,0.66,0.66,0.65,0.48,0.99,-,0.47,0.52,1.10,-,4.17,0.50,-,-,0.35,0.46,0.75,-,Upgrade
13,Asset Turnover,0.77,0.80,0.83,0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,5.01,4.40,5.50,7.06,6.40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,2.01,2.01,2.01,2.30,2.30,2.24,-,2.05,-,1.73,-,1.63,-,2.52,-,2.80,-,2.39,-,1.94,-,Upgrade
16,Current Ratio,2.47,2.47,2.47,2.62,2.62,2.60,-,2.37,-,2.12,-,2.21,-,2.97,-,3.21,-,2.74,-,2.38,-,Upgrade
17,Return on Equity (ROE),9.92%,10.17%,9.14%,9.10%,10.14%,19.84%,-,-,34.89%,22.23%,-,-,0.85%,15.09%,-,-,29.24%,22.41%,-,-,Upgrade,
18,Return on Assets (ROA),5.29%,5.51%,6.86%,6.86%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),6.98%,7.16%,8.76%,8.86%,7.48%,13.16%,-,-,19.44%,15.63%,-,-,0.67%,10.31%,-,-,16.89%,14.32%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),13.62%,13.62%,13.54%,16.38%,15.06%,11.95%,-,18.05%,-,18.28%,-,8.94%,-,9.18%,-,-,-,19.84%,-,9.31%,-,Upgrade
21,Earnings Yield,5.97%,6.16%,4.03%,5.52%,6.47%,5.44%,8.94%,8.38%,8.00%,8.47%,4.10%,3.19%,1.17%,3.16%,5.65%,6.11%,6.61%,11.44%,7.42%,2.20%,1.39%,Upgrade
22,FCF Yield,-6.70%,-6.92%,-2.81%,-1.21%,-0.65%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Dividend Yield,3.23%,-,-,-,-,-,-,2.75%,-,-,-,1.36%,-,-,-,2.55%,-,-,-,-,-,Upgrade
24,Payout Ratio,54.31%,-,-,120.47%,120.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Buyback Yield / Dilution,0.33%,0.43%,0.43%,0.23%,0.23%,0.21%,-,-,-,-1.35%,-,-,-,1.55%,-,-,-,-1.01%,-,-,-,Upgrade
26,Total Shareholder Return,3.56%,0.43%,0.43%,0.23%,0.23%,0.21%,-,2.75%,-,-1.35%,-,1.36%,-,1.55%,-,2.55%,-,-1.01%,-,-,-,Upgrade
