,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,289.36,503.53,281.43,492.12,233.75,468.49,246.27,343.27,144.87,253.95,Upgrade
1,Revenue Growth (YoY),2.82%,2.32%,20.39%,5.04%,-5.08%,36.48%,69.99%,35.17%,-45.06%,-24.02%,Upgrade
2,Cost of Revenue,279.6,483,265.41,473.92,226.67,454.09,236.01,306.19,135.35,232.08,Upgrade
3,Gross Profit,9.76,20.52,16.01,18.2,7.08,14.4,10.26,37.07,9.52,21.87,Upgrade
4,"Selling, General & Admin",10.14,12.48,11.56,11.01,11.49,10.26,9.11,11.96,14.43,7.61,Upgrade
5,Other Operating Expenses,4.37,5.69,5.04,3.04,2.07,1.46,1.7,2.28,1.74,-0.12,Upgrade
6,Operating Expenses,14.51,18.17,13.92,9.52,13.56,7.83,10.58,12.45,16.47,11.69,Upgrade
7,Operating Income,-4.75,2.35,2.09,8.68,-6.48,6.57,-0.31,24.62,-6.96,10.18,Upgrade
8,Interest Expense,-2.57,-4.39,-3.19,-2.77,-2.29,-2.57,-1.95,-2.72,-2.07,-1.58,Upgrade
9,Interest & Investment Income,0,0.01,0.01,0,0.01,0.01,0.01,0,0.01,-,Upgrade
10,Earnings From Equity Investments,1.6,-,-,-,-,-,-,-,-,-,Upgrade
11,Other Non Operating Income (Expenses),6.03,8.61,8.62,7.41,0.85,2.55,1.31,3.19,0.67,-2.8,Upgrade
12,EBT Excluding Unusual Items,0.32,6.58,7.53,13.32,-7.91,6.56,-0.95,25.09,-8.35,5.8,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-0.61,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,0.1,-,-0.79,0.81,-,-,-0.1,Upgrade
15,Asset Writedown,-0.14,-,-,-,-,-,-,-,-,-,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,-8.7,-,-,Upgrade
17,Pretax Income,0.18,6.58,7.53,13.43,-7.91,5.77,-0.15,16.39,-8.35,5.09,Upgrade
18,Income Tax Expense,0.34,3.46,1.57,4.61,-0.13,3.33,1.31,2.38,-2.63,2.74,Upgrade
19,Earnings From Continuing Operations,-0.16,3.12,5.96,8.82,-7.78,2.44,-1.46,14,-5.72,2.35,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-,12.78,-6.16,-15.8,-16.87,110.61,Upgrade
21,Net Income to Company,-0.16,3.12,5.96,8.82,-7.78,15.22,-7.62,-1.8,-22.59,112.97,Upgrade
22,Minority Interest in Earnings,-0.01,0.46,0.16,0.15,0.11,-0.13,0.85,3.86,3.48,7.06,Upgrade
23,Net Income,-0.17,3.58,6.12,8.97,-7.67,15.08,-6.77,2.06,-19.12,120.03,Upgrade
24,Net Income to Common,-0.17,3.58,6.12,8.97,-7.67,15.08,-6.77,2.06,-19.12,120.03,Upgrade
25,Net Income Growth,-,-60.08%,-,-40.53%,-,631.88%,-,-98.28%,-,-,Upgrade
26,Shares Outstanding (Basic),2249,2249,2249,2249,2249,2249,2249,2249,2249,2249,Upgrade
27,Shares Outstanding (Diluted),2249,2249,2249,2249,2249,2249,2249,2249,2249,2249,Upgrade
28,EPS (Basic),-0.00,0.00,0.00,0.00,-0.00,0.01,-0.00,0.00,-0.01,0.05,Upgrade
29,EPS (Diluted),-0.00,0.00,0.00,0.00,-0.00,0.01,-0.00,0.00,-0.01,0.05,Upgrade
30,EPS Growth,-,-60.08%,-,-40.53%,-,632.10%,-,-98.28%,-,-,Upgrade
31,Free Cash Flow,2.02,16.55,47.92,8.35,-9.13,9.66,-50.58,51.36,-20.97,-46.65,Upgrade
32,Free Cash Flow Per Share,0.00,0.01,0.02,0.00,-0.00,0.00,-0.02,0.02,-0.01,-0.02,Upgrade
33,Operating Margin,-1.64%,0.47%,0.74%,1.76%,-2.77%,1.40%,-0.13%,7.17%,-4.80%,4.01%,Upgrade
34,Profit Margin,-0.06%,0.71%,2.17%,1.82%,-3.28%,3.22%,-2.75%,0.60%,-13.19%,47.26%,Upgrade
35,Free Cash Flow Margin,0.70%,3.29%,17.03%,1.70%,-3.91%,2.06%,-20.54%,14.96%,-14.47%,-18.37%,Upgrade
36,EBITDA,1.56,9.49,8.38,15.33,-3.04,11.36,3.5,30.3,-1.03,15.11,Upgrade
37,D&A For EBITDA,6.31,7.14,6.29,6.65,3.44,4.79,3.81,5.69,5.93,4.93,Upgrade
38,EBIT,-4.75,2.35,2.09,8.68,-6.48,6.57,-0.31,24.62,-6.96,10.18,Upgrade
