,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,0.13,8.04,4.07,9.36,3.75,6.44,2.62,32.65,7.23,26.69,Upgrade
1,Cash & Short-Term Investments,0.13,8.04,4.07,9.36,3.75,6.44,2.62,32.65,7.23,26.69,Upgrade
2,Cash Growth,-96.93%,-14.10%,8.54%,45.39%,43.12%,-80.28%,-63.80%,22.32%,-24.09%,-20.79%,Upgrade
3,Accounts Receivable,179.6,121.31,6.54,208.31,219.71,212.58,375.43,190.69,139.77,207.48,Upgrade
4,Other Receivables,4.46,3.14,4.83,2.91,2.48,1.7,1.8,0.81,12.56,19.8,Upgrade
5,Receivables,184.06,124.45,11.36,211.22,222.19,214.28,377.23,191.49,152.33,227.28,Upgrade
6,Inventory,46.47,110.35,216.98,13.86,9.91,12.02,9.63,6.52,102.19,29.64,Upgrade
7,Prepaid Expenses,0.78,0.55,1.78,1.48,1.62,1.45,1.47,1.43,1.42,2.92,Upgrade
8,Other Current Assets,1.28,1.47,1.36,1.22,1.19,11.99,68.7,79.81,37.41,38.66,Upgrade
9,Total Current Assets,232.71,244.85,235.55,237.14,238.67,246.18,459.64,311.9,300.58,325.19,Upgrade
10,"Property, Plant & Equipment",233.68,232.7,219.78,217.26,174.78,167.32,163.36,162.34,184.72,194.03,Upgrade
11,Long-Term Investments,4.1,-,-,-,-,-,-,-,-,-,Upgrade
12,Other Intangible Assets,820.46,822.14,822.02,734.4,734.98,735.02,735.31,735.6,736.35,736.8,Upgrade
13,Long-Term Deferred Tax Assets,6.96,7.22,8.57,9.35,13.29,12.21,14.72,14.82,15.95,12.78,Upgrade
14,Other Long-Term Assets,0.4,0.42,0.41,0.44,0.46,0.89,0.97,0.97,1.1,1.13,Upgrade
15,Total Assets,1298,1307,1286,1199,1162,1162,1374,1226,1239,1270,Upgrade
16,Accounts Payable,68.64,71.12,38.34,35.06,30.98,33.08,195.63,30.49,65.45,68.46,Upgrade
17,Accrued Expenses,-,25.77,-,25.22,-,21.93,-,25.67,-,42.82,Upgrade
18,Short-Term Debt,72.4,0.47,-,17.94,13,17.97,12.25,8.99,14.06,11.75,Upgrade
19,Current Portion of Long-Term Debt,-,69.6,77.76,74.61,74.61,5,79.62,79.62,99.57,99.07,Upgrade
20,Current Portion of Leases,2.2,2.12,4.42,4.65,2.6,2.31,1.06,3.95,4.34,1.25,Upgrade
21,Current Income Taxes Payable,11.96,10.69,8.82,9.36,9.4,9.05,9.56,11.27,9.97,9.44,Upgrade
22,Current Unearned Revenue,2.36,8.88,13.44,8.22,6.6,6.17,2.05,2.28,5.34,5.82,Upgrade
23,Other Current Liabilities,70.79,52.98,83.31,56.88,79.21,38.07,140.33,122.57,92.75,74.63,Upgrade
24,Total Current Liabilities,228.34,241.63,226.09,231.93,216.39,133.56,440.49,284.83,291.48,313.25,Upgrade
25,Long-Term Debt,9.35,12.99,14.43,-,-,74.61,-,-,0.61,-,Upgrade
26,Long-Term Leases,19.95,21.09,23.55,20.09,0.07,0.4,2.67,3.32,5.35,1.38,Upgrade
27,Long-Term Unearned Revenue,20,20,-,-,-,-,-,-,-,-,Upgrade
28,Other Long-Term Liabilities,80.54,71.32,85.08,15.36,23.35,22.9,22.46,22.03,21.78,13.7,Upgrade
29,Total Liabilities,358.18,367.03,349.15,267.38,239.82,231.48,465.62,310.18,319.21,328.32,Upgrade
30,Common Stock,197.89,197.89,197.89,197.89,197.89,197.89,197.89,197.89,197.89,197.89,Upgrade
31,Additional Paid-In Capital,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,Upgrade
32,Retained Earnings,-850.47,-859.41,-863,-869.11,-878.08,-870.42,-885.5,-884.53,-886.59,-877.12,Upgrade
33,Comprehensive Income & Other,-666.05,-656.91,-656.92,-656.93,-656.95,-656.96,-657.2,-651.83,-650.02,-640.76,Upgrade
34,Total Common Equity,646.11,646.29,642.7,636.58,627.58,635.24,619.92,626.25,626,644.74,Upgrade
35,Minority Interest,294.02,294.01,294.47,294.63,294.78,294.9,288.46,289.2,293.49,296.87,Upgrade
36,Shareholders' Equity,940.13,940.3,937.18,931.21,922.37,930.14,908.37,915.45,919.49,941.61,Upgrade
37,Total Liabilities & Equity,1298,1307,1286,1199,1162,1162,1374,1226,1239,1270,Upgrade
38,Total Debt,103.9,106.27,120.16,117.29,90.28,100.29,95.6,95.87,123.93,113.45,Upgrade
39,Net Cash (Debt),-103.78,-98.24,-116.09,-107.94,-86.54,-93.85,-92.98,-63.22,-116.7,-86.76,Upgrade
40,Net Cash Per Share,-0.05,-0.04,-0.05,-0.05,-0.04,-0.04,-0.04,-0.03,-0.05,-0.04,Upgrade
41,Filing Date Shares Outstanding,2249,2249,2249,2249,2249,2249,2249,2249,2249,2249,Upgrade
42,Total Common Shares Outstanding,2249,2249,2249,2249,2249,2249,2249,2249,2249,2249,Upgrade
43,Working Capital,4.37,3.22,9.47,5.21,22.27,112.62,19.15,27.07,9.1,11.95,Upgrade
44,Book Value Per Share,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.29,Upgrade
45,Tangible Book Value,-174.36,-175.85,-179.32,-97.83,-107.4,-99.78,-115.39,-109.35,-110.35,-92.06,Upgrade
46,Tangible Book Value Per Share,-0.08,-0.08,-0.08,-0.04,-0.05,-0.04,-0.05,-0.05,-0.05,-0.04,Upgrade
47,Buildings,-,43.44,-,44.23,-,41.41,40.78,40.44,-,40.35,Upgrade
48,Machinery,-,38.32,-,37.67,-,35.28,35.26,34.2,-,74.23,Upgrade
49,Construction In Progress,-,43.26,-,84.08,-,56.18,49.7,42.96,-,38.58,Upgrade
