,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,7450,8155,6904,9153,7436,8993,7041,7617,8077,6899,5260,7528,5099,6135,5841,9009,5878,5881,6620,9267,Upgrade
1,Short-Term Investments,-,-,-,-,-,14.33,-,-,-,1960,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0.16,0.19,0.19,Upgrade
3,Cash & Short-Term Investments,7450,8155,6904,9153,7436,9007,7041,7617,8077,8858,5260,7528,5099,6135,5841,9009,5878,5881,6620,9267,Upgrade
4,Cash Growth,0.20%,-9.45%,-1.96%,20.18%,-7.93%,1.68%,33.86%,1.17%,58.38%,44.38%,-9.94%,-16.44%,-13.25%,4.32%,-11.77%,-2.78%,32.23%,30.90%,42.89%,35.19%,Upgrade
5,Accounts Receivable,71326,70560,67115,71378,66978,68466,64568,66187,63727,62884,58985,57805,56452,54912,49481,47675,47961,46498,41699,30716,Upgrade
6,Other Receivables,1699,499.79,2603,458.37,1794,4413,2950,374.22,2561,2281,2137,2342,2294,2086,2000,2388,2737,2831,2577,3132,Upgrade
7,Receivables,73025,71227,69718,71999,68772,72879,67518,66835,66289,65165,61123,60147,58746,56998,51481,50063,50698,49329,44276,33848,Upgrade
8,Inventory,4366,4511,4588,4240,6498,3625,1520,1181,1238,1173,1160,1258,1220,1319,1269,1310,1185,994.26,1215,14917,Upgrade
9,Prepaid Expenses,-,33.12,-,3.11,-,29.3,-,-,-,43.92,-,62.03,-,46.44,-,-,-,57.42,-,84.91,Upgrade
10,Other Current Assets,6436,6375,6008,7099,5605,2673,5753,7277,5043,2852,5322,5124,4361,4012,4341,3717,2611,2573,2663,1930,Upgrade
11,Total Current Assets,91278,90301,87218,92494,88311,88213,81832,82910,80647,78092,72866,74119,69427,68511,62932,64099,60372,58835,54774,60047,Upgrade
12,"Property, Plant & Equipment",3347,3483,3510,3565,3421,3331,3163,3103,2976,2988,2969,2943,3076,3007,2954,2680,2561,2559,2549,2432,Upgrade
13,Long-Term Investments,2194,2040,2033,2024,1368,1241,1658,1467,1053,979.14,298.22,281.26,348.97,348.97,404.03,396.75,398.37,395.4,396.6,383.06,Upgrade
14,Goodwill,180.31,190.94,190.54,190.51,178.26,178.55,180.47,176.67,188.5,185.28,182.39,182.82,213.56,213.5,196.35,196.11,176.64,178.91,178.93,177.76,Upgrade
15,Other Intangible Assets,2303,2306,2310,2312,2300,2284,2263,2262,2244,2233,703.29,724.51,684.24,645.81,648.42,658.1,648.36,663.06,632.79,640.84,Upgrade
16,Long-Term Accounts Receivable,-,87.16,-,87.16,-,1898,-,99.6,-,1959,-,121.2,-,1144,-,-,-,-,-,-,Upgrade
