,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,108.51,143.52,152.72,190.14,344.3,298.85,358.88,216.35,163.74,133.65
1,Revenue Growth (YoY),-28.95%,-24.52%,-55.64%,-36.38%,-4.06%,38.13%,119.18%,61.88%,-8.11%,3.35%
2,Cost of Revenue,75.6,105.86,106.65,107.47,196.24,149.88,225.87,127.19,101.39,74.92
3,Gross Profit,32.91,37.66,46.07,82.68,148.06,148.97,133.01,89.17,62.35,58.73
4,"Selling, General & Admin",35.21,31.33,46.22,57.19,65.9,48.31,65.15,34.31,32.29,31.21
5,Other Operating Expenses,-,-0.15,-,0.31,0.03,-,-,-0.01,0.01,-
6,Operating Expenses,35.21,31.18,46.22,57.5,65.93,48.31,65.15,34.4,32.3,31.21
7,Operating Income,-2.3,6.49,-0.16,25.18,82.13,100.66,67.85,54.77,30.05,27.51
8,Interest Expense,-3.63,-3.89,-4.01,-4.23,-4.26,-4.6,-1.68,-1.49,-0.52,-0.61
9,Interest & Investment Income,7.69,9.72,6.63,8.82,2.63,2.36,0.88,-,1.1,1.96
10,Currency Exchange Gain (Loss),1.51,-0.16,3.89,-2.23,3.26,0.21,-0.91,4.21,-0.01,0.2
11,Other Non Operating Income (Expenses),0.1,0.55,0.44,-0.01,0.73,-1.65,2,-0.3,3.13,-0.03
12,EBT Excluding Unusual Items,3.38,12.7,6.79,27.52,84.49,96.98,68.14,57.19,33.75,29.03
13,Merger & Restructuring Charges,-,-,-,-0.93,-,-20.22,-,-,-,-10.3
14,Gain (Loss) on Sale of Investments,-,-,0.1,0.02,-,-0.07,-0.64,0.55,-,0.04
15,Gain (Loss) on Sale of Assets,-0.04,0.37,0.19,-8.58,0.22,-0.53,-1.08,-0.35,-0.11,-
16,Asset Writedown,-,-2.07,-,-,-,-0.56,-,-,-,-
17,Other Unusual Items,-,-,-,1.25,-,0.3,-,2.75,-,1.31
18,Pretax Income,3.34,11,7.08,19.27,84.71,75.91,66.43,60.14,33.64,20.07
19,Income Tax Expense,0.55,-0.49,1.42,7.86,18.64,10.99,15.56,9.84,6.11,3.23
20,Net Income,2.79,11.49,5.66,11.41,66.07,64.91,50.87,50.3,27.53,16.84
21,Net Income to Common,2.79,11.49,5.66,11.41,66.07,64.91,50.87,50.3,27.53,16.84
22,Net Income Growth,-50.78%,0.64%,-91.43%,-82.42%,29.89%,29.04%,84.77%,198.78%,-1.74%,27.47%
23,Shares Outstanding (Basic),480,480,480,480,480,480,480,480,480,480
24,Shares Outstanding (Diluted),480,480,480,480,480,480,480,480,480,480
25,EPS (Basic),0.01,0.02,0.01,0.02,0.14,0.14,0.11,0.10,0.06,0.04
26,EPS (Diluted),0.01,0.02,0.01,0.02,0.14,0.14,0.11,0.10,0.06,0.04
27,EPS Growth,-50.78%,0.64%,-91.43%,-82.42%,29.89%,29.05%,84.77%,198.77%,-1.74%,27.47%
28,Free Cash Flow,-14.13,35.88,-15.39,44.04,62.15,15.15,47.5,7.21,26.21,12.64
29,Free Cash Flow Per Share,-0.03,0.07,-0.03,0.09,0.13,0.03,0.10,0.02,0.05,0.03
30,Dividend Per Share,0.010,0.025,0.010,0.043,0.022,0.068,0.018,0.040,0.015,0.035
31,Dividend Growth,0%,-41.86%,-54.55%,-36.76%,22.22%,70.00%,20.00%,14.29%,50.00%,40.00%
32,Operating Margin,-2.12%,4.52%,-0.10%,13.24%,23.85%,33.68%,18.91%,25.31%,18.35%,20.59%
33,Profit Margin,2.57%,8.00%,3.71%,6.00%,19.19%,21.72%,14.17%,23.25%,16.81%,12.60%
34,Free Cash Flow Margin,-13.02%,25.00%,-10.08%,23.16%,18.05%,5.07%,13.23%,3.33%,16.01%,9.46%
35,EBITDA,7.58,19.64,8.44,39.09,90.31,106.87,72.75,59.41,34.46,31.69
36,D&A For EBITDA,9.88,13.15,8.6,13.91,8.17,6.21,4.9,4.64,4.41,4.17
37,EBIT,-2.3,6.49,-0.16,25.18,82.13,100.66,67.85,54.77,30.05,27.51
